custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-41-0-2,development of renewable energy infrastructure,creation of jobs in the renewable energy sector,yes,yes,yes,no
request-41-0-3,creation of jobs in the renewable energy sector,stimulation of related industries,yes,yes,yes,yes
request-41-0-4,stimulation of related industries,millions of jobs for americans,yes,yes,yes,yes
request-41-1-0,proposed bill,implementation of tax incentives for small businesses,no,no,no,i need more information about the proposed bill to answer your question
request-41-1-1,implementation of tax incentives for small businesses,increased investment by small businesses,yes,no,yes,no
request-41-1-2,increased investment by small businesses,business expansion,yes,yes,yes,yes
request-41-1-3,business expansion,hiring of additional employees,yes,no,yes,no
request-41-1-4,hiring of additional employees,millions of jobs for americans,yes,yes,yes,no
request-41-2-0,proposed bill,enhancement of education and vocational training programs,"i'm sorry, but i need more information about the proposed bill you're referring to in order to answer your question with a ""yes"" or ""no""",no,no,no
request-41-2-1,enhancement of education and vocational training programs,development of a skilled workforce,yes,no,yes,no
request-41-2-2,development of a skilled workforce,higher productivity and innovation,yes,no,yes,no
request-41-2-3,higher productivity and innovation,attraction of new businesses and industries,yes,yes,yes,yes
request-41-2-4,attraction of new businesses and industries,millions of jobs for americans,yes,yes,yes,yes
request-41-3-0,proposed bill,deregulation of certain industries,"i'm sorry, but i need more information about the specific bill to provide an accurate answer",no,no,"i'm sorry, but i need more information about the specific proposed bill you're referring to"
request-41-3-1,deregulation of certain industries,reduced operational costs for businesses,yes,no,yes,no
request-41-3-2,reduced operational costs for businesses,increased business growth and expansion,yes,yes,yes,yes
request-41-3-3,increased business growth and expansion,creation of new employment opportunities,yes,yes,yes,no
request-41-3-4,creation of new employment opportunities,millions of jobs for americans,yes,yes,yes,yes
request-41-4-0,proposed bill,investment in infrastructure modernization,"i'm sorry, but i need more information about the specific proposed bill you're referring to to provide an accurate answer",no,no,"i'm sorry, but i need more information about the specific bill to provide an accurate answer"
request-41-4-1,investment in infrastructure modernization,improvement of transportation and utilities,yes,yes,yes,no
request-41-4-2,improvement of transportation and utilities,increased efficiency for businesses,yes,yes,yes,no
request-41-4-3,increased efficiency for businesses,economic growth,yes,no,yes,no
request-41-4-4,economic growth,millions of jobs for americans,yes,yes,yes,yes
request-41-5-0,proposed bill,support for research and development initiatives,i can't provide a yes or no answer without more information about the proposed bill,no,"i'm sorry, but i need more information about the specific proposed bill you're referring to in order to answer your question",i need more information about the specific bill you're referring to in order to provide an accurate answer
request-41-5-1,support for research and development initiatives,technological advancements,yes,yes,yes,no
request-41-5-2,technological advancements,emergence of new industries and markets,yes,yes,yes,yes
request-41-5-3,emergence of new industries and markets,job creation in emerging sectors,yes,yes,yes,no
request-41-5-4,job creation in emerging sectors,millions of jobs for americans,yes,yes,yes,yes
request-41-6-0,proposed bill,expansion of healthcare funding,i need more information about the proposed bill to provide an accurate response,yes,cannot answer the question as posed with a simple yes or no,i need more information to answer that question
request-41-6-1,expansion of healthcare funding,growth of the healthcare sector,yes,yes,yes,yes
request-41-6-2,growth of the healthcare sector,increased demand for healthcare professionals,yes,yes,yes,no
request-41-6-3,increased demand for healthcare professionals,job creation in healthcare,yes,yes,yes,no
request-41-6-4,job creation in healthcare,millions of jobs for americans,yes,yes,yes,yes
request-42-0-0,the avoidance of products from such companies,decreased demand for harmful products,yes,yes,yes,cannot determine based on the information provided
request-42-0-1,decreased demand for harmful products,reduced production and emissions,yes,yes,yes,no
request-42-0-2,reduced production and emissions,lower greenhouse gas levels,yes,no,yes,no
request-42-0-3,lower greenhouse gas levels,mitigation of climate change,yes,yes,no,yes
request-42-0-4,mitigation of climate change,action against climate change,no,yes,yes,yes
request-42-1-0,the avoidance of products from such companies,shift in consumer behavior,yes,yes,yes,yes
request-42-1-1,shift in consumer behavior,increased market support for sustainable alternatives,yes,yes,yes,yes
request-42-1-2,increased market support for sustainable alternatives,growth of green industries,yes,yes,yes,yes
request-42-1-3,growth of green industries,enhanced environmental initiatives,yes,yes,yes,yes
request-42-1-4,enhanced environmental initiatives,action against climate change,yes,yes,yes,yes
request-42-2-0,the avoidance of products from such companies,negative impact on company profits,yes,yes,yes,no
request-42-2-1,negative impact on company profits,company invests in sustainable practices,yes,no,no,no
request-42-2-2,company invests in sustainable practices,adoption of ecofriendly technologies,yes,yes,yes,no
request-42-2-3,adoption of ecofriendly technologies,reduction in environmental footprint,yes,no,yes,yes
request-42-2-4,reduction in environmental footprint,action against climate change,yes,yes,yes,yes
request-42-3-0,the avoidance of products from such companies,increased public awareness of environmental issues,yes,yes,no,yes
request-42-3-1,increased public awareness of environmental issues,greater public demand for climate action,yes,yes,yes,no
request-42-3-2,greater public demand for climate action,policy implementation for climate change,yes,yes,yes,yes
request-42-3-3,policy implementation for climate change,action against climate change,yes,yes,yes,yes
request-42-4-0,the avoidance of products from such companies,diverted funds to ethical businesses,yes,yes,yes,yes
request-42-4-1,diverted funds to ethical businesses,expansion of sustainable business models,yes,yes,yes,yes
request-42-4-2,expansion of sustainable business models,innovation in climate solutions,yes,yes,yes,yes
request-42-4-3,innovation in climate solutions,action against climate change,yes,yes,yes,yes
request-43-0-0,humans implement environmental policies,reduction in greenhouse gas emissions,yes,no,yes,yes
request-43-0-1,reduction in greenhouse gas emissions,stabilization of atmospheric co₂ levels,yes,no,yes,no
request-43-0-2,stabilization of atmospheric co₂ levels,climate not changing this year,no,no,no,no
request-43-1-0,humans develop renewable energy sources,decrease reliance on fossil fuels,yes,yes,yes,yes
request-43-1-1,decrease reliance on fossil fuels,lower carbon emissions,yes,no,yes,no
request-43-1-2,lower carbon emissions,climate not changing this year,no,no,no,no
request-43-2-0,humans engage in largescale reforestation,increase carbon sequestration,yes,yes,yes,yes
request-43-2-1,increase carbon sequestration,lower atmospheric greenhouse gases,yes,no,yes,no
request-43-2-2,lower atmospheric greenhouse gases,climate not changing this year,no,no,no,no
request-43-3-0,humans adopt energyefficient technologies,decrease overall energy consumption,yes,no,yes,yes
request-43-3-1,decrease overall energy consumption,reduce greenhouse gas production,yes,no,yes,yes
request-43-3-2,reduce greenhouse gas production,climate not changing this year,no,no,no,no
request-43-4-0,humans enforce strict industrial regulations,minimize pollutant emissions,yes,yes,yes,yes
request-43-4-1,minimize pollutant emissions,maintain atmospheric balance,yes,yes,yes,yes
request-43-4-2,maintain atmospheric balance,climate not changing this year,no,yes,no,no
request-43-5-0,humans invest in carbon capture and storage,remove co₂ from the atmosphere,yes,yes,yes,yes
request-43-5-1,remove co₂ from the atmosphere,achieve carbon neutrality,no,yes,no,yes
request-43-5-2,achieve carbon neutrality,climate not changing this year,no,no,no,no
request-44-0-0,phytoplankton growth,dmsp synthesis,yes,no,yes,no
request-44-0-1,dmsp synthesis,dmsp cleavage,no,no,no,no
request-44-0-2,dmsp cleavage,dimethyl sulfide release,yes,no,yes,no
request-44-1-0,phytoplankton photosynthesis,sulfur compound production,yes,no,yes,no
request-44-1-1,sulfur compound production,dms formation,yes,yes,yes,no
request-44-2-0,phytoplankton metabolic activity,sulfur intermediate formation,yes,no,yes,no
request-44-2-1,sulfur intermediate formation,conversion to dimethyl sulfide,yes,yes,yes,no
request-45-0-0,"largescale, regular blowing of desert sand into the ocean",deposition of nutrients from sand into seawater,no,no,yes,no
request-45-0-1,deposition of nutrients from sand into seawater,increase in nutrient availability for phytoplankton,yes,no,yes,yes
request-45-0-2,increase in nutrient availability for phytoplankton,enhanced phytoplankton growth,yes,no,yes,no
request-45-0-3,enhanced phytoplankton growth,ocean fertilization,no,yes,no,yes
request-45-1-0,"largescale, regular blowing of desert sand into the ocean",dispersion of ironrich dust into marine environment,yes,no,yes,no
request-45-1-1,dispersion of ironrich dust into marine environment,stimulation of phytoplankton growth by iron fertilization,yes,no,yes,no
request-45-1-2,stimulation of phytoplankton growth by iron fertilization,increased phytoplankton biomass,yes,no,yes,yes
request-45-1-3,increased phytoplankton biomass,ocean fertilization,no,yes,no,yes
request-45-2-0,"largescale, regular blowing of desert sand into the ocean",input of silicate and other essential minerals into ocean,yes,no,yes,no
request-45-2-1,input of silicate and other essential minerals into ocean,support for diatom growth,yes,no,yes,no
request-45-2-2,support for diatom growth,proliferation of diatoms,yes,no,yes,no
request-45-2-3,proliferation of diatoms,ocean fertilization,no,yes,yes,yes
request-45-3-0,"largescale, regular blowing of desert sand into the ocean",increase in water turbidity and light scattering,yes,no,yes,no
request-45-3-1,increase in water turbidity and light scattering,enhanced nutrient mixing and upwelling,no,yes,no,yes
request-45-3-2,enhanced nutrient mixing and upwelling,greater nutrient supply to surface waters,yes,no,yes,no
request-45-3-3,greater nutrient supply to surface waters,ocean fertilization,yes,yes,no,yes
request-45-4-0,"largescale, regular blowing of desert sand into the ocean",introduction of trace minerals into marine waters,yes,no,yes,no
request-45-4-1,introduction of trace minerals into marine waters,facilitation of phytoplankton metabolism,yes,no,yes,no
request-45-4-2,facilitation of phytoplankton metabolism,boost in phytoplankton populations,yes,no,no,no
request-45-4-3,boost in phytoplankton populations,ocean fertilization,no,yes,no,yes
request-46-0-0,climate change,sea level rise,yes,no,yes,no
request-46-0-1,sea level rise,coastal flooding,yes,no,yes,no
request-46-0-2,coastal flooding,displacement of populations,yes,no,yes,no
request-46-0-3,displacement of populations,social unrest,yes,yes,yes,yes
request-46-0-4,social unrest,largescale conflict,yes,yes,yes,yes
request-46-0-5,largescale conflict,human extinction,yes,no,no,no
request-46-1-0,climate change,extreme weather events,yes,no,yes,no
request-46-1-1,extreme weather events,agricultural collapse,yes,no,yes,no
request-46-1-2,agricultural collapse,famine,yes,no,yes,no
request-46-1-3,famine,societal collapse,yes,yes,no,yes
request-46-1-4,societal collapse,human extinction,no,yes,no,yes
request-46-2-0,climate change,loss of biodiversity,yes,no,yes,no
request-46-2-1,loss of biodiversity,ecosystem collapse,yes,yes,yes,yes
request-46-2-2,ecosystem collapse,loss of ecosystem services,yes,yes,yes,no
request-46-2-3,loss of ecosystem services,human survival threatened,yes,yes,yes,yes
request-46-2-4,human survival threatened,human extinction,no,yes,yes,no
request-46-3-0,climate change,temperature rise,yes,no,yes,no
request-46-3-1,temperature rise,heatwaves,yes,no,yes,no
request-46-3-2,heatwaves,health crises,yes,no,yes,no
request-46-3-3,health crises,mortality increase,yes,no,yes,no
request-46-3-4,mortality increase,human extinction,no,no,yes,no
request-46-4-0,climate change,ocean acidification,yes,no,no,no
request-46-4-1,ocean acidification,marine life extinction,no,no,"i can't answer with just ""yes"" or ""no,"" but ocean acidification is one of several factors contributing to marine life extinction",no
request-46-4-2,marine life extinction,collapse of fisheries,yes,yes,yes,yes
request-46-4-3,collapse of fisheries,food shortages,yes,no,yes,no
request-46-4-4,food shortages,human extinction,no,no,no,no
request-46-5-0,climate change,melt of polar ice,yes,yes,yes,no
request-46-5-1,melt of polar ice,rise in sea levels,yes,no,yes,no
request-46-5-2,rise in sea levels,loss of habitable land,yes,no,yes,no
request-46-5-3,loss of habitable land,overpopulation,no,yes,no,yes
request-46-5-4,overpopulation,human extinction,no,no,no,no
request-46-6-0,climate change,droughts,yes,no,yes,no
request-46-6-1,droughts,water scarcity,yes,no,yes,no
request-46-6-2,water scarcity,conflict over water resources,yes,yes,yes,no
request-46-6-3,conflict over water resources,largescale wars,no,yes,no,no
request-46-6-4,largescale wars,human extinction,no,no,no,no
request-46-7-0,climate change,air pollution,no,yes,no,no
request-46-7-1,air pollution,respiratory diseases,yes,no,yes,yes
request-46-7-2,respiratory diseases,public health crises,yes,no,yes,no
request-46-7-3,public health crises,mortality rate increase,yes,no,yes,no
request-46-7-4,mortality rate increase,human extinction,no,yes,no,no
request-46-8-0,climate change,disruption of global supply chains,yes,no,yes,no
request-46-8-1,disruption of global supply chains,economic collapse,no,yes,yes,yes
request-46-8-2,economic collapse,inability to sustain populations,yes,yes,yes,no
request-46-8-3,inability to sustain populations,human extinction,yes,yes,no,no
request-46-9-0,climate change,loss of arable land,yes,yes,yes,no
request-46-9-1,loss of arable land,mass migration,yes,no,yes,no
request-46-9-2,mass migration,geopolitical instability,"i'm sorry, but the relationship between mass migration and geopolitical instability is complex and cannot be accurately answered with a simple ""yes"" or ""no""",yes,yes,yes
request-46-9-3,geopolitical instability,human extinction,no,no,no,no
request-47-0-0,highlatitude glacier melt,ice mass loss,yes,no,yes,no
request-47-0-1,ice mass loss,ocean volume increase,yes,yes,yes,no
request-47-0-2,ocean volume increase,sea level rise,yes,no,yes,no
request-47-1-0,highlatitude glacier melt,increased freshwater input to oceans,yes,yes,yes,no
request-47-1-1,increased freshwater input to oceans,ocean thermal expansion,no,no,no,no
request-47-1-2,ocean thermal expansion,sea level rise,yes,no,yes,no
request-47-2-0,highlatitude glacier melt,reduced surface albedo,yes,yes,yes,yes
request-47-2-1,reduced surface albedo,enhanced global warming,yes,yes,yes,yes
request-47-2-2,enhanced global warming,thermal expansion of seawater,yes,no,yes,no
request-47-2-3,thermal expansion of seawater,sea level rise,yes,no,yes,no
request-47-3-0,highlatitude glacier melt,glacier discharge into oceans,yes,no,yes,no
request-47-3-1,glacier discharge into oceans,increased ocean water mass,yes,no,yes,no
request-47-3-2,increased ocean water mass,sea level rise,yes,no,yes,no
request-48-0-0,every minor setback,delays in supply chain,no,no,no,no
request-48-0-1,delays in supply chain,reduced inventory,no,yes,yes,yes
request-48-0-2,reduced inventory,increased demand,no,yes,no,yes
request-48-0-3,increased demand,shortages,yes,no,yes,no
request-48-1-0,every minor setback,production disruptions,no,no,no,no
request-48-1-1,production disruptions,lower output,yes,yes,yes,no
request-48-1-2,lower output,supplydemand imbalance,yes,yes,yes,yes
request-48-1-3,supplydemand imbalance,shortages,yes,no,yes,yes
request-48-2-0,every minor setback,resource allocation issues,no,no,no,no
request-48-2-1,resource allocation issues,operational inefficiencies,yes,yes,yes,yes
request-48-2-2,operational inefficiencies,limited production capacity,yes,yes,yes,yes
request-48-2-3,limited production capacity,shortages,yes,no,yes,yes
request-48-3-0,every minor setback,employee productivity decline,no,no,no,no
request-48-3-1,employee productivity decline,delayed manufacturing processes,yes,yes,yes,yes
request-48-3-2,delayed manufacturing processes,insufficient stock replenishment,yes,yes,yes,yes
request-48-3-3,insufficient stock replenishment,shortages,yes,yes,yes,yes
request-48-4-0,every minor setback,financial constraints,no,no,no,no
request-48-4-1,financial constraints,inadequate procurement,yes,yes,yes,yes
request-48-4-2,inadequate procurement,low inventory levels,yes,yes,yes,no
request-48-4-3,low inventory levels,shortages,yes,no,yes,yes
request-48-5-0,every minor setback,transportation delays,no,no,no,no
request-48-5-1,transportation delays,late deliveries,yes,no,yes,yes
request-48-5-2,late deliveries,stock shortages,yes,yes,yes,yes
request-48-5-3,stock shortages,shortages,yes,no,yes,yes
request-49-0-0,tree planting,carbon sequestration,yes,no,yes,no
request-49-0-1,carbon sequestration,reduction in atmospheric co₂ levels,yes,no,yes,no
request-49-0-2,reduction in atmospheric co₂ levels,mitigation of global warming,yes,yes,yes,yes
request-49-0-3,mitigation of global warming,climate change,no,yes,no,no
request-49-1-0,tree planting,alteration of land use,yes,it depends,yes,yes
request-49-1-1,alteration of land use,changes in local ecosystems,yes,yes,yes,yes
request-49-1-2,changes in local ecosystems,disruption of climate regulation,yes,yes,yes,yes
request-49-1-3,disruption of climate regulation,climate change,yes,yes,yes,yes
request-49-2-0,tree planting,increased water consumption for irrigation,yes,no,yes,no
request-49-2-1,increased water consumption for irrigation,local water scarcity,yes,no,yes,no
request-49-2-2,local water scarcity,altered weather patterns,yes,yes,no,yes
request-49-2-3,altered weather patterns,climate change,no,yes,no,yes
request-49-3-0,tree planting,use of machinery and fertilizers,yes,yes,yes,no
request-49-3-1,use of machinery and fertilizers,emission of greenhouse gases,yes,no,yes,yes
request-49-3-2,emission of greenhouse gases,enhanced greenhouse effect,yes,no,yes,no
request-49-3-3,enhanced greenhouse effect,climate change,yes,no,yes,no
request-49-4-0,tree planting,introduction of nonnative species,"the answer isn't a simple ""yes"" or ""no"" as it depends on various factors involved in the tree planting process",no,yes,no
request-49-4-1,introduction of nonnative species,invasive species proliferation,yes,no,yes,no
request-49-4-2,invasive species proliferation,ecosystem imbalance,yes,yes,yes,yes
request-49-4-3,ecosystem imbalance,climate change,yes,yes,no,yes
request-50-0-0,40 degrees,dry conditions,yes,yes,yes,no
request-50-0-1,dry conditions,vegetation drying,yes,no,yes,no
request-50-0-2,vegetation drying,increased flammability,yes,no,yes,no
request-50-0-3,increased flammability,wildfires,yes,yes,yes,yes
request-50-0-4,wildfires,fires in europe,yes,no,yes,no
request-50-1-0,40 degrees,heatwave,no,yes,no,yes
request-50-1-1,heatwave,drought,no,yes,no,no
request-50-1-2,drought,reduced soil moisture,yes,no,yes,no
request-50-1-3,reduced soil moisture,vegetation stress,yes,no,yes,no
request-50-1-4,vegetation stress,fire susceptibility,yes,yes,yes,no
request-50-1-5,fire susceptibility,fires in europe,yes,yes,yes,no
request-50-2-0,40 degrees,high temperatures,no,yes,no,yes
request-50-2-1,high temperatures,increased evaporation rate,yes,no,yes,no
request-50-2-2,increased evaporation rate,soil moisture depletion,yes,no,yes,no
request-50-2-3,soil moisture depletion,dry vegetation,yes,yes,yes,no
request-50-2-4,dry vegetation,ignition sources,no,no,no,no
request-50-2-5,ignition sources,fires in europe,yes,yes,yes,yes
request-50-3-0,40 degrees,prolonged heat,no,yes,yes,yes
request-50-3-1,prolonged heat,altered weather patterns,yes,yes,no,yes
request-50-3-2,altered weather patterns,lack of rainfall,yes,yes,yes,no
request-50-3-3,lack of rainfall,dry forests,yes,no,yes,no
request-50-3-4,dry forests,wildfires,no,no,no,no
request-50-3-5,wildfires,fires in europe,yes,yes,yes,no
request-50-4-0,40 degrees,intense sunlight,no,yes,no,yes
request-50-4-1,intense sunlight,elevated ground temperatures,yes,no,yes,no
request-50-4-2,elevated ground temperatures,soil dryness,yes,yes,yes,yes
request-50-4-3,soil dryness,increased risk of ignition,yes,no,yes,no
request-50-4-4,increased risk of ignition,fires in europe,yes,yes,yes,yes
request-51-0-0,air temperature,drier vegetation,yes,yes,yes,yes
request-51-0-1,drier vegetation,increased flammability,yes,no,yes,no
request-51-0-2,increased flammability,the fires,yes,no,yes,no
request-51-1-0,air temperature,drought conditions,no,yes,no,no
request-51-1-1,drought conditions,lack of moisture in vegetation,yes,no,yes,no
request-51-1-2,lack of moisture in vegetation,the fires,yes,yes,yes,yes
request-51-2-0,air temperature,higher evaporation rates,yes,no,yes,no
request-51-2-1,higher evaporation rates,reduced soil moisture,yes,no,yes,no
request-51-2-2,reduced soil moisture,the fires,yes,yes,yes,yes
request-51-3-0,air temperature,extended dry periods,yes,yes,no,no
request-51-3-1,extended dry periods,accumulation of combustible materials,yes,no,yes,no
request-51-3-2,accumulation of combustible materials,the fires,yes,no,yes,no
request-51-4-0,air temperature,heatwaves,no,no,yes,no
request-51-4-1,heatwaves,stress on trees and plants,yes,no,yes,no
request-51-4-2,stress on trees and plants,the fires,yes,yes,yes,yes
request-52-0-0,the vaporization through heating,generation of flammable vapors,yes,no,yes,no
request-52-0-1,generation of flammable vapors,accumulation of vapors in confined spaces,yes,no,yes,no
request-52-0-2,accumulation of vapors in confined spaces,ignition of vapors,yes,no,yes,no
request-52-0-3,ignition of vapors,fires,yes,yes,yes,yes
request-52-1-0,the vaporization through heating,increase in temperature,no,yes,no,yes
request-52-1-1,increase in temperature,material degradation,yes,yes,yes,no
request-52-1-2,material degradation,release of combustible substances,yes,yes,yes,yes
request-52-1-3,release of combustible substances,combustion and fires,yes,no,yes,yes
request-52-2-0,the vaporization through heating,pressure buildup,yes,yes,yes,no
request-52-2-1,pressure buildup,equipment failure,yes,yes,yes,yes
request-52-2-2,equipment failure,release of flammable substances,yes,yes,yes,no
request-52-2-3,release of flammable substances,ignition and fires,yes,yes,yes,no
request-52-3-0,the vaporization through heating,energy transfer to surroundings,yes,no,no,no
request-52-3-1,energy transfer to surroundings,heating of surrounding materials,yes,yes,yes,yes
request-52-3-2,heating of surrounding materials,reaching ignition temperature,yes,yes,no,yes
request-52-3-3,reaching ignition temperature,onset of fires,yes,no,yes,no
request-53-0-0,40 degrees,drought conditions,no,no,no,yes
request-53-0-1,drought conditions,dry vegetation,yes,no,yes,no
request-53-0-2,dry vegetation,ignition sources,no,no,no,no
request-53-0-3,ignition sources,fires,yes,no,yes,no
request-53-1-0,40 degrees,heatwave,yes,yes,yes,yes
request-53-1-1,heatwave,increased human activity,no,yes,no,yes
request-53-1-2,increased human activity,accidental ignition,yes,no,yes,no
request-53-1-3,accidental ignition,fires,yes,no,yes,no
request-53-2-0,40 degrees,low humidity,yes,no,yes,no
request-53-2-1,low humidity,increased evaporation,yes,yes,yes,no
request-53-2-2,increased evaporation,dry fuels,yes,yes,no,no
request-53-2-3,dry fuels,fires,yes,yes,yes,no
request-53-3-0,40 degrees,power outages,yes,no,no,no
request-53-3-1,power outages,use of alternative heating sources,yes,no,no,yes
request-53-3-2,use of alternative heating sources,fire hazards,yes,yes,yes,yes
request-53-3-3,fire hazards,fires,yes,yes,yes,no
request-53-4-0,40 degrees,forest stress,yes,no,yes,no
request-53-4-1,forest stress,pest outbreaks,yes,yes,yes,yes
request-53-4-2,pest outbreaks,dead trees,yes,yes,yes,yes
request-53-4-3,dead trees,fires,yes,yes,yes,yes
request-53-5-0,40 degrees,lightning storms,no,no,no,no
request-53-5-1,lightning storms,lightning strikes,yes,no,yes,no
request-53-5-2,lightning strikes,fires,yes,no,yes,yes
request-53-6-0,40 degrees,energy usage,yes,no,yes,yes
request-53-6-1,energy usage,equipment overheating,'yes',yes,yes,no
request-53-6-2,equipment overheating,fires,yes,yes,yes,no
request-54-0-0,a cigarette butt is discarded,a cigarette butt remains hot,no,no,yes,no
request-54-0-1,a cigarette butt remains hot,combustible materials are ignited,yes,yes,yes,yes
request-54-0-2,combustible materials are ignited,fires occur,yes,yes,yes,yes
request-54-1-0,spark is generated,spark contacts flammable material,yes,yes,yes,yes
request-54-1-1,spark contacts flammable material,combustible substances are ignited,yes,yes,yes,yes
request-54-1-2,combustible substances are ignited,fires start,yes,yes,yes,yes
request-54-2-0,lightning strikes vegetation,ignition occurs,yes,no,yes,yes
request-54-2-1,ignition occurs,fires develop,yes,yes,yes,yes
request-55-0-0,kentucky floods,infrastructure damage,yes,no,yes,no
request-55-0-1,infrastructure damage,power outages,yes,yes,yes,yes
request-55-0-2,power outages,communication breakdown,yes,yes,yes,no
request-55-0-3,communication breakdown,emergency services overwhelmed,yes,yes,no,yes
request-55-0-4,emergency services overwhelmed,public panic,yes,yes,yes,yes
request-55-0-5,public panic,"chaos

kentucky floods",yes,yes,no,yes
request-55-0-6,"chaos

kentucky floods",road blockages,yes,yes,no,no
request-55-0-7,road blockages,supply shortages,yes,no,yes,no
request-55-0-8,supply shortages,economic disruption,yes,yes,yes,yes
request-55-0-9,economic disruption,business closures,yes,yes,yes,yes
request-55-0-10,business closures,social unrest,yes,yes,yes,yes
request-55-0-11,social unrest,"chaos

kentucky floods",yes,yes,no,yes
request-55-0-12,"chaos

kentucky floods",evacuations initiated,yes,no,no,no
request-55-0-13,evacuations initiated,shelter overcrowding,yes,no,yes,no
request-55-0-14,shelter overcrowding,resource limitations,yes,yes,yes,yes
request-55-0-15,resource limitations,healthcare system strain,yes,yes,yes,yes
request-55-0-16,healthcare system strain,increased mortality,yes,yes,yes,no
request-55-0-17,increased mortality,"chaos

kentucky floods",yes,yes,no,yes
request-55-0-18,"chaos

kentucky floods",agricultural losses,yes,yes,yes,no
request-55-0-19,agricultural losses,food scarcity,yes,no,yes,no
request-55-0-20,food scarcity,market instability,yes,yes,yes,yes
request-55-0-21,market instability,price hikes,yes,yes,yes,yes
request-55-0-22,price hikes,civil discontent,yes,yes,yes,no
request-55-0-23,civil discontent,chaos,yes,yes,yes,yes
request-55-1-0,texas snowfalls,transportation shutdowns,yes,no,yes,no
request-55-1-1,transportation shutdowns,supply chain delays,yes,yes,yes,no
request-55-1-2,supply chain delays,essential goods shortages,yes,yes,yes,yes
request-55-1-3,essential goods shortages,public frustration,yes,yes,yes,no
request-55-1-4,public frustration,civil disturbances,yes,no,yes,yes
request-55-1-5,civil disturbances,"chaos

texas snowfalls",yes,no,no,yes
request-55-1-6,"chaos

texas snowfalls",power outages,yes,yes,no,yes
request-55-1-7,power outages,heating failures,yes,no,yes,no
request-55-1-8,heating failures,health emergencies,yes,no,yes,no
request-55-1-9,health emergencies,overburdened hospitals,yes,no,yes,no
request-55-1-10,overburdened hospitals,mass casualties,no,yes,no,yes
request-55-1-11,mass casualties,"chaos

texas snowfalls",yes,no,no,yes
request-55-1-12,"chaos

texas snowfalls",school closures,yes,yes,no,no
request-55-1-13,school closures,workforce absenteeism,yes,no,yes,yes
request-55-1-14,workforce absenteeism,business operations halt,yes,yes,yes,no
request-55-1-15,business operations halt,economic decline,yes,yes,yes,yes
request-55-1-16,economic decline,increased unemployment,yes,yes,yes,yes
request-55-1-17,increased unemployment,"chaos

texas snowfalls",no,yes,no,yes
request-55-1-18,"chaos

texas snowfalls",communication failures,yes,yes,yes,yes
request-55-1-19,communication failures,misinformation spread,yes,yes,yes,yes
request-55-1-20,misinformation spread,public mistrust,yes,yes,yes,yes
request-55-1-21,public mistrust,social fragmentation,yes,yes,yes,yes
request-55-1-22,social fragmentation,widespread disorder,yes,yes,yes,yes
request-55-1-23,widespread disorder,chaos,yes,yes,yes,no
request-56-0-0,people,intentionally set fire,yes,yes,yes,yes
request-56-0-1,intentionally set fire,fires spread,yes,no,yes,no
request-56-1-0,people,negligently handle flammable materials,yes,yes,yes,yes
request-56-1-1,negligently handle flammable materials,materials ignite,yes,yes,yes,yes
request-56-1-2,materials ignite,fires develop,yes,yes,yes,yes
request-56-2-0,people,improperly dispose of cigarettes,yes,yes,yes,yes
request-56-2-1,improperly dispose of cigarettes,litter ignites,yes,yes,yes,yes
request-56-2-2,litter ignites,fires occur,yes,yes,yes,yes
request-56-3-0,people,leave cooking unattended,yes,yes,yes,yes
request-56-3-1,leave cooking unattended,kitchen fire starts,yes,yes,yes,yes
request-56-3-2,kitchen fire starts,fires erupt,yes,yes,yes,no
request-56-4-0,people,use faulty electrical appliances,yes,yes,yes,yes
request-56-4-1,use faulty electrical appliances,electrical short causes fire,yes,yes,yes,yes
request-56-4-2,electrical short causes fire,fires break out,yes,no,yes,yes
request-56-5-0,people,ignore fire safety protocols,yes,yes,yes,no
request-56-5-1,ignore fire safety protocols,fire hazards increase,yes,no,yes,no
request-56-5-2,fire hazards increase,fires ignite,yes,yes,yes,yes
request-56-6-0,people,engage in land clearing,yes,no,yes,yes
request-56-6-1,engage in land clearing,vegetation dries,yes,yes,yes,yes
request-56-6-2,vegetation dries,fire is ignited,yes,yes,yes,yes
request-56-6-3,fire is ignited,wildfires spread,yes,yes,yes,yes
request-56-7-0,people,burn debris improperly,yes,yes,yes,yes
request-56-7-1,burn debris improperly,sparks ignite surrounding materials,yes,yes,yes,yes
request-56-7-2,sparks ignite surrounding materials,fires spread,yes,yes,yes,yes
request-56-8-0,people,attract lightning strikes via structures,no,yes,yes,yes
request-56-8-1,attract lightning strikes via structures,lightning ignites fire,yes,no,no,no
request-56-8-2,lightning ignites fire,fires ensue,yes,yes,yes,yes
request-56-9-0,people,fail to maintain heating systems,yes,no,yes,yes
request-56-9-1,fail to maintain heating systems,heating malfunction,yes,yes,yes,no
request-56-9-2,heating malfunction,fires start,yes,yes,yes,yes
request-57-0-0,the water content of plants in hot climates,drying of vegetation,no,yes,no,no
request-57-0-1,drying of vegetation,increased flammability,yes,no,yes,no
request-57-0-2,increased flammability,higher likelihood of ignition,yes,no,yes,yes
request-57-0-3,higher likelihood of ignition,fires,yes,yes,yes,no
