cause,effect,custom_id
dmsp release,microbial cleavage,request-44-1-3
microbial cleavage,dimethyl sulfide production,request-44-1-4
phytoplankton,environmental stress response,request-44-2-0
environmental stress response,dmsp exudation,request-44-2-1
dmsp exudation,marine bacterial metabolism,request-44-2-2
marine bacterial metabolism,dimethyl sulfide formation,request-44-2-3
phytoplankton,viral lysis,request-44-3-0
viral lysis,intracellular dmsp leakage,request-44-3-1
intracellular dmsp leakage,enzymatic conversion,request-44-3-2
enzymatic conversion,dimethyl sulfide emission,request-44-3-3
phytoplankton,seasonal bloom dynamics,request-44-4-0
seasonal bloom dynamics,biomass accumulation,request-44-4-1
biomass accumulation,postbloom decay,request-44-4-2
postbloom decay,anaerobic decomposition,request-44-4-3
anaerobic decomposition,dimethyl sulfide generation,request-44-4-4
"largescale, regular blowing of desert sand into the ocean",deposition of ironrich mineral particles in seawater,request-45-0-0
deposition of ironrich mineral particles in seawater,increased bioavailability of iron as a micronutrient,request-45-0-1
increased bioavailability of iron as a micronutrient,stimulation of phytoplankton growth,request-45-0-2
stimulation of phytoplankton growth,enhanced photosynthetic carbon fixation,request-45-0-3
enhanced photosynthetic carbon fixation,ocean fertilization,request-45-0-4
"largescale, regular blowing of desert sand into the ocean",introduction of silica particles into surface waters,request-45-1-0
introduction of silica particles into surface waters,proliferation of silicadependent diatoms,request-45-1-1
proliferation of silicadependent diatoms,increased primary productivity,request-45-1-2
increased primary productivity,ocean fertilization,request-45-1-3
"largescale, regular blowing of desert sand into the ocean",input of phosphoruscontaining dust into marine ecosystems,request-45-2-0
input of phosphoruscontaining dust into marine ecosystems,alleviation of phosphorus limitation in nutrientpoor waters,request-45-2-1
alleviation of phosphorus limitation in nutrientpoor waters,expansion of phytoplankton populations,request-45-2-2
expansion of phytoplankton populations,ocean fertilization,request-45-2-3
"largescale, regular blowing of desert sand into the ocean",attenuation of sunlight by suspended particles,request-45-3-0
attenuation of sunlight by suspended particles,reduced uv radiation stress on marine microorganisms,request-45-3-1
reduced uv radiation stress on marine microorganisms,improved survival of phytoplankton communities,request-45-3-2
improved survival of phytoplankton communities,ocean fertilization,request-45-3-3
"largescale, regular blowing of desert sand into the ocean",codeposition of trace metals and organic compounds,request-45-4-0
codeposition of trace metals and organic compounds,synergistic nutrient effects on microbial communities,request-45-4-1
synergistic nutrient effects on microbial communities,accelerated marine food web dynamics,request-45-4-2
accelerated marine food web dynamics,ocean fertilization,request-45-4-3
climate change,rising global temperatures,request-46-0-0
rising global temperatures,increased frequency of extreme heatwaves,request-46-0-1
increased frequency of extreme heatwaves,widespread crop failures,request-46-0-2
widespread crop failures,global food shortages,request-46-0-3
global food shortages,societal collapse,request-46-0-4
societal collapse,human extinction,request-46-0-5
climate change,melting polar ice caps,request-46-1-0
melting polar ice caps,rising sea levels,request-46-1-1
rising sea levels,coastal flooding,request-46-1-2
coastal flooding,mass displacement of populations,request-46-1-3
mass displacement of populations,global resource conflicts,request-46-1-4
global resource conflicts,nuclear warfare,request-46-1-5
nuclear warfare,human extinction,request-46-1-6
climate change,ocean acidification,request-46-2-0
ocean acidification,collapse of marine ecosystems,request-46-2-1
collapse of marine ecosystems,loss of global fisheries,request-46-2-2
loss of global fisheries,economic collapse,request-46-2-3
economic collapse,healthcare system failures,request-46-2-4
healthcare system failures,global pandemics,request-46-2-5
global pandemics,human extinction,request-46-2-6
climate change,biodiversity loss,request-46-3-0
biodiversity loss,pollinator population decline,request-46-3-1
pollinator population decline,agricultural collapse,request-46-3-2
agricultural collapse,global famine,request-46-3-3
global famine,sociopolitical instability,request-46-3-4
sociopolitical instability,global warfare,request-46-3-5
global warfare,human extinction,request-46-3-6
climate change,thawing permafrost,request-46-4-0
thawing permafrost,methane emissions surge,request-46-4-1
methane emissions surge,accelerated global warming,request-46-4-2
accelerated global warming,catastrophic weather events,request-46-4-3
catastrophic weather events,infrastructure collapse,request-46-4-4
infrastructure collapse,loss of technological civilization,request-46-4-5
loss of technological civilization,human extinction,request-46-4-6
climate change,prolonged droughts,request-46-5-0
prolonged droughts,freshwater scarcity,request-46-5-1
freshwater scarcity,transboundary water conflicts,request-46-5-2
transboundary water conflicts,international warfare,request-46-5-3
international warfare,nuclear conflict,request-46-5-4
nuclear conflict,human extinction,request-46-5-5
climate change,expanding tropical disease ranges,request-46-6-0
expanding tropical disease ranges,global pandemic outbreaks,request-46-6-1
global pandemic outbreaks,collapse of medical systems,request-46-6-2
collapse of medical systems,mass mortality events,request-46-6-3
mass mortality events,human extinction,request-46-6-4
highlatitude glacier melt,glacial meltwater discharge into oceans,request-47-0-0
glacial meltwater discharge into oceans,increased ocean water volume,request-47-0-1
increased ocean water volume,global sea level rise,request-47-0-2
highlatitude glacier melt,reduced surface albedo,request-47-1-0
reduced surface albedo,enhanced solar radiation absorption,request-47-1-1
enhanced solar radiation absorption,accelerated regional warming,request-47-1-2
accelerated regional warming,additional ice sheet melt,request-47-1-3
additional ice sheet melt,sea level rise,request-47-1-4
highlatitude glacier melt,freshwater influx altering ocean salinity,request-47-2-0
freshwater influx altering ocean salinity,disrupted thermohaline circulation,request-47-2-1
disrupted thermohaline circulation,warmer deepocean temperatures,request-47-2-2
warmer deepocean temperatures,increased basal melting of ice shelves,request-47-2-3
increased basal melting of ice shelves,ice sheet destabilization,request-47-2-4
ice sheet destabilization,sea level rise,request-47-2-5
highlatitude glacier melt,isostatic rebound of landmasses,request-47-3-0
isostatic rebound of landmasses,relative sea level rise in adjacent regions,request-47-3-1
relative sea level rise in adjacent regions,compounded global sea level rise,request-47-3-2
highlatitude glacier melt,altered sediment input to oceans,request-47-4-0
altered sediment input to oceans,coastal erosion acceleration,request-47-4-1
coastal erosion acceleration,amplified local sea level impacts,request-47-4-2
amplified local sea level impacts,global sea level rise  ,request-47-4-3
every minor setback,production delays,request-48-0-0
production delays,reduced output,request-48-0-1
reduced output,lower inventory levels,request-48-0-2
lower inventory levels,supply chain disruptions,request-48-0-3
supply chain disruptions,shortages,request-48-0-4
every minor setback,operational inefficiencies,request-48-1-0
operational inefficiencies,resource mismanagement,request-48-1-1
resource mismanagement,wasted materials,request-48-1-2
wasted materials,depleted reserves,request-48-1-3
depleted reserves,shortages,request-48-1-4
every minor setback,supplier communication breakdowns,request-48-2-0
supplier communication breakdowns,delayed raw material deliveries,request-48-2-1
delayed raw material deliveries,manufacturing bottlenecks,request-48-2-2
manufacturing bottlenecks,inadequate product availability,request-48-2-3
inadequate product availability,shortages,request-48-2-4
every minor setback,workforce absenteeism,request-48-3-0
workforce absenteeism,slower production rates,request-48-3-1
slower production rates,insufficient stock replenishment,request-48-3-2
insufficient stock replenishment,unmet consumer demand,request-48-3-3
unmet consumer demand,shortages,request-48-3-4
every minor setback,quality control issues,request-48-4-0
quality control issues,product recalls,request-48-4-1
product recalls,increased waste,request-48-4-2
increased waste,reduced available stock,request-48-4-3
reduced available stock,shortages,request-48-4-4
every minor setback,transportation delays,request-48-5-0
transportation delays,distribution bottlenecks,request-48-5-1
distribution bottlenecks,regional supply imbalances,request-48-5-2
regional supply imbalances,shortages,request-48-5-3
every minor setback,budget reallocations,request-48-6-0
budget reallocations,reduced purchasing capacity,request-48-6-1
reduced purchasing capacity,inadequate restocking,request-48-6-2
inadequate restocking,shortages,request-48-6-3
every minor setback,equipment malfunctions,request-48-7-0
equipment malfunctions,production halts,request-48-7-1
production halts,critical supply gaps,request-48-7-2
critical supply gaps,shortages,request-48-7-3
tree planting,increased carbon sequestration,request-49-0-0
increased carbon sequestration,reduced atmospheric co₂ levels,request-49-0-1
reduced atmospheric co₂ levels,weakened greenhouse effect,request-49-0-2
weakened greenhouse effect,slowed global temperature rise,request-49-0-3
slowed global temperature rise,climate change,request-49-0-4
tree planting,enhanced evapotranspiration,request-49-1-0
enhanced evapotranspiration,increased cloud formation,request-49-1-1
increased cloud formation,altered precipitation patterns,request-49-1-2
altered precipitation patterns,regional climatic shifts,request-49-1-3
regional climatic shifts,climate change,request-49-1-4
tree planting,albedo reduction in snowcovered areas,request-49-2-0
albedo reduction in snowcovered areas,higher surface heat absorption,request-49-2-1
higher surface heat absorption,localized warming,request-49-2-2
localized warming,feedback loops in polar regions,request-49-2-3
feedback loops in polar regions,climate change,request-49-2-4
tree planting,monoculture ecosystem establishment,request-49-3-0
monoculture ecosystem establishment,reduced biodiversity resilience,request-49-3-1
reduced biodiversity resilience,pest/disease outbreaks,request-49-3-2
pest/disease outbreaks,largescale tree mortality,request-49-3-3
largescale tree mortality,released stored carbon,request-49-3-4
released stored carbon,accelerated greenhouse effect,request-49-3-5
accelerated greenhouse effect,climate change,request-49-3-6
tree planting,soil organic matter accumulation,request-49-4-0
soil organic matter accumulation,improved water retention capacity,request-49-4-1
improved water retention capacity,reduced drought frequency,request-49-4-2
reduced drought frequency,stabilized regional climates,request-49-4-3
stabilized regional climates,climate change,request-49-4-4
tree planting,displacement of native vegetation,request-49-5-0
displacement of native vegetation,loss of speciesspecific carbon storage,request-49-5-1
loss of speciesspecific carbon storage,net increase in atmospheric co₂,request-49-5-2
net increase in atmospheric co₂,intensified greenhouse effect,request-49-5-3
intensified greenhouse effect,climate change,request-49-5-4
high temperatures,drought conditions,request-50-0-0
drought conditions,dry vegetation,request-50-0-1
dry vegetation,increased wildfire risk,request-50-0-2
increased wildfire risk,fires in europe,request-50-0-3
high temperatures,heatwaves,request-50-1-0
heatwaves,soil moisture depletion,request-50-1-1
soil moisture depletion,combustible material accumulation,request-50-1-2
combustible material accumulation,wildfire outbreaks,request-50-1-3
wildfire outbreaks,fires in europe,request-50-1-4
high temperatures,increased evaporation,request-50-2-0
increased evaporation,water scarcity,request-50-2-1
water scarcity,plant desiccation,request-50-2-2
plant desiccation,flammable ecosystems,request-50-2-3
flammable ecosystems,fires in europe,request-50-2-4
high temperatures,atmospheric instability,request-50-3-0
atmospheric instability,thunderstorm formation,request-50-3-1
thunderstorm formation,lightning activity,request-50-3-2
lightning activity,wildfire ignitions,request-50-3-3
wildfire ignitions,fires in europe,request-50-3-4
high temperatures,tree stress,request-50-4-0
tree stress,pest infestations,request-50-4-1
pest infestations,dead vegetation,request-50-4-2
dead vegetation,fuel accumulation,request-50-4-3
fuel accumulation,fires in europe,request-50-4-4
high temperatures,increased human activity,request-50-5-0
increased human activity,accidental ignitions,request-50-5-1
accidental ignitions,fires in europe,request-50-5-2
air temperature,evaporation rates,request-51-0-0
evaporation rates,drier vegetation,request-51-0-1
drier vegetation,increased flammability of biomass,request-51-0-2
increased flammability of biomass,higher ignition probability,request-51-0-3
higher ignition probability,the fires,request-51-0-4
air temperature,heatwave conditions,request-51-1-0
heatwave conditions,prolonged drought,request-51-1-1
prolonged drought,vegetation desiccation,request-51-1-2
vegetation desiccation,wildfire susceptibility,request-51-1-3
wildfire susceptibility,the fires,request-51-1-4
air temperature,increased thunderstorm activity,request-51-2-0
increased thunderstorm activity,lightning strikes,request-51-2-1
lightning strikes,ignition sources,request-51-2-2
ignition sources,the fires,request-51-2-3
air temperature,earlier snowmelt,request-51-3-0
earlier snowmelt,extended dry season,request-51-3-1
extended dry season,parched landscapes,request-51-3-2
parched landscapes,the fires,request-51-3-3
air temperature,plant stress,request-51-4-0
plant stress,pest infestations,request-51-4-1
pest infestations,dead tree accumulation,request-51-4-2
dead tree accumulation,fuel load increase,request-51-4-3
fuel load increase,the fires,request-51-4-4
air temperature,reduced humidity,request-51-5-0
reduced humidity,vegetation dryness,request-51-5-1
vegetation dryness,the fires,request-51-5-2
air temperature,stronger wind patterns,request-51-6-0
stronger wind patterns,rapid fire spread,request-51-6-1
rapid fire spread,the fires,request-51-6-2
the vaporization through heating,release of flammable vapor,request-52-0-0
release of flammable vapor,accumulation of combustible gas,request-52-0-1
accumulation of combustible gas,ignition from a spark,request-52-0-2
ignition from a spark,fires<|im_end|>,request-52-0-3
the vaporization through heating,pressure buildup in a closed system,request-52-1-0
pressure buildup in a closed system,rupture of containment,request-52-1-1
rupture of containment,exposure to oxygen,request-52-1-2
exposure to oxygen,combustion of released material,request-52-1-3
combustion of released material,fires<|im_end|>,request-52-1-4
the vaporization through heating,overheating of adjacent materials,request-52-2-0
overheating of adjacent materials,thermal degradation,request-52-2-1
thermal degradation,release of combustible byproducts,request-52-2-2
release of combustible byproducts,spontaneous ignition,request-52-2-3
spontaneous ignition,fires<|im_end|>,request-52-2-4
the vaporization through heating,reduction of liquid coolant levels,request-52-3-0
reduction of liquid coolant levels,equipment malfunction,request-52-3-1
equipment malfunction,electrical arcing,request-52-3-2
electrical arcing,ignition of nearby flammables,request-52-3-3
ignition of nearby flammables,fires<|im_end|>,request-52-3-4
the vaporization through heating,formation of aerosolized particles,request-52-4-0
formation of aerosolized particles,enhanced oxygen mixing,request-52-4-1
enhanced oxygen mixing,rapid oxidation reaction,request-52-4-2
rapid oxidation reaction,fires<|im_end|>,request-52-4-3
40 degrees,drought,request-53-0-0
drought,dry vegetation,request-53-0-1
dry vegetation,fires,request-53-0-2
40 degrees,heatwave,request-53-1-0
heatwave,overloaded power systems,request-53-1-1
overloaded power systems,electrical faults,request-53-1-2
electrical faults,fires,request-53-1-3
40 degrees,increased evaporation,request-53-2-0
increased evaporation,atmospheric instability,request-53-2-1
atmospheric instability,thunderstorms,request-53-2-2
thunderstorms,lightning strikes,request-53-2-3
lightning strikes,fires,request-53-2-4
40 degrees,human negligence,request-53-3-0
human negligence,accidental ignition,request-53-3-1
accidental ignition,fires,request-53-3-2
40 degrees,reduced soil moisture,request-53-4-0
reduced soil moisture,tree mortality,request-53-4-1
tree mortality,accumulated deadwood,request-53-4-2
accumulated deadwood,fires,request-53-4-3
40 degrees,power line overheating,request-53-5-0
power line overheating,electrical sparks,request-53-5-1
electrical sparks,fires,request-53-5-2
40 degrees,wildlife dehydration,request-53-6-0
wildlife dehydration,disrupted ecosystems,request-53-6-1
disrupted ecosystems,flammable invasive species spread,request-53-6-2
flammable invasive species spread,fires,request-53-6-3
cigarette butt,dry grass ignition,request-54-0-0
dry grass ignition,flame,request-54-0-1
flame,vegetation fire,request-54-0-2
vegetation fire,fires,request-54-0-3
cigarette butt,trash can ignition,request-54-1-0
trash can ignition,trash fire,request-54-1-1
trash fire,building fire,request-54-1-2
building fire,fires,request-54-1-3
spark,dry leaves smoldering,request-54-2-0
dry leaves smoldering,flames,request-54-2-1
flames,brush fire,request-54-2-2
brush fire,fires,request-54-2-3
spark,flammable material ignition,request-54-3-0
flammable material ignition,explosion,request-54-3-1
explosion,structural fire,request-54-3-2
structural fire,fires,request-54-3-3
spark,grass ignition,request-54-4-0
grass ignition,flame spread,request-54-4-1
flame spread,forest fire,request-54-4-2
forest fire,fires,request-54-4-3
lightning,tree ignition,request-54-5-0
tree ignition,burning tree,request-54-5-1
burning tree,ember spread,request-54-5-2
ember spread,forest fire,request-54-5-3
forest fire,fires,request-54-5-4
lightning,power line surge,request-54-6-0
power line surge,brush ignition,request-54-6-1
brush ignition,brush fire,request-54-6-2
brush fire,residential fires,request-54-6-3
residential fires,fires,request-54-6-4
lightning,ground ignition,request-54-7-0
ground ignition,dry grass fire,request-54-7-1
dry grass fire,wildfire expansion,request-54-7-2
wildfire expansion,fires,request-54-7-3
kentucky floods,infrastructure damage,request-55-0-0
infrastructure damage,transportation disruptions,request-55-0-1
transportation disruptions,supply chain interruptions,request-55-0-2
supply chain interruptions,resource shortages,request-55-0-3
resource shortages,economic instability,request-55-0-4
economic instability,social unrest,request-55-0-5
social unrest,chaos,request-55-0-6
kentucky floods,agricultural losses,request-55-1-0
agricultural losses,food scarcity,request-55-1-1
food scarcity,price hikes,request-55-1-2
price hikes,public discontent,request-55-1-3
public discontent,protests,request-55-1-4
protests,chaos,request-55-1-5
kentucky floods,displacement of residents,request-55-2-0
displacement of residents,overcrowded shelters,request-55-2-1
overcrowded shelters,health crises,request-55-2-2
health crises,social tension,request-55-2-3
social tension,chaos,request-55-2-4
texas snowfalls,power outages,request-55-3-0
power outages,communication breakdowns,request-55-3-1
communication breakdowns,emergency service delays,request-55-3-2
emergency service delays,public safety risks,request-55-3-3
public safety risks,panic buying,request-55-3-4
panic buying,resource depletion,request-55-3-5
resource depletion,civil disorder,request-55-3-6
civil disorder,chaos,request-55-3-7
texas snowfalls,transportation network disruptions,request-55-4-0
transportation network disruptions,fuel shortages,request-55-4-1
fuel shortages,heating system failures,request-55-4-2
heating system failures,hypothermia cases,request-55-4-3
hypothermia cases,healthcare system overload,request-55-4-4
healthcare system overload,public health crisis,request-55-4-5
public health crisis,societal breakdown,request-55-4-6
societal breakdown,chaos,request-55-4-7
texas snowfalls,business closures,request-55-5-0
business closures,economic losses,request-55-5-1
economic losses,unemployment,request-55-5-2
unemployment,poverty,request-55-5-3
poverty,crime surge,request-55-5-4
crime surge,chaos,request-55-5-5
people,negligent campfires,request-56-0-0
negligent campfires,uncontrolled flames,request-56-0-1
uncontrolled flames,fires<|im_end|>,request-56-0-2
people,cigarette discards,request-56-1-0
cigarette discards,dry vegetation ignition,request-56-1-1
dry vegetation ignition,fires<|im_end|>,request-56-1-2
people,machinery sparks,request-56-2-0
machinery sparks,grassland combustion,request-56-2-1
grassland combustion,fires<|im_end|>,request-56-2-2
people,arson acts,request-56-3-0
arson acts,deliberate ignition,request-56-3-1
deliberate ignition,fires<|im_end|>,request-56-3-2
people,defective wiring,request-56-4-0
defective wiring,electrical arcing,request-56-4-1
electrical arcing,fires<|im_end|>,request-56-4-2
people,unattended bonfires,request-56-5-0
unattended bonfires,ember spread,request-56-5-1
ember spread,fires<|im_end|>,request-56-5-2
people,firework mishaps,request-56-6-0
firework mishaps,explosive debris,request-56-6-1
explosive debris,fires<|im_end|>,request-56-6-2
people,slashandburn farming,request-56-7-0
slashandburn farming,escaped flames,request-56-7-1
escaped flames,fires<|im_end|>,request-56-7-2
people,overloaded circuits,request-56-8-0
overloaded circuits,overheating,request-56-8-1
overheating,fires<|im_end|>,request-56-8-2
people,gasoline storage,request-56-9-0
gasoline storage,vapor ignition,request-56-9-1
vapor ignition,fires<|im_end|>,request-56-9-2
the water content of plants in hot climates,reduced plant moisture,request-57-0-0
reduced plant moisture,increased flammability of vegetation,request-57-0-1
increased flammability of vegetation,fires,request-57-0-2
the water content of plants in hot climates,accelerated leaf shedding,request-57-1-0
accelerated leaf shedding,accumulation of dry plant litter,request-57-1-1
accumulation of dry plant litter,elevated combustible material,request-57-1-2
elevated combustible material,fires,request-57-1-3
the water content of plants in hot climates,plant stress and mortality,request-57-2-0
plant stress and mortality,expansion of dead biomass,request-57-2-1
expansion of dead biomass,enhanced fuel availability,request-57-2-2
enhanced fuel availability,fires,request-57-2-3
the water content of plants in hot climates,decreased transpiration rates,request-57-3-0
decreased transpiration rates,higher ambient temperatures,request-57-3-1
higher ambient temperatures,intensified drying of ecosystems,request-57-3-2
intensified drying of ecosystems,fires,request-57-3-3
humans,campfire ignition,request-58-0-0
campfire ignition,unattended flames,request-58-0-1
unattended flames,vegetation combustion,request-58-0-2
vegetation combustion,wildfire,request-58-0-3
wildfire,fires,request-58-0-4
humans,cigarette discard,request-58-1-0
cigarette discard,littered waste,request-58-1-1
littered waste,dry grass ignition,request-58-1-2
dry grass ignition,brush fire,request-58-1-3
brush fire,fires,request-58-1-4
humans,machinery operation,request-58-2-0
machinery operation,mechanical sparks,request-58-2-1
mechanical sparks,flammable material ignition,request-58-2-2
flammable material ignition,factory fire,request-58-2-3
factory fire,fires,request-58-2-4
humans,faulty wiring installation,request-58-3-0
faulty wiring installation,electrical overload,request-58-3-1
electrical overload,short circuit,request-58-3-2
short circuit,structure fire,request-58-3-3
structure fire,fires,request-58-3-4
humans,fireworks launch,request-58-4-0
fireworks launch,explosive detonation,request-58-4-1
explosive detonation,dry brush ignition,request-58-4-2
dry brush ignition,forest fire,request-58-4-3
forest fire,fires,request-58-4-4
humans,arson activity,request-58-5-0
arson activity,deliberate ignition,request-58-5-1
deliberate ignition,accelerant combustion,request-58-5-2
accelerant combustion,building fire,request-58-5-3
building fire,fires,request-58-5-4
humans,slashandburn agriculture,request-58-6-0
slashandburn agriculture,controlled fires,request-58-6-1
controlled fires,wind spread,request-58-6-2
wind spread,uncontrolled blaze,request-58-6-3
uncontrolled blaze,fires,request-58-6-4
humans,power line installation,request-58-7-0
power line installation,line fault,request-58-7-1
line fault,electrical arc,request-58-7-2
electrical arc,vegetation ignition,request-58-7-3
vegetation ignition,wildfire,request-58-7-4
wildfire,fires,request-58-7-5
humans,gas leak negligence,request-58-8-0
gas leak negligence,accumulated vapors,request-58-8-1
accumulated vapors,open flame exposure,request-58-8-2
open flame exposure,explosion,request-58-8-3
explosion,fires,request-58-8-4
humans,deforestation,request-58-9-0
deforestation,land degradation,request-58-9-1
land degradation,increased flammability,request-58-9-2
increased flammability,human ignition source,request-58-9-3
human ignition source,fires,request-58-9-4
40 degrees,drought conditions,request-59-0-0
drought conditions,dry vegetation,request-59-0-1
dry vegetation,increased flammability,request-59-0-2
increased flammability,fires,request-59-0-3
40 degrees,heatinduced equipment malfunction,request-59-1-0
heatinduced equipment malfunction,electrical sparks,request-59-1-1
electrical sparks,ignition sources,request-59-1-2
ignition sources,fires,request-59-1-3
40 degrees,accelerated evaporation,request-59-2-0
accelerated evaporation,reduced soil moisture,request-59-2-1
reduced soil moisture,plant desiccation,request-59-2-2
plant desiccation,combustible biomass,request-59-2-3
combustible biomass,fires,request-59-2-4
40 degrees,high energy demand,request-59-3-0
high energy demand,overloaded power lines,request-59-3-1
overloaded power lines,electrical arcing,request-59-3-2
electrical arcing,fires,request-59-3-3
40 degrees,increased outdoor activities,request-59-4-0
increased outdoor activities,campfire negligence,request-59-4-1
campfire negligence,uncontrolled flames,request-59-4-2
uncontrolled flames,fires,request-59-4-3
40 degrees,heatwaveinduced stress,request-59-5-0
heatwaveinduced stress,tree mortality,request-59-5-1
tree mortality,deadwood accumulation,request-59-5-2
deadwood accumulation,fuel abundance,request-59-5-3
fuel abundance,fires,request-59-5-4
forest fires,burning of vegetation,request-60-0-0
burning of vegetation,release of nutrients into soil as ash,request-60-0-1
release of nutrients into soil as ash,increased soil fertility,request-60-0-2
increased soil fertility,rapid plant regrowth,request-60-0-3
forest fires,death of plant species,request-60-1-0
death of plant species,decomposition of organic matter by microorganisms,request-60-1-1
decomposition of organic matter by microorganisms,nutrient enrichment of soil,request-60-1-2
nutrient enrichment of soil,accelerated regrowth of pioneer plants,request-60-1-3
forest fires,reduction of canopy cover,request-60-2-0
reduction of canopy cover,increased sunlight reaching the forest floor,request-60-2-1
increased sunlight reaching the forest floor,activation of soilstored seeds,request-60-2-2
activation of soilstored seeds,germination and growth of fireadapted plants,request-60-2-3
germination and growth of fireadapted plants,nutrient recycling via new biomass,request-60-2-4
forest fires,charring of plant material,request-60-3-0
charring of plant material,formation of biochar in soil,request-60-3-1
formation of biochar in soil,enhanced nutrient retention,request-60-3-2
enhanced nutrient retention,sustained regrowth of vegetation,request-60-3-3
forest fires,elimination of competing species,request-60-4-0
elimination of competing species,reduced resource competition,request-60-4-1
reduced resource competition,proliferation of nutrientefficient plants,request-60-4-2
proliferation of nutrientefficient plants,rapid ecosystem recovery,request-60-4-3
plant nutrients returning to the soil,increased nutrient absorption by plant roots,request-61-0-0
increased nutrient absorption by plant roots,enhanced cellular growth and division,request-61-0-1
enhanced cellular growth and division,accelerated tissue regeneration,request-61-0-2
accelerated tissue regeneration,the relatively fast regrowth of plants,request-61-0-3
plant nutrients returning to the soil,improved soil fertility,request-61-1-0
improved soil fertility,proliferation of beneficial soil microbes,request-61-1-1
proliferation of beneficial soil microbes,efficient organic matter decomposition,request-61-1-2
efficient organic matter decomposition,sustained nutrient release,request-61-1-3
sustained nutrient release,the relatively fast regrowth of plants,request-61-1-4
plant nutrients returning to the soil,stimulated root system expansion,request-61-2-0
stimulated root system expansion,increased water uptake efficiency,request-61-2-1
increased water uptake efficiency,enhanced drought resilience,request-61-2-2
enhanced drought resilience,rapid recovery of plant biomass,request-61-2-3
rapid recovery of plant biomass,the relatively fast regrowth of plants,request-61-2-4
plant nutrients returning to the soil,activation of metabolic enzymes,request-61-3-0
activation of metabolic enzymes,optimized photosynthesis rates,request-61-3-1
optimized photosynthesis rates,elevated carbohydrate production,request-61-3-2
elevated carbohydrate production,energy allocation to new shoots,request-61-3-3
energy allocation to new shoots,the relatively fast regrowth of plants,request-61-3-4
plant nutrients returning to the soil,strengthened plant immune responses,request-61-4-0
strengthened plant immune responses,reduced pathogen susceptibility,request-61-4-1
reduced pathogen susceptibility,uninterrupted growth cycles,request-61-4-2
uninterrupted growth cycles,the relatively fast regrowth of plants,request-61-4-3
plant nutrients returning to the soil,enhanced mycorrhizal symbiosis,request-61-5-0
enhanced mycorrhizal symbiosis,expanded nutrient foraging networks,request-61-5-1
expanded nutrient foraging networks,improved phosphorus acquisition,request-61-5-2
improved phosphorus acquisition,vigorous vegetative growth,request-61-5-3
vigorous vegetative growth,the relatively fast regrowth of plants,request-61-5-4
humans discarding cigarettes,smoldering cigarette embers igniting dry vegetation,request-62-0-0
smoldering cigarette embers igniting dry vegetation,rapid flame spread due to wind or drought conditions,request-62-0-1
rapid flame spread due to wind or drought conditions,uncontrolled wildfire in european forests,request-62-0-2
careless use of barbecues or campfires,unattended flames or hot embers escaping containment,request-62-1-0
unattended flames or hot embers escaping containment,ignition of nearby flammable materials,request-62-1-1
ignition of nearby flammable materials,fire expansion across dry landscapes,request-62-1-2
fire expansion across dry landscapes,largescale wildfires in europe,request-62-1-3
discarded glass bottles or reflective rubbish,sunlight focusing through glass fragments,request-62-2-0
sunlight focusing through glass fragments,intense heat generation on dry grass or leaves,request-62-2-1
intense heat generation on dry grass or leaves,smoldering ignition of organic matter,request-62-2-2
smoldering ignition of organic matter,flame development and winddriven spread,request-62-2-3
flame development and winddriven spread,wildfires in european regions,request-62-2-4
improperly extinguished campfires,residual heat reactivating embers overnight,request-62-3-0
residual heat reactivating embers overnight,flames reigniting surrounding vegetation,request-62-3-1
flames reigniting surrounding vegetation,rapid fire growth in dry ecosystems,request-62-3-2
rapid fire growth in dry ecosystems,wildfires affecting european habitats,request-62-3-3
cigarette butts tossed into flammable debris,delayed ignition during peak heat hours,request-62-4-0
delayed ignition during peak heat hours,sudden flareups overwhelming local fire response,request-62-4-1
sudden flareups overwhelming local fire response,regional wildfires in europe,request-62-4-2
glass waste concentrating sunlight,localized temperature exceeding combustion thresholds,request-62-5-0
localized temperature exceeding combustion thresholds,selfsustaining fire in tinderdry undergrowth,request-62-5-1
selfsustaining fire in tinderdry undergrowth,wildfire propagation across european landscapes  ,request-62-5-2
global warming,rising temperatures,request-63-0-0
rising temperatures,increased evaporation,request-63-0-1
increased evaporation,drier vegetation,request-63-0-2
drier vegetation,fires,request-63-0-3
global warming,altered precipitation patterns,request-63-1-0
altered precipitation patterns,drought conditions,request-63-1-1
drought conditions,dry vegetation,request-63-1-2
dry vegetation,fires,request-63-1-3
global warming,ice melt,request-63-2-0
ice melt,atmospheric circulation changes,request-63-2-1
atmospheric circulation changes,prolonged heatwaves,request-63-2-2
prolonged heatwaves,dry vegetation,request-63-2-3
dry vegetation,fires,request-63-2-4
global warming,increased lightning activity,request-63-3-0
increased lightning activity,fires,request-63-3-1
global warming,pest infestations,request-63-4-0
pest infestations,deadwood accumulation,request-63-4-1
deadwood accumulation,fires,request-63-4-2
global warming,earlier snowmelt,request-63-5-0
earlier snowmelt,extended dry seasons,request-63-5-1
extended dry seasons,dry vegetation,request-63-5-2
dry vegetation,fires,request-63-5-3
40 degrees,drought conditions,request-64-0-0
drought conditions,dry vegetation,request-64-0-1
dry vegetation,increased flammability,request-64-0-2
increased flammability,ignition sources,request-64-0-3
ignition sources,fires,request-64-0-4
40 degrees,heatwaves,request-64-1-0
heatwaves,electrical system overload,request-64-1-1
