cause,effect,custom_id
deforestation,ecosystem disruption,request-99-9-0
ecosystem disruption,altered soil properties,request-99-9-1
altered soil properties,soil instability,request-99-9-2
soil instability,land sliding,request-99-9-3
deforestation,habitat loss,request-99-10-0
habitat loss,decreased soil fauna activity,request-99-10-1
decreased soil fauna activity,soil degradation,request-99-10-2
soil degradation,land sliding,request-99-10-3
rise in global temperatures,melting of glaciers,request-100-0-0
melting of glaciers,increased water runoff,request-100-0-1
increased water runoff,soil saturation,request-100-0-2
soil saturation,land sliding,request-100-0-3
rise in global temperatures,increased heavy rainfall,request-100-1-0
increased heavy rainfall,soil saturation,request-100-1-1
soil saturation,land sliding,request-100-1-2
rise in global temperatures,thawing of permafrost,request-100-2-0
thawing of permafrost,ground instability,request-100-2-1
ground instability,land sliding,request-100-2-2
rise in global temperatures,sea level rise,request-100-3-0
sea level rise,coastal erosion,request-100-3-1
coastal erosion,land sliding,request-100-3-2
rise in global temperatures,increased wildfires,request-100-4-0
increased wildfires,loss of vegetation,request-100-4-1
loss of vegetation,soil erosion,request-100-4-2
soil erosion,land sliding,request-100-4-3
rise in global temperatures,deforestation,request-100-5-0
deforestation,soil destabilization,request-100-5-1
soil destabilization,land sliding,request-100-5-2
rise in global temperatures,expansion of pests affecting forests,request-100-6-0
expansion of pests affecting forests,loss of vegetation,request-100-6-1
loss of vegetation,soil instability,request-100-6-2
soil instability,land sliding,request-100-6-3
rise in global temperatures,changes in precipitation patterns,request-100-7-0
changes in precipitation patterns,extreme weather events,request-100-7-1
extreme weather events,slope destabilization,request-100-7-2
slope destabilization,land sliding,request-100-7-3
rise in global temperatures,desertification,request-100-8-0
desertification,soil degradation,request-100-8-1
soil degradation,soil instability,request-100-8-2
soil instability,land sliding,request-100-8-3
rise in global temperatures,permafrost degradation,request-100-9-0
permafrost degradation,ground subsidence,request-100-9-1
ground subsidence,land sliding,request-100-9-2
melting of glaciers,increased river discharge,request-101-0-0
increased river discharge,riverbank erosion,request-101-0-1
riverbank erosion,land sliding,request-101-0-2
melting of glaciers,formation of glacial lakes,request-101-1-0
formation of glacial lakes,glacial lake outburst floods,request-101-1-1
glacial lake outburst floods,slope destabilization,request-101-1-2
slope destabilization,land sliding,request-101-1-3
melting of glaciers,glacial retreat,request-101-2-0
glacial retreat,exposure of unstable slopes,request-101-2-1
exposure of unstable slopes,land sliding,request-101-2-2
melting of glaciers,loss of permafrost,request-101-3-0
loss of permafrost,slope instability,request-101-3-1
slope instability,land sliding,request-101-3-2
melting of glaciers,increased sediment deposition,request-101-4-0
increased sediment deposition,overloading of slopes,request-101-4-1
overloading of slopes,land sliding,request-101-4-2
soil erosion,loss of vegetation cover,request-102-0-0
loss of vegetation cover,decreased root reinforcement,request-102-0-1
decreased root reinforcement,increased soil instability,request-102-0-2
increased soil instability,land sliding,request-102-0-3
soil erosion,formation of gullies,request-102-1-0
formation of gullies,undercutting of slopes,request-102-1-1
undercutting of slopes,loss of slope support,request-102-1-2
loss of slope support,land sliding,request-102-1-3
soil erosion,reduced soil cohesion,request-102-2-0
reduced soil cohesion,increased susceptibility to gravity,request-102-2-1
increased susceptibility to gravity,land sliding,request-102-2-2
soil erosion,exposed bedrock,request-102-3-0
exposed bedrock,weathering of rock materials,request-102-3-1
weathering of rock materials,weakening of slope materials,request-102-3-2
weakening of slope materials,land sliding,request-102-3-3
soil erosion,decreased soil depth,request-102-4-0
decreased soil depth,saturation during rainfall,request-102-4-1
saturation during rainfall,increased pore water pressure,request-102-4-2
increased pore water pressure,slope failure,request-102-4-3
slope failure,land sliding,request-102-4-4
earthquakes,ground shaking,request-103-0-0
ground shaking,slope destabilization,request-103-0-1
slope destabilization,land sliding,request-103-0-2
earthquakes,soil liquefaction,request-103-1-0
soil liquefaction,slope failure,request-103-1-1
slope failure,land sliding,request-103-1-2
earthquakes,ground shaking,request-103-2-0
ground shaking,rockfall initiation,request-103-2-1
rockfall initiation,land sliding,request-103-2-2
earthquakes,ground acceleration,request-103-3-0
ground acceleration,slope instability,request-103-3-1
slope instability,land sliding,request-103-3-2
earthquakes,ground displacement,request-103-4-0
ground displacement,slope movement,request-103-4-1
slope movement,land sliding,request-103-4-2
earthquakes,fracturing of rocks,request-103-5-0
fracturing of rocks,collapse of slopes,request-103-5-1
collapse of slopes,land sliding,request-103-5-2
earthquakes,vibrations,request-103-6-0
vibrations,destabilization of soils,request-103-6-1
destabilization of soils,land sliding,request-103-6-2
earthquakes,ground rupture,request-103-7-0
ground rupture,weakening of structural support,request-103-7-1
weakening of structural support,land sliding,request-103-7-2
earthquakes,tsunamis,request-103-8-0
tsunamis,coastal erosion,request-103-8-1
coastal erosion,land sliding,request-103-8-2
earthquakes,liquefaction of soils,request-103-9-0
liquefaction of soils,settlement of foundations,request-103-9-1
settlement of foundations,slope failure,request-103-9-2
slope failure,land sliding,request-103-9-3
earthquakes,cracking of earth dams,request-103-10-0
cracking of earth dams,release of reservoir water,request-103-10-1
release of reservoir water,erosion of slopes,request-103-10-2
erosion of slopes,land sliding,request-103-10-3
earthquakes,soil compaction,request-103-11-0
soil compaction,loss of shear strength,request-103-11-1
loss of shear strength,slope collapse,request-103-11-2
slope collapse,land sliding,request-103-11-3
earthquakes,change in groundwater levels,request-103-12-0
change in groundwater levels,increased pore water pressure,request-103-12-1
increased pore water pressure,slope failure,request-103-12-2
slope failure,land sliding,request-103-12-3
earthquakes,formation of fissures,request-103-13-0
formation of fissures,water infiltration,request-103-13-1
water infiltration,slope weakening,request-103-13-2
slope weakening,land sliding,request-103-13-3
earthquakes,damage to vegetation,request-103-14-0
damage to vegetation,reduced root cohesion,request-103-14-1
reduced root cohesion,slope instability,request-103-14-2
slope instability,land sliding,request-103-14-3
deforestation,soil erosion,request-104-0-0
soil erosion,sediments entering rivers,request-104-0-1
sediments entering rivers,rivers filled with mud,request-104-0-2
deforestation,loss of tree roots,request-104-1-0
loss of tree roots,soil erosion,request-104-1-1
soil erosion,sediments entering rivers,request-104-1-2
sediments entering rivers,rivers filled with mud,request-104-1-3
deforestation,loss of tree roots,request-104-2-0
loss of tree roots,soil instability,request-104-2-1
soil instability,soil erosion,request-104-2-2
soil erosion,sediments entering rivers,request-104-2-3
sediments entering rivers,rivers filled with mud,request-104-2-4
deforestation,loss of tree roots,request-104-3-0
loss of tree roots,soil instability,request-104-3-1
soil instability,landslides,request-104-3-2
landslides,sediments entering rivers,request-104-3-3
sediments entering rivers,rivers filled with mud,request-104-3-4
deforestation,loss of canopy cover,request-104-4-0
loss of canopy cover,increased rainfall impact,request-104-4-1
increased rainfall impact,soil erosion,request-104-4-2
soil erosion,sediments entering rivers,request-104-4-3
sediments entering rivers,rivers filled with mud,request-104-4-4
deforestation,increased soil exposure,request-104-5-0
increased soil exposure,soil erosion,request-104-5-1
soil erosion,sediments entering rivers,request-104-5-2
sediments entering rivers,rivers filled with mud,request-104-5-3
deforestation,increased runoff,request-104-6-0
increased runoff,sediment transport,request-104-6-1
sediment transport,sediments entering rivers,request-104-6-2
sediments entering rivers,rivers filled with mud,request-104-6-3
deforestation,increased runoff,request-104-7-0
increased runoff,sediment transport,request-104-7-1
sediment transport,rivers filled with mud,request-104-7-2
deforestation,increased runoff,request-104-8-0
increased runoff,soil erosion,request-104-8-1
soil erosion,sediments entering rivers,request-104-8-2
sediments entering rivers,rivers filled with mud,request-104-8-3
deforestation,land degradation,request-104-9-0
land degradation,soil erosion,request-104-9-1
soil erosion,sediments entering rivers,request-104-9-2
sediments entering rivers,rivers filled with mud,request-104-9-3
deforestation,loss of canopy cover,request-104-10-0
loss of canopy cover,increased rainfall impact,request-104-10-1
increased rainfall impact,soil instability,request-104-10-2
soil instability,landslides,request-104-10-3
landslides,sediments entering rivers,request-104-10-4
sediments entering rivers,rivers filled with mud,request-104-10-5
rise in global temperatures,glacial melting,request-105-0-0
glacial melting,increased river flow,request-105-0-1
increased river flow,erosion of river banks,request-105-0-2
erosion of river banks,rivers filled with mud,request-105-0-3
rise in global temperatures,increased heavy rainfall events,request-105-1-0
increased heavy rainfall events,soil erosion,request-105-1-1
soil erosion,sediment washed into rivers,request-105-1-2
sediment washed into rivers,rivers filled with mud,request-105-1-3
rise in global temperatures,permafrost thawing,request-105-2-0
permafrost thawing,soil destabilization,request-105-2-1
soil destabilization,increased sediment in rivers,request-105-2-2
increased sediment in rivers,rivers filled with mud,request-105-2-3
rise in global temperatures,increased wildfires,request-105-3-0
increased wildfires,deforestation,request-105-3-1
deforestation,loss of vegetation cover,request-105-3-2
loss of vegetation cover,soil erosion,request-105-3-3
soil erosion,rivers filled with mud,request-105-3-4
rise in global temperatures,drought conditions,request-105-4-0
drought conditions,reduced vegetation cover,request-105-4-1
reduced vegetation cover,soil degradation,request-105-4-2
soil degradation,rivers filled with mud,request-105-4-3
rise in global temperatures,sea level rise,request-105-5-0
sea level rise,coastal erosion,request-105-5-1
coastal erosion,sediment displacement,request-105-5-2
sediment displacement,rivers filled with mud,request-105-5-3
rise in global temperatures,desertification,request-105-6-0
desertification,dust storms,request-105-6-1
dust storms,dust deposition in rivers,request-105-6-2
dust deposition in rivers,rivers filled with mud,request-105-6-3
rise in global temperatures,more intense hurricanes,request-105-7-0
more intense hurricanes,flooding events,request-105-7-1
flooding events,soil erosion,request-105-7-2
soil erosion,rivers filled with mud,request-105-7-3
rise in global temperatures,increased agricultural pests,request-105-8-0
increased agricultural pests,expansion of agriculture,request-105-8-1
expansion of agriculture,deforestation,request-105-8-2
deforestation,soil erosion,request-105-8-3
soil erosion,rivers filled with mud,request-105-8-4
rise in global temperatures,loss of permafrost,request-105-9-0
loss of permafrost,land subsidence,request-105-9-1
land subsidence,sediment release into rivers,request-105-9-2
sediment release into rivers,rivers filled with mud,request-105-9-3
melting of glaciers,increased river flow,request-106-0-0
increased river flow,erosion,request-106-0-1
erosion,sediment transport,request-106-0-2
sediment transport,rivers filled with mud,request-106-0-3
melting of glaciers,glacial runoff,request-106-1-0
glacial runoff,sediment deposition,request-106-1-1
sediment deposition,rivers filled with mud,request-106-1-2
melting of glaciers,flooding,request-106-2-0
flooding,soil erosion,request-106-2-1
soil erosion,sediment accumulation,request-106-2-2
sediment accumulation,rivers filled with mud,request-106-2-3
melting of glaciers,vegetation loss,request-106-3-0
vegetation loss,soil erosion,request-106-3-1
soil erosion,sediment deposition,request-106-3-2
sediment deposition,rivers filled with mud,request-106-3-3
melting of glaciers,mudslides,request-106-4-0
mudslides,mud deposition,request-106-4-1
mud deposition,rivers filled with mud,request-106-4-2
melting of glaciers,permafrost thawing,request-106-5-0
permafrost thawing,soil destabilization,request-106-5-1
soil destabilization,sediment flow,request-106-5-2
sediment flow,rivers filled with mud,request-106-5-3
melting of glaciers,river bank erosion,request-106-6-0
river bank erosion,collapse of river banks,request-106-6-1
collapse of river banks,sediment entering rivers,request-106-6-2
sediment entering rivers,rivers filled with mud,request-106-6-3
melting of glaciers,glacial lake outburst floods,request-106-7-0
glacial lake outburst floods,massive erosion,request-106-7-1
massive erosion,sediment deposition downstream,request-106-7-2
sediment deposition downstream,rivers filled with mud,request-106-7-3
melting of glaciers,release of trapped sediment,request-106-8-0
release of trapped sediment,sediment entering rivers,request-106-8-1
sediment entering rivers,rivers filled with mud,request-106-8-2
soil erosion,sediment runoff,request-107-0-0
sediment runoff,rivers filled with mud,request-107-0-1
soil erosion,loss of vegetation cover,request-107-1-0
loss of vegetation cover,increased surface runoff,request-107-1-1
increased surface runoff,sediment deposition in rivers,request-107-1-2
sediment deposition in rivers,rivers filled with mud,request-107-1-3
soil erosion,increased surface runoff,request-107-2-0
increased surface runoff,riverbank erosion,request-107-2-1
riverbank erosion,sediment accumulation,request-107-2-2
sediment accumulation,rivers filled with mud,request-107-2-3
soil erosion,loss of topsoil,request-107-3-0
loss of topsoil,muddy runoff,request-107-3-1
muddy runoff,muddy rivers,request-107-3-2
muddy rivers,rivers filled with mud,request-107-3-3
earthquakes,landslides,request-108-0-0
landslides,mudslides,request-108-0-1
mudslides,rivers filled with mud,request-108-0-2
earthquakes,soil liquefaction,request-108-1-0
soil liquefaction,ground subsidence,request-108-1-1
ground subsidence,increased sediment,request-108-1-2
increased sediment,rivers filled with mud,request-108-1-3
earthquakes,dam failures,request-108-2-0
dam failures,flooding,request-108-2-1
flooding,erosion,request-108-2-2
erosion,rivers filled with mud,request-108-2-3
earthquakes,tsunamis,request-108-3-0
tsunamis,coastal erosion,request-108-3-1
coastal erosion,sediment transport,request-108-3-2
sediment transport,rivers filled with mud,request-108-3-3
earthquakes,volcanic eruptions,request-108-4-0
volcanic eruptions,ashfall,request-108-4-1
ashfall,ash deposits in rivers,request-108-4-2
ash deposits in rivers,rivers filled with mud,request-108-4-3
earthquakes,ground shaking,request-108-5-0
ground shaking,soil erosion,request-108-5-1
soil erosion,sedimentation in rivers,request-108-5-2
sedimentation in rivers,rivers filled with mud,request-108-5-3
earthquakes,building collapses,request-108-6-0
building collapses,debris flow,request-108-6-1
debris flow,river pollution,request-108-6-2
river pollution,rivers filled with mud,request-108-6-3
earthquakes,hill slope failures,request-108-7-0
hill slope failures,mass wasting events,request-108-7-1
mass wasting events,sediment deposition in rivers,request-108-7-2
sediment deposition in rivers,rivers filled with mud,request-108-7-3
earthquakes,increased runoff,request-108-8-0
increased runoff,soil erosion,request-108-8-1
soil erosion,sediment in rivers,request-108-8-2
sediment in rivers,rivers filled with mud,request-108-8-3
earthquakes,fracturing of earth's surface,request-108-9-0
fracturing of earth's surface,mud volcanoes,request-108-9-1
mud volcanoes,mud flows into rivers,request-108-9-2
mud flows into rivers,rivers filled with mud,request-108-9-3
deforestation,soil erosion,request-109-0-0
soil erosion,sedimentation in rivers,request-109-0-1
sedimentation in rivers,canals filled with mud,request-109-0-2
deforestation,loss of tree roots stabilizing soil,request-109-1-0
loss of tree roots stabilizing soil,increased surface runoff,request-109-1-1
increased surface runoff,soil erosion,request-109-1-2
soil erosion,canals filled with mud,request-109-1-3
deforestation,increased runoff,request-109-2-0
increased runoff,increased soil erosion,request-109-2-1
increased soil erosion,sedimentation in canals,request-109-2-2
sedimentation in canals,canals filled with mud,request-109-2-3
deforestation,decreased water absorption by trees,request-109-3-0
decreased water absorption by trees,increased flooding,request-109-3-1
increased flooding,sediment deposition in canals,request-109-3-2
sediment deposition in canals,canals filled with mud,request-109-3-3
deforestation,increased land exposure,request-109-4-0
increased land exposure,soil degradation,request-109-4-1
soil degradation,mudslides,request-109-4-2
mudslides,canals filled with mud,request-109-4-3
deforestation,loss of canopy cover,request-109-5-0
loss of canopy cover,increased raindrop impact on soil,request-109-5-1
increased raindrop impact on soil,soil displacement,request-109-5-2
soil displacement,sediment accumulation in canals,request-109-5-3
sediment accumulation in canals,canals filled with mud,request-109-5-4
deforestation,increased agricultural activities,request-109-6-0
increased agricultural activities,soil disturbance,request-109-6-1
soil disturbance,increased erosion,request-109-6-2
increased erosion,sedimentation in canals,request-109-6-3
sedimentation in canals,canals filled with mud,request-109-6-4
deforestation,loss of vegetation cover,request-109-7-0
loss of vegetation cover,increased wind erosion,request-109-7-1
increased wind erosion,dust deposition in canals,request-109-7-2
dust deposition in canals,canals filled with mud,request-109-7-3
deforestation,habitat destruction,request-109-8-0
habitat destruction,loss of soil-stabilizing organisms,request-109-8-1
loss of soil-stabilizing organisms,soil erosion,request-109-8-2
soil erosion,canals filled with mud,request-109-8-3
deforestation,increased fires,request-109-9-0
increased fires,soil exposure,request-109-9-1
soil exposure,erosion,request-109-9-2
erosion,sediment in canals,request-109-9-3
sediment in canals,canals filled with mud,request-109-9-4
rise in global temperatures,increased rainfall,request-110-0-0
increased rainfall,soil erosion,request-110-0-1
soil erosion,sediment deposition in canals,request-110-0-2
sediment deposition in canals,canals filled with mud,request-110-0-3
rise in global temperatures,melting of glaciers,request-110-1-0
melting of glaciers,increased sediment flow in rivers,request-110-1-1
increased sediment flow in rivers,sediment accumulation in canals,request-110-1-2
sediment accumulation in canals,canals filled with mud,request-110-1-3
rise in global temperatures,more frequent heavy rains,request-110-2-0
more frequent heavy rains,flooding,request-110-2-1
flooding,soil erosion,request-110-2-2
soil erosion,sedimentation in canals,request-110-2-3
sedimentation in canals,canals filled with mud,request-110-2-4
rise in global temperatures,drying of vegetation,request-110-3-0
drying of vegetation,wildfires,request-110-3-1
wildfires,loss of vegetation cover,request-110-3-2
loss of vegetation cover,increased soil erosion,request-110-3-3
increased soil erosion,sedimentation in canals,request-110-3-4
sedimentation in canals,canals filled with mud,request-110-3-5
rise in global temperatures,permafrost melting,request-110-4-0
permafrost melting,landslides,request-110-4-1
landslides,mud flows into canals,request-110-4-2
mud flows into canals,canals filled with mud,request-110-4-3
rise in global temperatures,drought conditions,request-110-5-0
drought conditions,reduced water levels in canals,request-110-5-1
reduced water levels in canals,sediment settling in canals,request-110-5-2
sediment settling in canals,canals filled with mud,request-110-5-3
rise in global temperatures,sea-level rise,request-110-6-0
sea-level rise,increased sedimentation in estuaries,request-110-6-1
increased sedimentation in estuaries,sediment transported into canals,request-110-6-2
sediment transported into canals,canals filled with mud,request-110-6-3
rise in global temperatures,climate change impacts on agriculture,request-110-7-0
climate change impacts on agriculture,deforestation,request-110-7-1
deforestation,soil erosion,request-110-7-2
soil erosion,sediment runoff into canals,request-110-7-3
sediment runoff into canals,canals filled with mud,request-110-7-4
rise in global temperatures,increased storm intensity,request-110-8-0
increased storm intensity,floods,request-110-8-1
floods,sediment transport into canals,request-110-8-2
sediment transport into canals,canals filled with mud,request-110-8-3
rise in global temperatures,increased soil desiccation,request-110-9-0
increased soil desiccation,cracking of soil,request-110-9-1
cracking of soil,soil erosion,request-110-9-2
soil erosion,sediment deposition in canals,request-110-9-3
sediment deposition in canals,canals filled with mud,request-110-9-4
rise in global temperatures,heat stress on vegetation,request-110-10-0
heat stress on vegetation,vegetation die-off,request-110-10-1
vegetation die-off,soil erosion,request-110-10-2
soil erosion,sediment deposition in canals,request-110-10-3
sediment deposition in canals,canals filled with mud,request-110-10-4
rise in global temperatures,changes in precipitation patterns,request-110-11-0
changes in precipitation patterns,intense rainfall events,request-110-11-1
intense rainfall events,soil erosion,request-110-11-2
soil erosion,sediment carried into canals,request-110-11-3
sediment carried into canals,canals filled with mud,request-110-11-4
rise in global temperatures,glacial retreat,request-110-12-0
glacial retreat,unstable slopes,request-110-12-1
unstable slopes,landslides,request-110-12-2
landslides,sediment flows into canals,request-110-12-3
sediment flows into canals,canals filled with mud,request-110-12-4
rise in global temperatures,permafrost thawing,request-110-13-0
permafrost thawing,ground collapse,request-110-13-1
ground collapse,mudslides,request-110-13-2
mudslides,sedimentation in canals,request-110-13-3
sedimentation in canals,canals filled with mud,request-110-13-4
melting of glaciers,increased river flow,request-111-0-0
increased river flow,rivers carrying more sediment,request-111-0-1
rivers carrying more sediment,sedimentation in canals,request-111-0-2
sedimentation in canals,canals filled with mud,request-111-0-3
melting of glaciers,increased erosion upstream,request-111-1-0
increased erosion upstream,increased sediment transport downstream,request-111-1-1
increased sediment transport downstream,sediment deposition in canals,request-111-1-2
sediment deposition in canals,canals filled with mud,request-111-1-3
melting of glaciers,sea level rise,request-111-2-0
sea level rise,flooding of low-lying areas,request-111-2-1
flooding of low-lying areas,sediment accumulation in canals,request-111-2-2
sediment accumulation in canals,canals filled with mud,request-111-2-3
melting of glaciers,glacial lake outburst floods,request-111-3-0
glacial lake outburst floods,sudden sediment surges,request-111-3-1
sudden sediment surges,sediment deposition in canals,request-111-3-2
sediment deposition in canals,canals filled with mud,request-111-3-3
melting of glaciers,changes in river dynamics,request-111-4-0
changes in river dynamics,increased river sediment load,request-111-4-1
increased river sediment load,sediment buildup in canals,request-111-4-2
sediment buildup in canals,canals filled with mud,request-111-4-3
melting of glaciers,exposure of loose soil and rock,request-111-5-0
exposure of loose soil and rock,increased erosion,request-111-5-1
increased erosion,sediment transport to canals,request-111-5-2
sediment transport to canals,canals filled with mud,request-111-5-3
melting of glaciers,increase in glacial runoff,request-111-6-0
increase in glacial runoff,enhanced river scouring,request-111-6-1
enhanced river scouring,mobilization of sediments,request-111-6-2
mobilization of sediments,canals filled with mud,request-111-6-3
melting of glaciers,altered precipitation patterns,request-111-7-0
altered precipitation patterns,increased soil erosion,request-111-7-1
increased soil erosion,sediment flow into canals,request-111-7-2
sediment flow into canals,canals filled with mud,request-111-7-3
soil erosion,increased sediment in rivers,request-112-0-0
increased sediment in rivers,sediment deposition in canals,request-112-0-1
sediment deposition in canals,canals filled with mud,request-112-0-2
soil erosion,mudslides,request-112-1-0
mudslides,mud entering canals,request-112-1-1
mud entering canals,canals filled with mud,request-112-1-2
soil erosion,loss of vegetation cover,request-112-2-0
loss of vegetation cover,increased sediment runoff,request-112-2-1
increased sediment runoff,sediment accumulation in canals,request-112-2-2
sediment accumulation in canals,canals filled with mud,request-112-2-3
soil erosion,sediment-laden floodwaters,request-112-3-0
sediment-laden floodwaters,sediment deposition in canals,request-112-3-1
sediment deposition in canals,canals filled with mud,request-112-3-2
soil erosion,increased runoff,request-112-4-0
increased runoff,sediment transport to canals,request-112-4-1
sediment transport to canals,sediment accumulation in canals,request-112-4-2
sediment accumulation in canals,canals filled with mud,request-112-4-3
soil erosion,river siltation,request-112-5-0
river siltation,reduced river flow,request-112-5-1
reduced river flow,sediment diverted to canals,request-112-5-2
sediment diverted to canals,canals filled with mud,request-112-5-3
soil erosion,degraded land surfaces,request-112-6-0
degraded land surfaces,sediment washed into canals,request-112-6-1
sediment washed into canals,canals filled with mud,request-112-6-2
earthquakes,ground shaking,request-113-0-0
ground shaking,soil liquefaction,request-113-0-1
soil liquefaction,mud flow,request-113-0-2
mud flow,canals filled with mud,request-113-0-3
earthquakes,landslides,request-113-1-0
landslides,sediment deposition in rivers,request-113-1-1
sediment deposition in rivers,sediment transport to canals,request-113-1-2
sediment transport to canals,canals filled with mud,request-113-1-3
earthquakes,dam failure,request-113-2-0
dam failure,flooding,request-113-2-1
flooding,sediment transport,request-113-2-2
sediment transport,canals filled with mud,request-113-2-3
earthquakes,riverbank erosion,request-113-3-0
riverbank erosion,increased sediment load,request-113-3-1
increased sediment load,sediment deposition in canals,request-113-3-2
sediment deposition in canals,canals filled with mud,request-113-3-3
earthquakes,tsunamis,request-113-4-0
tsunamis,coastal flooding,request-113-4-1
coastal flooding,sediment deposition inland,request-113-4-2
sediment deposition inland,canals filled with mud,request-113-4-3
earthquakes,ground fractures,request-113-5-0
ground fractures,release of subterranean mud,request-113-5-1
release of subterranean mud,mud infiltration into canals,request-113-5-2
mud infiltration into canals,canals filled with mud,request-113-5-3
earthquakes,infrastructure damage,request-113-6-0
infrastructure damage,sewage system failure,request-113-6-1
sewage system failure,overflow of waste and sediment,request-113-6-2
overflow of waste and sediment,canals filled with mud,request-113-6-3
earthquakes,uplift of riverbeds,request-113-7-0
uplift of riverbeds,altered river flow,request-113-7-1
altered river flow,sediment diversion to canals,request-113-7-2
sediment diversion to canals,canals filled with mud,request-113-7-3
earthquakes,soil liquefaction,request-113-8-0
soil liquefaction,ground subsidence,request-113-8-1
ground subsidence,slumping of soil into canals,request-113-8-2
slumping of soil into canals,canals filled with mud,request-113-8-3
earthquakes,slope instability,request-113-9-0
slope instability,mass wasting events,request-113-9-1
mass wasting events,debris flow into waterways,request-113-9-2
debris flow into waterways,canals filled with mud,request-113-9-3
deforestation,soil erosion,request-114-0-0
soil erosion,increased sedimentation in rivers,request-114-0-1
increased sedimentation in rivers,sediment accumulation in dam reservoirs,request-114-0-2
sediment accumulation in dam reservoirs,dams filled with mud,request-114-0-3
deforestation,loss of vegetation cover,request-114-1-0
loss of vegetation cover,increased surface runoff,request-114-1-1
increased surface runoff,enhanced riverbank erosion,request-114-1-2
enhanced riverbank erosion,sediment deposition in dams,request-114-1-3
sediment deposition in dams,dams filled with mud,request-114-1-4
deforestation,loss of root systems stabilizing soil,request-114-2-0
loss of root systems stabilizing soil,increased landslides,request-114-2-1
increased landslides,soil deposition into rivers,request-114-2-2
soil deposition into rivers,sediment buildup in dams,request-114-2-3
sediment buildup in dams,dams filled with mud,request-114-2-4
deforestation,reduced evapotranspiration,request-114-3-0
reduced evapotranspiration,increased soil moisture,request-114-3-1
increased soil moisture,accelerated soil erosion,request-114-3-2
accelerated soil erosion,sediment accumulation in dams,request-114-3-3
sediment accumulation in dams,dams filled with mud,request-114-3-4
deforestation,loss of leaf litter,request-114-4-0
loss of leaf litter,soil degradation,request-114-4-1
soil degradation,increased vulnerability to erosion,request-114-4-2
increased vulnerability to erosion,sediment transport to dams,request-114-4-3
sediment transport to dams,dams filled with mud,request-114-4-4
rise in global temperatures,increased glacial melting,request-115-0-0
increased glacial melting,increased river sediment,request-115-0-1
increased river sediment,sediment accumulation in dams,request-115-0-2
sediment accumulation in dams,dams filled with mud,request-115-0-3
rise in global temperatures,increased extreme weather events,request-115-1-0
increased extreme weather events,more heavy rainfall,request-115-1-1
more heavy rainfall,increased soil erosion,request-115-1-2
increased soil erosion,increased sediment in rivers,request-115-1-3
increased sediment in rivers,sediment accumulation in dams,request-115-1-4
sediment accumulation in dams,dams filled with mud,request-115-1-5
rise in global temperatures,increased forest fires,request-115-2-0
increased forest fires,loss of vegetation,request-115-2-1
loss of vegetation,increased soil erosion,request-115-2-2
increased soil erosion,increased sediment in rivers,request-115-2-3
increased sediment in rivers,sediment accumulation in dams,request-115-2-4
sediment accumulation in dams,dams filled with mud,request-115-2-5
rise in global temperatures,permafrost thawing,request-115-3-0
permafrost thawing,soil destabilization,request-115-3-1
soil destabilization,increased soil erosion,request-115-3-2
increased soil erosion,increased sediment in rivers,request-115-3-3
increased sediment in rivers,sediment accumulation in dams,request-115-3-4
sediment accumulation in dams,dams filled with mud,request-115-3-5
rise in global temperatures,changes in precipitation patterns,request-115-4-0
changes in precipitation patterns,increased rainfall in some regions,request-115-4-1
increased rainfall in some regions,increased soil erosion,request-115-4-2
increased soil erosion,increased sediment in rivers,request-115-4-3
increased sediment in rivers,sediment accumulation in dams,request-115-4-4
sediment accumulation in dams,dams filled with mud,request-115-4-5
rise in global temperatures,increased droughts,request-115-5-0
increased droughts,decreased vegetation cover,request-115-5-1
decreased vegetation cover,increased soil erosion,request-115-5-2
increased soil erosion,increased sediment in rivers,request-115-5-3
increased sediment in rivers,sediment accumulation in dams,request-115-5-4
sediment accumulation in dams,dams filled with mud,request-115-5-5
rise in global temperatures,increased pest infestations,request-115-6-0
increased pest infestations,tree die-offs,request-115-6-1
tree die-offs,loss of vegetation cover,request-115-6-2
loss of vegetation cover,increased soil erosion,request-115-6-3
increased soil erosion,increased sediment in rivers,request-115-6-4
increased sediment in rivers,sediment accumulation in dams,request-115-6-5
sediment accumulation in dams,dams filled with mud,request-115-6-6
melting of glaciers,increased river flow,request-116-0-0
increased river flow,accelerated river erosion,request-116-0-1
accelerated river erosion,increased sediment load,request-116-0-2
increased sediment load,sediment deposition in dams,request-116-0-3
sediment deposition in dams,dams filled with mud,request-116-0-4
melting of glaciers,higher water runoff,request-116-1-0
higher water runoff,soil erosion in upstream areas,request-116-1-1
soil erosion in upstream areas,greater sediment transport,request-116-1-2
greater sediment transport,sediment accumulation in reservoirs,request-116-1-3
sediment accumulation in reservoirs,dams filled with mud,request-116-1-4
melting of glaciers,loss of ice cover,request-116-2-0
loss of ice cover,exposure of bare ground,request-116-2-1
exposure of bare ground,erosion of exposed land,request-116-2-2
erosion of exposed land,sediment entering rivers,request-116-2-3
sediment entering rivers,sediment settling in dams,request-116-2-4
sediment settling in dams,dams filled with mud,request-116-2-5
melting of glaciers,altered river dynamics,request-116-3-0
altered river dynamics,increased flooding events,request-116-3-1
increased flooding events,erosion of riverbanks,request-116-3-2
erosion of riverbanks,elevated sediment levels,request-116-3-3
elevated sediment levels,sediment build-up in dams,request-116-3-4
