cause,effect,custom_id
rising temperatures,decreased crop yields,request-91-0-1
decreased crop yields,food scarcity,request-91-0-2
food scarcity,cascades through nutrition,request-91-0-3
climate change,altered precipitation patterns,request-91-1-0
altered precipitation patterns,droughts and floods,request-91-1-1
droughts and floods,disrupted agriculture,request-91-1-2
disrupted agriculture,reduced food production,request-91-1-3
reduced food production,cascades through nutrition,request-91-1-4
climate change,sea level rise,request-91-2-0
sea level rise,loss of arable land,request-91-2-1
loss of arable land,decreased agricultural output,request-91-2-2
decreased agricultural output,food insecurity,request-91-2-3
food insecurity,cascades through nutrition,request-91-2-4
climate change,increased frequency of extreme weather events,request-91-3-0
increased frequency of extreme weather events,destruction of crops,request-91-3-1
destruction of crops,reduced food supply,request-91-3-2
reduced food supply,malnutrition,request-91-3-3
malnutrition,cascades through nutrition,request-91-3-4
climate change,ocean warming,request-91-4-0
ocean warming,declining fisheries,request-91-4-1
declining fisheries,reduced protein sources,request-91-4-2
reduced protein sources,nutritional deficiencies,request-91-4-3
nutritional deficiencies,cascades through nutrition,request-91-4-4
climate change,increased pest and disease prevalence,request-91-5-0
increased pest and disease prevalence,crop devastation,request-91-5-1
crop devastation,lower food availability,request-91-5-2
lower food availability,nutritional impacts,request-91-5-3
nutritional impacts,cascades through nutrition,request-91-5-4
climate change,disrupted food supply chains,request-91-6-0
disrupted food supply chains,higher food prices,request-91-6-1
higher food prices,decreased food access,request-91-6-2
decreased food access,malnutrition,request-91-6-3
malnutrition,cascades through nutrition,request-91-6-4
climate change,rising temperatures,request-92-0-0
rising temperatures,heatwaves,request-92-0-1
heatwaves,heat-related illnesses,request-92-0-2
heat-related illnesses,health impacts,request-92-0-3
climate change,extreme weather events,request-92-1-0
extreme weather events,natural disasters,request-92-1-1
natural disasters,displacement of populations,request-92-1-2
displacement of populations,spread of infectious diseases,request-92-1-3
spread of infectious diseases,health impacts,request-92-1-4
climate change,rising sea levels,request-92-2-0
rising sea levels,coastal flooding,request-92-2-1
coastal flooding,contamination of water supplies,request-92-2-2
contamination of water supplies,waterborne diseases,request-92-2-3
waterborne diseases,health impacts,request-92-2-4
climate change,altered ecosystems,request-92-3-0
altered ecosystems,increase in vector-borne diseases,request-92-3-1
increase in vector-borne diseases,malaria spread,request-92-3-2
malaria spread,health impacts,request-92-3-3
climate change,ocean acidification,request-92-4-0
ocean acidification,marine life decline,request-92-4-1
marine life decline,fisheries collapse,request-92-4-2
fisheries collapse,food scarcity,request-92-4-3
food scarcity,malnutrition,request-92-4-4
malnutrition,health impacts,request-92-4-5
climate change,deforestation,request-92-5-0
deforestation,loss of biodiversity,request-92-5-1
loss of biodiversity,reduced medicinal resources,request-92-5-2
reduced medicinal resources,limited healthcare solutions,request-92-5-3
limited healthcare solutions,health impacts,request-92-5-4
climate change,air pollution exacerbation,request-92-6-0
air pollution exacerbation,respiratory problems,request-92-6-1
respiratory problems,increased healthcare demand,request-92-6-2
increased healthcare demand,health impacts,request-92-6-3
climate change,extreme weather events,request-93-0-0
extreme weather events,infrastructure damage,request-93-0-1
infrastructure damage,economic downturn,request-93-0-2
economic downturn,cascades through employment,request-93-0-3
climate change,shifts in agricultural patterns,request-93-1-0
shifts in agricultural patterns,crop failures,request-93-1-1
crop failures,farmer job losses,request-93-1-2
farmer job losses,cascades through employment,request-93-1-3
climate change,increased health issues,request-93-2-0
increased health issues,healthcare strain,request-93-2-1
healthcare strain,employment instability in health sector,request-93-2-2
employment instability in health sector,cascades through employment,request-93-2-3
climate change,policy changes,request-93-3-0
policy changes,regulatory compliance costs,request-93-3-1
regulatory compliance costs,business layoffs,request-93-3-2
business layoffs,cascades through employment,request-93-3-3
climate change,resource scarcity,request-93-4-0
resource scarcity,rising prices,request-93-4-1
rising prices,consumer spending reduction,request-93-4-2
consumer spending reduction,employment cuts in retail,request-93-4-3
employment cuts in retail,cascades through employment,request-93-4-4
climate change,extreme weather events,request-94-0-0
extreme weather events,infrastructure damage,request-94-0-1
infrastructure damage,economic disruption,request-94-0-2
economic disruption,cascades through economy,request-94-0-3
climate change,rising sea levels,request-94-1-0
rising sea levels,coastal flooding,request-94-1-1
coastal flooding,property loss,request-94-1-2
property loss,insurance burden,request-94-1-3
insurance burden,cascades through economy,request-94-1-4
climate change,droughts,request-94-2-0
droughts,agriculture decline,request-94-2-1
agriculture decline,food supply reduction,request-94-2-2
food supply reduction,price increases,request-94-2-3
price increases,cascades through economy,request-94-2-4
climate change,melting glaciers,request-94-3-0
melting glaciers,reduced water supply,request-94-3-1
reduced water supply,industrial slowdown,request-94-3-2
industrial slowdown,cascades through economy,request-94-3-3
climate change,ocean acidification,request-94-4-0
ocean acidification,fisheries decline,request-94-4-1
fisheries decline,employment loss,request-94-4-2
employment loss,cascades through economy,request-94-4-3
climate change,heatwaves,request-94-5-0
heatwaves,labor productivity loss,request-94-5-1
labor productivity loss,increased operational costs,request-94-5-2
increased operational costs,cascades through economy,request-94-5-3
climate change,wildfires,request-94-6-0
wildfires,air quality degradation,request-94-6-1
air quality degradation,public health expenditures,request-94-6-2
public health expenditures,cascades through economy,request-94-6-3
climate change,habitat destruction,request-94-7-0
habitat destruction,biodiversity loss,request-94-7-1
biodiversity loss,ecotourism decline,request-94-7-2
ecotourism decline,cascades through economy,request-94-7-3
climate change,permafrost thawing,request-94-8-0
permafrost thawing,release of greenhouse gases,request-94-8-1
release of greenhouse gases,accelerated global warming,request-94-8-2
accelerated global warming,cascades through economy,request-94-8-3
climate change,increased energy demand,request-94-9-0
increased energy demand,strain on energy infrastructure,request-94-9-1
strain on energy infrastructure,higher energy costs,request-94-9-2
higher energy costs,cascades through economy,request-94-9-3
mismanagement of god's work,deforestation,request-95-0-0
deforestation,loss of carbon sinks,request-95-0-1
loss of carbon sinks,increased atmospheric co₂,request-95-0-2
increased atmospheric co₂,global warming,request-95-0-3
global warming,climate change,request-95-0-4
mismanagement of god's work,overexploitation of fossil fuels,request-95-1-0
overexploitation of fossil fuels,increased greenhouse gas emissions,request-95-1-1
increased greenhouse gas emissions,enhanced greenhouse effect,request-95-1-2
enhanced greenhouse effect,climate change,request-95-1-3
mismanagement of god's work,industrial pollution,request-95-2-0
industrial pollution,air quality degradation,request-95-2-1
air quality degradation,atmospheric alterations,request-95-2-2
atmospheric alterations,climate change,request-95-2-3
mismanagement of god's work,urbanization,request-95-3-0
urbanization,heat island effect,request-95-3-1
heat island effect,local temperature rise,request-95-3-2
local temperature rise,climate change,request-95-3-3
mismanagement of god's work,waste mismanagement,request-95-4-0
waste mismanagement,methane emissions from landfills,request-95-4-1
methane emissions from landfills,enhanced greenhouse effect,request-95-4-2
enhanced greenhouse effect,climate change,request-95-4-3
human activity,fossil fuel combustion,request-96-0-0
fossil fuel combustion,carbon dioxide emissions,request-96-0-1
carbon dioxide emissions,increased greenhouse gas concentrations,request-96-0-2
human activity,deforestation,request-96-1-0
deforestation,reduced carbon sequestration,request-96-1-1
reduced carbon sequestration,increased greenhouse gas concentrations,request-96-1-2
human activity,industrial processes,request-96-2-0
industrial processes,emission of greenhouse gases,request-96-2-1
emission of greenhouse gases,increased greenhouse gas concentrations,request-96-2-2
human activity,agricultural practices,request-96-3-0
agricultural practices,methane emissions,request-96-3-1
methane emissions,increased greenhouse gas concentrations,request-96-3-2
human activity,land use changes,request-96-4-0
land use changes,release of carbon stored in soil,request-96-4-1
release of carbon stored in soil,increased greenhouse gas concentrations,request-96-4-2
human activity,waste management practices,request-96-5-0
waste management practices,emissions from waste decomposition,request-96-5-1
emissions from waste decomposition,increased greenhouse gas concentrations,request-96-5-2
foreign demand for timber products,increased logging activities,request-97-0-0
increased logging activities,deforestation,request-97-0-1
foreign investment in agriculture,expansion of farming lands,request-97-1-0
expansion of farming lands,deforestation,request-97-1-1
foreign market demand for soybeans,conversion of forests to soybean plantations,request-97-2-0
conversion of forests to soybean plantations,deforestation,request-97-2-1
foreign infrastructure projects,habitat destruction through construction,request-97-3-0
habitat destruction through construction,deforestation,request-97-3-1
foreign investment in mining operations,clearing of forested areas for mining,request-97-4-0
clearing of forested areas for mining,deforestation,request-97-4-1
foreign corporations establishing plantations,large-scale land clearing,request-97-5-0
large-scale land clearing,deforestation,request-97-5-1
foreign demand for palm oil,expansion of palm oil plantations,request-97-6-0
expansion of palm oil plantations,deforestation,request-97-6-1
foreign direct investment in cattle ranching,clearing land for livestock,request-97-7-0
clearing land for livestock,deforestation,request-97-7-1
foreign market demand for paper products,increased pulp and paper production,request-97-8-0
increased pulp and paper production,deforestation,request-97-8-1
foreign tourism development projects,construction of resorts and infrastructure,request-97-9-0
construction of resorts and infrastructure,deforestation,request-97-9-1
heavy rainfall,increased river discharge,request-98-0-0
increased river discharge,river overflow,request-98-0-1
river overflow,flooding,request-98-0-2
snowmelt,elevated groundwater levels,request-98-1-0
elevated groundwater levels,soil saturation,request-98-1-1
soil saturation,flooding,request-98-1-2
dam failure,sudden release of water,request-98-2-0
sudden release of water,downstream inundation,request-98-2-1
downstream inundation,flooding,request-98-2-2
poor drainage infrastructure,water accumulation in urban areas,request-98-3-0
water accumulation in urban areas,flooding,request-98-3-1
urbanization,increased impermeable surfaces,request-98-4-0
increased impermeable surfaces,enhanced surface runoff,request-98-4-1
enhanced surface runoff,flooding,request-98-4-2
deforestation,reduced water absorption by soil,request-98-5-0
reduced water absorption by soil,increased surface runoff,request-98-5-1
increased surface runoff,flooding,request-98-5-2
blocked waterways,backed-up water flow,request-98-6-0
backed-up water flow,flooding,request-98-6-1
sea-level rise,coastal water intrusion,request-98-7-0
coastal water intrusion,coastal flooding,request-98-7-1
coastal flooding,flooding,request-98-7-2
deforestation,soil erosion,request-99-0-0
soil erosion,decreased soil stability,request-99-0-1
decreased soil stability,land sliding,request-99-0-2
deforestation,loss of root systems,request-99-1-0
loss of root systems,increased runoff,request-99-1-1
increased runoff,soil saturation,request-99-1-2
soil saturation,land sliding,request-99-1-3
deforestation,reduced vegetation cover,request-99-2-0
reduced vegetation cover,increased rainfall impact,request-99-2-1
increased rainfall impact,land sliding,request-99-2-2
deforestation,altered water cycle,request-99-3-0
altered water cycle,increased soil erosion,request-99-3-1
increased soil erosion,land sliding,request-99-3-2
deforestation,compromised slope stability,request-99-4-0
compromised slope stability,land sliding,request-99-4-1
deforestation,increased surface runoff,request-99-5-0
increased surface runoff,soil undermining,request-99-5-1
soil undermining,land sliding,request-99-5-2
rise in global temperatures,increased precipitation,request-100-0-0
increased precipitation,soil saturation,request-100-0-1
soil saturation,slope instability,request-100-0-2
slope instability,land sliding,request-100-0-3
rise in global temperatures,glacial melt,request-100-1-0
glacial melt,increased sediment load,request-100-1-1
increased sediment load,slope erosion,request-100-1-2
slope erosion,land sliding,request-100-1-3
rise in global temperatures,vegetation loss,request-100-2-0
vegetation loss,reduced root strength,request-100-2-1
reduced root strength,slope instability,request-100-2-2
slope instability,land sliding,request-100-2-3
rise in global temperatures,increased frequency of extreme weather,request-100-3-0
increased frequency of extreme weather,heavy rainfall,request-100-3-1
heavy rainfall,soil erosion,request-100-3-2
soil erosion,land sliding,request-100-3-3
rise in global temperatures,permafrost thaw,request-100-4-0
permafrost thaw,ground destabilization,request-100-4-1
ground destabilization,slope instability,request-100-4-2
slope instability,land sliding,request-100-4-3
melting of glaciers,increased precipitation,request-101-0-0
increased precipitation,soil saturation,request-101-0-1
soil saturation,land sliding,request-101-0-2
melting of glaciers,permafrost thawing,request-101-1-0
permafrost thawing,ground destabilization,request-101-1-1
ground destabilization,land sliding,request-101-1-2
melting of glaciers,temperature rise,request-101-2-0
temperature rise,vegetation loss,request-101-2-1
vegetation loss,erosion,request-101-2-2
erosion,land sliding,request-101-2-3
melting of glaciers,increased runoff,request-101-3-0
increased runoff,river erosion,request-101-3-1
river erosion,slope weakening,request-101-3-2
slope weakening,land sliding,request-101-3-3
soil erosion,loss of topsoil,request-102-0-0
loss of topsoil,reduced soil stability,request-102-0-1
reduced soil stability,land sliding,request-102-0-2
soil erosion,decreased vegetation cover,request-102-1-0
decreased vegetation cover,increased slope instability,request-102-1-1
increased slope instability,land sliding,request-102-1-2
soil erosion,increased surface runoff,request-102-2-0
increased surface runoff,slope undermining,request-102-2-1
slope undermining,land sliding,request-102-2-2
soil erosion,weakened root structures,request-102-3-0
weakened root structures,slope destabilization,request-102-3-1
slope destabilization,land sliding,request-102-3-2
earthquakes,ground shaking,request-103-0-0
ground shaking,slope destabilization,request-103-0-1
slope destabilization,land sliding,request-103-0-2
earthquakes,ground liquefaction,request-103-1-0
ground liquefaction,slope instability,request-103-1-1
slope instability,land sliding,request-103-1-2
earthquakes,aftershocks,request-103-2-0
aftershocks,vegetation damage,request-103-2-1
vegetation damage,slope erosion,request-103-2-2
slope erosion,land sliding,request-103-2-3
earthquakes,structural failures,request-103-3-0
structural failures,drainage disruption,request-103-3-1
drainage disruption,slope saturation,request-103-3-2
slope saturation,land sliding,request-103-3-3
deforestation,increased soil erosion,request-104-0-0
increased soil erosion,sediment runoff,request-104-0-1
sediment runoff,rivers filled with mud,request-104-0-2
deforestation,loss of tree roots,request-104-1-0
loss of tree roots,reduced soil stability,request-104-1-1
reduced soil stability,increased sediment in rivers,request-104-1-2
increased sediment in rivers,rivers filled with mud,request-104-1-3
deforestation,increased surface runoff,request-104-2-0
increased surface runoff,higher sediment transport,request-104-2-1
higher sediment transport,rivers filled with mud,request-104-2-2
deforestation,altered water cycle,request-104-3-0
altered water cycle,increased erosion,request-104-3-1
increased erosion,rivers filled with mud,request-104-3-2
rise in global temperatures,increased evaporation rates,request-105-0-0
increased evaporation rates,drier soil conditions,request-105-0-1
drier soil conditions,enhanced soil erosion,request-105-0-2
enhanced soil erosion,rivers filled with mud,request-105-0-3
rise in global temperatures,melting glaciers,request-105-1-0
melting glaciers,higher sediment loads in rivers,request-105-1-1
higher sediment loads in rivers,rivers filled with mud,request-105-1-2
rise in global temperatures,altered precipitation patterns,request-105-2-0
altered precipitation patterns,more intense rainfall events,request-105-2-1
more intense rainfall events,increased surface runoff,request-105-2-2
increased surface runoff,rivers filled with mud,request-105-2-3
rise in global temperatures,increased frequency of extreme weather,request-105-3-0
increased frequency of extreme weather,severe storms causing land disruption,request-105-3-1
severe storms causing land disruption,rivers filled with mud,request-105-3-2
melting of glaciers,increased water runoff,request-106-0-0
increased water runoff,soil erosion,request-106-0-1
soil erosion,rivers filled with mud,request-106-0-2
melting of glaciers,increased river flow,request-106-1-0
increased river flow,sediment transportation,request-106-1-1
sediment transportation,rivers filled with mud,request-106-1-2
melting of glaciers,glacial meltwater volume increase,request-106-2-0
glacial meltwater volume increase,landslides triggered,request-106-2-1
landslides triggered,rivers filled with mud,request-106-2-2
melting of glaciers,rise in water levels,request-106-3-0
rise in water levels,coastal erosion,request-106-3-1
coastal erosion,rivers filled with mud,request-106-3-2
soil erosion,increased sediment in runoff,request-107-0-0
increased sediment in runoff,sediment transported to rivers,request-107-0-1
sediment transported to rivers,rivers filled with mud,request-107-0-2
soil erosion,loss of vegetation cover,request-107-1-0
loss of vegetation cover,enhanced surface runoff,request-107-1-1
enhanced surface runoff,more mud carried into rivers,request-107-1-2
more mud carried into rivers,rivers filled with mud,request-107-1-3
soil erosion,exposure of underlying soil layers,request-107-2-0
exposure of underlying soil layers,soil easily washed into waterways,request-107-2-1
soil easily washed into waterways,accumulation of mud in rivers,request-107-2-2
accumulation of mud in rivers,rivers filled with mud,request-107-2-3
soil erosion,increased particulate matter in soil,request-107-3-0
increased particulate matter in soil,particulate matter carried by rainstorms,request-107-3-1
particulate matter carried by rainstorms,deposition of mud in rivers,request-107-3-2
deposition of mud in rivers,rivers filled with mud,request-107-3-3
soil erosion,degradation of land structure,request-107-4-0
degradation of land structure,higher rates of surface runoff,request-107-4-1
higher rates of surface runoff,greater mud transport to rivers,request-107-4-2
greater mud transport to rivers,rivers filled with mud,request-107-4-3
earthquakes,landslides,request-108-0-0
landslides,sediment runoff,request-108-0-1
sediment runoff,rivers filled with mud,request-108-0-2
earthquakes,ground fractures,request-108-1-0
ground fractures,changes in river flow,request-108-1-1
changes in river flow,increased sedimentation,request-108-1-2
increased sedimentation,rivers filled with mud,request-108-1-3
earthquakes,soil liquefaction,request-108-2-0
soil liquefaction,erosion,request-108-2-1
erosion,rivers filled with mud,request-108-2-2
earthquakes,disruption of watershed,request-108-3-0
disruption of watershed,increased mudflow,request-108-3-1
increased mudflow,rivers filled with mud,request-108-3-2
deforestation,soil erosion,request-109-0-0
soil erosion,sedimentation of waterways,request-109-0-1
sedimentation of waterways,canals filled with mud,request-109-0-2
deforestation,loss of vegetation cover,request-109-1-0
loss of vegetation cover,increased surface runoff,request-109-1-1
increased surface runoff,accumulation of sediment in canals,request-109-1-2
accumulation of sediment in canals,canals filled with mud,request-109-1-3
deforestation,reduced root structure stabilization,request-109-2-0
reduced root structure stabilization,landslides and mass movement,request-109-2-1
landslides and mass movement,deposition of mud in canals,request-109-2-2
deposition of mud in canals,canals filled with mud,request-109-2-3
deforestation,altered hydrological cycles,request-109-3-0
altered hydrological cycles,increased sediment transport,request-109-3-1
increased sediment transport,sediment deposition in canals,request-109-3-2
sediment deposition in canals,canals filled with mud,request-109-3-3
deforestation,increased vulnerability to weathering,request-109-4-0
increased vulnerability to weathering,enhanced mud flow into canals,request-109-4-1
enhanced mud flow into canals,canals filled with mud,request-109-4-2
rise in global temperatures,increased evaporation rates,request-110-0-0
increased evaporation rates,more intense rainfall events,request-110-0-1
more intense rainfall events,heightened soil erosion,request-110-0-2
heightened soil erosion,greater sediment runoff,request-110-0-3
greater sediment runoff,canals filled with mud,request-110-0-4
rise in global temperatures,melting of glaciers,request-110-1-0
melting of glaciers,sea-level rise,request-110-1-1
sea-level rise,coastal erosion,request-110-1-2
coastal erosion,increased sediment deposition,request-110-1-3
increased sediment deposition,canals filled with mud,request-110-1-4
rise in global temperatures,altered precipitation patterns,request-110-2-0
altered precipitation patterns,prolonged droughts,request-110-2-1
prolonged droughts,vegetation loss,request-110-2-2
vegetation loss,increased land degradation,request-110-2-3
increased land degradation,higher sediment transport into waterways,request-110-2-4
higher sediment transport into waterways,canals filled with mud,request-110-2-5
rise in global temperatures,intensified cyclonic activity,request-110-3-0
intensified cyclonic activity,stronger storms,request-110-3-1
stronger storms,enhanced river overflow,request-110-3-2
enhanced river overflow,accelerated sediment accumulation,request-110-3-3
accelerated sediment accumulation,canals filled with mud,request-110-3-4
melting of glaciers,increased water runoff,request-111-0-0
increased water runoff,enhanced river flow,request-111-0-1
enhanced river flow,accelerated land erosion,request-111-0-2
accelerated land erosion,higher sediment transport,request-111-0-3
higher sediment transport,canals filled with mud,request-111-0-4
melting of glaciers,rising temperatures,request-111-1-0
rising temperatures,soil degradation,request-111-1-1
soil degradation,increased landslides,request-111-1-2
increased landslides,greater sediment deposition,request-111-1-3
greater sediment deposition,canals filled with mud,request-111-1-4
melting of glaciers,altered precipitation patterns,request-111-2-0
altered precipitation patterns,intensified flooding,request-111-2-1
intensified flooding,riverbank erosion,request-111-2-2
riverbank erosion,elevated sediment load,request-111-2-3
elevated sediment load,canals filled with mud,request-111-2-4
melting of glaciers,reduced glacier mass,request-111-3-0
reduced glacier mass,lowered water retention,request-111-3-1
lowered water retention,fluctuating river levels,request-111-3-2
fluctuating river levels,unstable riverbanks,request-111-3-3
unstable riverbanks,canals filled with mud,request-111-3-4
melting of glaciers,increased glacial meltwater,request-111-4-0
increased glacial meltwater,expanded river volume,request-111-4-1
expanded river volume,heightened hydraulic action,request-111-4-2
heightened hydraulic action,dispersed sediments,request-111-4-3
dispersed sediments,canals filled with mud,request-111-4-4
soil erosion,loss of vegetation,request-112-0-0
loss of vegetation,increased runoff,request-112-0-1
increased runoff,sediment carried into canals,request-112-0-2
sediment carried into canals,canals filled with mud,request-112-0-3
soil erosion,increased sediment in water bodies,request-112-1-0
increased sediment in water bodies,sediment deposition in canals,request-112-1-1
sediment deposition in canals,canals filled with mud,request-112-1-2
soil erosion,degradation of land,request-112-2-0
degradation of land,increased sediment load in water,request-112-2-1
increased sediment load in water,canals filled with mud,request-112-2-2
soil erosion,exposed soil surfaces,request-112-3-0
exposed soil surfaces,greater susceptibility to runoff,request-112-3-1
greater susceptibility to runoff,more sediment entering canals,request-112-3-2
more sediment entering canals,canals filled with mud,request-112-3-3
soil erosion,reduced soil stability,request-112-4-0
reduced soil stability,landslides,request-112-4-1
landslides,increased sediment in water,request-112-4-2
increased sediment in water,canals filled with mud,request-112-4-3
soil erosion,loss of soil structure,request-112-5-0
loss of soil structure,erosion of canal banks,request-112-5-1
erosion of canal banks,sediments introduced into canals,request-112-5-2
sediments introduced into canals,canals filled with mud,request-112-5-3
earthquakes,landslides,request-113-0-0
landslides,sediment deposition,request-113-0-1
sediment deposition,canals filled with mud,request-113-0-2
earthquakes,ground liquefaction,request-113-1-0
ground liquefaction,debris flows,request-113-1-1
debris flows,canals filled with mud,request-113-1-2
earthquakes,tsunamis,request-113-2-0
tsunamis,coastal erosion,request-113-2-1
coastal erosion,canals filled with mud,request-113-2-2
earthquakes,fault displacement,request-113-3-0
fault displacement,altered water flow,request-113-3-1
altered water flow,canals filled with mud,request-113-3-2
earthquakes,soil liquefaction,request-113-4-0
soil liquefaction,debris settlement,request-113-4-1
debris settlement,canals filled with mud,request-113-4-2
deforestation,increased soil erosion,request-114-0-0
increased soil erosion,higher sediment runoff into rivers,request-114-0-1
higher sediment runoff into rivers,accumulation of sediment in dams,request-114-0-2
accumulation of sediment in dams,dams filled with mud,request-114-0-3
deforestation,loss of vegetation cover,request-114-1-0
loss of vegetation cover,reduced water absorption by soil,request-114-1-1
reduced water absorption by soil,increased surface runoff,request-114-1-2
increased surface runoff,elevated sediment load in rivers,request-114-1-3
elevated sediment load in rivers,dams filled with mud,request-114-1-4
deforestation,disruption of ecological balance,request-114-2-0
disruption of ecological balance,increased landslides,request-114-2-1
increased landslides,transport of mud to reservoirs,request-114-2-2
transport of mud to reservoirs,dams filled with mud,request-114-2-3
deforestation,altered rainfall patterns,request-114-3-0
altered rainfall patterns,intensified flooding events,request-114-3-1
intensified flooding events,greater sediment deposition in dams,request-114-3-2
greater sediment deposition in dams,dams filled with mud,request-114-3-3
rise in global temperatures,increased heavy rainfall,request-115-0-0
increased heavy rainfall,enhanced soil erosion,request-115-0-1
enhanced soil erosion,greater sediment runoff,request-115-0-2
greater sediment runoff,sedimentation in dams,request-115-0-3
sedimentation in dams,dams filled with mud,request-115-0-4
rise in global temperatures,more intense storms,request-115-1-0
more intense storms,increased landslides,request-115-1-1
increased landslides,higher sediment load in rivers,request-115-1-2
higher sediment load in rivers,accumulation of mud in dams,request-115-1-3
accumulation of mud in dams,dams filled with mud,request-115-1-4
rise in global temperatures,accelerated glacial melting,request-115-2-0
accelerated glacial melting,higher sediment transport in rivers,request-115-2-1
higher sediment transport in rivers,elevated siltation in reservoirs,request-115-2-2
elevated siltation in reservoirs,dams filled with mud,request-115-2-3
rise in global temperatures,increased evaporation rates,request-115-3-0
increased evaporation rates,altered river flow patterns,request-115-3-1
altered river flow patterns,enhanced sediment deposition,request-115-3-2
enhanced sediment deposition,dams filled with mud,request-115-3-3
rise in global temperatures,reduced vegetation cover,request-115-4-0
reduced vegetation cover,enhanced soil degradation,request-115-4-1
enhanced soil degradation,increased sediment runoff,request-115-4-2
increased sediment runoff,sedimentation in dams,request-115-4-3
sedimentation in dams,dams filled with mud,request-115-4-4
melting of glaciers,increased meltwater flow,request-116-0-0
increased meltwater flow,enhanced river discharge,request-116-0-1
enhanced river discharge,greater sediment transport,request-116-0-2
greater sediment transport,dams filled with mud,request-116-0-3
melting of glaciers,reduction in glacier mass,request-116-1-0
reduction in glacier mass,destabilization of surrounding land,request-116-1-1
destabilization of surrounding land,increased landslides,request-116-1-2
increased landslides,more mud entering dams,request-116-1-3
melting of glaciers,release of trapped sediments,request-116-2-0
release of trapped sediments,elevated sediment load in rivers,request-116-2-1
elevated sediment load in rivers,deposition in reservoirs,request-116-2-2
deposition in reservoirs,dams filled with mud,request-116-2-3
melting of glaciers,rise in downstream water flow,request-116-3-0
rise in downstream water flow,higher erosion rates,request-116-3-1
higher erosion rates,increased sediment accumulation,request-116-3-2
increased sediment accumulation,dams filled with mud,request-116-3-3
soil erosion,sediment runoff,request-117-0-0
sediment runoff,increased sediment load in rivers,request-117-0-1
increased sediment load in rivers,sediment deposition in dams,request-117-0-2
sediment deposition in dams,dams filled with mud,request-117-0-3
soil erosion,loss of topsoil,request-117-1-0
loss of topsoil,agricultural degradation,request-117-1-1
agricultural degradation,increased surface runoff,request-117-1-2
increased surface runoff,sediment accumulation in dams,request-117-1-3
sediment accumulation in dams,dams filled with mud,request-117-1-4
soil erosion,increased turbidity in water,request-117-2-0
increased turbidity in water,river ecosystem disruption,request-117-2-1
river ecosystem disruption,sediment buildup in dams,request-117-2-2
sediment buildup in dams,dams filled with mud,request-117-2-3
soil erosion,landslides,request-117-3-0
landslides,sediment deposition into rivers,request-117-3-1
sediment deposition into rivers,dams accumulating mud,request-117-3-2
dams accumulating mud,dams filled with mud,request-117-3-3
soil erosion,decreased vegetation cover,request-117-4-0
decreased vegetation cover,increased water flow speed,request-117-4-1
increased water flow speed,more sediment carried into dams,request-117-4-2
more sediment carried into dams,dams filled with mud,request-117-4-3
earthquakes,landslides,request-118-0-0
landslides,sediment flows into reservoir,request-118-0-1
sediment flows into reservoir,dams filled with mud,request-118-0-2
earthquakes,soil liquefaction,request-118-1-0
soil liquefaction,increased sedimentation in water,request-118-1-1
increased sedimentation in water,dams filled with mud,request-118-1-2
earthquakes,riverbed shifts,request-118-2-0
riverbed shifts,debris accumulation in reservoir,request-118-2-1
debris accumulation in reservoir,dams filled with mud,request-118-2-2
earthquakes,topographical changes,request-118-3-0
topographical changes,enhanced runoff and erosion,request-118-3-1
enhanced runoff and erosion,dams filled with mud,request-118-3-2
unplanned urbanization and infrastructure development,increased impermeable surfaces,request-119-0-0
increased impermeable surfaces,reduced natural infiltration,request-119-0-1
reduced natural infiltration,increased surface runoff,request-119-0-2
increased surface runoff,fast water flow,request-119-0-3
unplanned urbanization and infrastructure development,deforestation and vegetation loss,request-119-1-0
deforestation and vegetation loss,reduced soil stability,request-119-1-1
reduced soil stability,increased erosion,request-119-1-2
increased erosion,fast water flow,request-119-1-3
unplanned urbanization and infrastructure development,inadequate drainage systems,request-119-2-0
inadequate drainage systems,blocked or overwhelmed sewers,request-119-2-1
blocked or overwhelmed sewers,flash flooding,request-119-2-2
flash flooding,fast water flow,request-119-2-3
unplanned urbanization and infrastructure development,encroachment on natural waterways,request-119-3-0
encroachment on natural waterways,narrowed channels,request-119-3-1
narrowed channels,increased water velocity,request-119-3-2
increased water velocity,fast water flow,request-119-3-3
unplanned urbanization and infrastructure development,soil compaction from construction,request-119-4-0
soil compaction from construction,decreased soil permeability,request-119-4-1
decreased soil permeability,enhanced surface runoff speed,request-119-4-2
enhanced surface runoff speed,fast water flow,request-119-4-3
sports utility vehicle,increased fuel consumption,request-120-0-0
increased fuel consumption,higher greenhouse gas emissions,request-120-0-1
higher greenhouse gas emissions,global warming,request-120-0-2
global warming,climate change,request-120-0-3
sports utility vehicle,elevated production levels,request-120-1-0
elevated production levels,greater energy usage in manufacturing,request-120-1-1
greater energy usage in manufacturing,increased carbon emissions,request-120-1-2
increased carbon emissions,climate change,request-120-1-3
sports utility vehicle,enhanced oil dependency,request-120-2-0
enhanced oil dependency,expanded fossil fuel extraction,request-120-2-1
expanded fossil fuel extraction,rise in atmospheric pollutants,request-120-2-2
rise in atmospheric pollutants,climate change,request-120-2-3
sports utility vehicle,promotion of large vehicle infrastructure,request-120-3-0
promotion of large vehicle infrastructure,urban sprawl,request-120-3-1
urban sprawl,increased transportation emissions,request-120-3-2
increased transportation emissions,climate change,request-120-3-3
