cause,effect,custom_id
mismanagement of god's work,unregulated industrial activities,request-95-4-0
unregulated industrial activities,release of pollutants and toxins,request-95-4-1
release of pollutants and toxins,atmospheric pollution,request-95-4-2
atmospheric pollution,ozone layer depletion,request-95-4-3
ozone layer depletion,climate change,request-95-4-4
mismanagement of god's work,lack of environmental stewardship,request-95-5-0
lack of environmental stewardship,neglect of conservation efforts,request-95-5-1
neglect of conservation efforts,habitat destruction,request-95-5-2
habitat destruction,loss of carbon sinks,request-95-5-3
loss of carbon sinks,climate change,request-95-5-4
human activity,fossil fuel extraction,request-96-0-0
fossil fuel extraction,fossil fuel combustion,request-96-0-1
fossil fuel combustion,carbon dioxide emissions,request-96-0-2
carbon dioxide emissions,greenhouse gas concentrations,request-96-0-3
human activity,deforestation,request-96-1-0
deforestation,land use change,request-96-1-1
land use change,carbon sequestration reduction,request-96-1-2
carbon sequestration reduction,carbon dioxide emissions,request-96-1-3
carbon dioxide emissions,greenhouse gas concentrations,request-96-1-4
human activity,agriculture,request-96-2-0
agriculture,livestock production,request-96-2-1
livestock production,methane emissions,request-96-2-2
methane emissions,greenhouse gas concentrations,request-96-2-3
human activity,industrial processes,request-96-3-0
industrial processes,nitrous oxide emissions,request-96-3-1
nitrous oxide emissions,greenhouse gas concentrations,request-96-3-2
human activity,waste management,request-96-4-0
waste management,methane emissions,request-96-4-1
methane emissions,greenhouse gas concentrations,request-96-4-2
human activity,transportation,request-96-5-0
transportation,fossil fuel combustion,request-96-5-1
fossil fuel combustion,carbon dioxide emissions,request-96-5-2
carbon dioxide emissions,greenhouse gas concentrations,request-96-5-3
human activity,population growth,request-96-6-0
population growth,increased energy demand,request-96-6-1
increased energy demand,fossil fuel combustion,request-96-6-2
fossil fuel combustion,carbon dioxide emissions,request-96-6-3
carbon dioxide emissions,greenhouse gas concentrations,request-96-6-4
foreign countries,investors from foreign countries,request-97-0-0
investors from foreign countries,investment in agriculture and livestock,request-97-0-1
investment in agriculture and livestock,expansion of agricultural land and ranches,request-97-0-2
expansion of agricultural land and ranches,deforestation,request-97-0-3
foreign countries,demand for timber and wood products,request-97-1-0
demand for timber and wood products,logging companies,request-97-1-1
logging companies,clearcutting of forests,request-97-1-2
clearcutting of forests,deforestation,request-97-1-3
foreign countries,economic development and growth,request-97-2-0
economic development and growth,increased consumption of paper and palm oil,request-97-2-1
increased consumption of paper and palm oil,demand for raw materials from forests,request-97-2-2
demand for raw materials from forests,deforestation,request-97-2-3
foreign countries,multinational corporations,request-97-3-0
multinational corporations,operations in developing countries,request-97-3-1
operations in developing countries,land acquisition and clearance,request-97-3-2
land acquisition and clearance,deforestation,request-97-3-3
foreign countries,international trade agreements,request-97-4-0
international trade agreements,liberalization of forest products trade,request-97-4-1
liberalization of forest products trade,increased logging and timber extraction,request-97-4-2
increased logging and timber extraction,deforestation,request-97-4-3
foreign countries,tourism industry,request-97-5-0
tourism industry,infrastructure development in forests,request-97-5-1
infrastructure development in forests,habitat destruction and fragmentation,request-97-5-2
habitat destruction and fragmentation,deforestation,request-97-5-3
flowing factors,heavy rainfall,request-98-0-0
heavy rainfall,saturated soil,request-98-0-1
saturated soil,runoff,request-98-0-2
runoff,flooding,request-98-0-3
flowing factors,rapid snowmelt,request-98-1-0
rapid snowmelt,excessive water flow,request-98-1-1
excessive water flow,overwhelmed drainage systems,request-98-1-2
overwhelmed drainage systems,flooding,request-98-1-3
flowing factors,strong winds,request-98-2-0
strong winds,storm surge,request-98-2-1
storm surge,coastal erosion,request-98-2-2
coastal erosion,flooding,request-98-2-3
flowing factors,landslides,request-98-3-0
landslides,blocked waterways,request-98-3-1
blocked waterways,backedup water,request-98-3-2
backedup water,flooding,request-98-3-3
flowing factors,dam failure,request-98-4-0
dam failure,uncontrolled water release,request-98-4-1
uncontrolled water release,flash flooding,request-98-4-2
flash flooding,flooding,request-98-4-3
deforestation,removal of tree roots,request-99-0-0
removal of tree roots,soil erosion,request-99-0-1
soil erosion,loss of soil stability,request-99-0-2
loss of soil stability,land sliding,request-99-0-3
deforestation,increased rainwater runoff,request-99-1-0
increased rainwater runoff,soil saturation,request-99-1-1
soil saturation,soil instability,request-99-1-2
soil instability,land sliding,request-99-1-3
deforestation,decreased evapotranspiration,request-99-2-0
decreased evapotranspiration,increased groundwater flow,request-99-2-1
increased groundwater flow,soil instability,request-99-2-2
soil instability,land sliding,request-99-2-3
deforestation,removal of vegetation cover,request-99-3-0
removal of vegetation cover,soil exposure,request-99-3-1
soil exposure,soil erosion,request-99-3-2
soil erosion,land sliding,request-99-3-3
deforestation,changes in soil microclimate,request-99-4-0
changes in soil microclimate,soil drying,request-99-4-1
soil drying,soil cracking,request-99-4-2
soil cracking,land sliding,request-99-4-3
rise in global temperatures,melting of glaciers and polar ice caps,request-100-0-0
melting of glaciers and polar ice caps,increased water flow into oceans,request-100-0-1
increased water flow into oceans,rise in sea levels,request-100-0-2
rise in sea levels,erosion of coastal areas,request-100-0-3
erosion of coastal areas,land sliding,request-100-0-4
rise in global temperatures,changes in precipitation patterns,request-100-1-0
changes in precipitation patterns,heavy rainfall in certain regions,request-100-1-1
heavy rainfall in certain regions,saturated soil,request-100-1-2
saturated soil,land sliding,request-100-1-3
rise in global temperatures,thawing of permafrost,request-100-2-0
thawing of permafrost,soil instability,request-100-2-1
soil instability,land sliding,request-100-2-2
rise in global temperatures,increased frequency of extreme weather events,request-100-3-0
increased frequency of extreme weather events,heavy rainfall and flooding,request-100-3-1
heavy rainfall and flooding,saturated soil,request-100-3-2
saturated soil,land sliding,request-100-3-3
rise in global temperatures,drought in certain regions,request-100-4-0
drought in certain regions,vegetation dieoff,request-100-4-1
vegetation dieoff,soil erosion,request-100-4-2
soil erosion,land sliding,request-100-4-3
melting of glaciers,rising of sea levels,request-101-0-0
rising of sea levels,increased water pressure on coastal cliffs,request-101-0-1
increased water pressure on coastal cliffs,erosion of coastal cliffs,request-101-0-2
erosion of coastal cliffs,land sliding,request-101-0-3
melting of glaciers,changes in groundwater levels,request-101-1-0
changes in groundwater levels,saturation of soil,request-101-1-1
saturation of soil,loss of soil stability,request-101-1-2
loss of soil stability,land sliding,request-101-1-3
melting of glaciers,increased river flow,request-101-2-0
increased river flow,erosion of riverbanks,request-101-2-1
erosion of riverbanks,undermining of hillsides,request-101-2-2
undermining of hillsides,land sliding,request-101-2-3
melting of glaciers,changes in weather patterns,request-101-3-0
changes in weather patterns,heavy rainfall,request-101-3-1
heavy rainfall,saturation of soil,request-101-3-2
saturation of soil,land sliding,request-101-3-3
soil erosion,loss of vegetation,request-102-0-0
loss of vegetation,reduced root system,request-102-0-1
reduced root system,increased water runoff,request-102-0-2
increased water runoff,saturation of soil,request-102-0-3
saturation of soil,land sliding,request-102-0-4
soil erosion,exposure of underlying rock,request-102-1-0
exposure of underlying rock,weathering of rock,request-102-1-1
weathering of rock,creation of unstable slopes,request-102-1-2
creation of unstable slopes,land sliding,request-102-1-3
soil erosion,increased surface water flow,request-102-2-0
increased surface water flow,creation of gullies and ravines,request-102-2-1
creation of gullies and ravines,undermining of slopes,request-102-2-2
undermining of slopes,land sliding,request-102-2-3
soil erosion,decreased soil cohesion,request-102-3-0
decreased soil cohesion,increased likelihood of soil failure,request-102-3-1
increased likelihood of soil failure,land sliding,request-102-3-2
soil erosion,removal of soil layer,request-102-4-0
removal of soil layer,exposure of underlying soil layer,request-102-4-1
exposure of underlying soil layer,instability of soil layer,request-102-4-2
instability of soil layer,land sliding,request-102-4-3
earthquakes,ground shaking,request-103-0-0
ground shaking,soil instability,request-103-0-1
soil instability,land sliding,request-103-0-2
earthquakes,seismic waves,request-103-1-0
seismic waves,ground vibration,request-103-1-1
ground vibration,soil liquefaction,request-103-1-2
soil liquefaction,land sliding,request-103-1-3
earthquakes,tectonic plate movement,request-103-2-0
tectonic plate movement,fault rupture,request-103-2-1
fault rupture,ground deformation,request-103-2-2
ground deformation,land sliding,request-103-2-3
earthquakes,rock fracturing,request-103-3-0
rock fracturing,slope instability,request-103-3-1
slope instability,land sliding,request-103-3-2
earthquakes,soil compaction,request-103-4-0
soil compaction,pore water pressure increase,request-103-4-1
pore water pressure increase,soil instability,request-103-4-2
soil instability,land sliding,request-103-4-3
deforestation,soil erosion,request-104-0-0
soil erosion,increased sediment load,request-104-0-1
increased sediment load,rivers filled with mud,request-104-0-2
deforestation,tree removal,request-104-1-0
tree removal,exposed soil,request-104-1-1
exposed soil,soil erosion,request-104-1-2
soil erosion,increased sediment load,request-104-1-3
increased sediment load,rivers filled with mud,request-104-1-4
deforestation,loss of vegetation,request-104-2-0
loss of vegetation,decreased water absorption,request-104-2-1
decreased water absorption,increased runoff,request-104-2-2
increased runoff,soil erosion,request-104-2-3
soil erosion,increased sediment load,request-104-2-4
increased sediment load,rivers filled with mud,request-104-2-5
deforestation,landslides,request-104-3-0
landslides,soil and debris in waterways,request-104-3-1
soil and debris in waterways,increased sediment load,request-104-3-2
increased sediment load,rivers filled with mud,request-104-3-3
deforestation,changes in water cycle,request-104-4-0
changes in water cycle,increased rainwater runoff,request-104-4-1
increased rainwater runoff,soil erosion,request-104-4-2
soil erosion,increased sediment load,request-104-4-3
increased sediment load,rivers filled with mud,request-104-4-4
rise in global temperatures,increased melting of glaciers,request-105-0-0
increased melting of glaciers,increased water flow into rivers,request-105-0-1
increased water flow into rivers,rivers filled with mud,request-105-0-2
rise in global temperatures,changes in precipitation patterns,request-105-1-0
changes in precipitation patterns,heavy rainfall events,request-105-1-1
heavy rainfall events,soil erosion and landslides,request-105-1-2
soil erosion and landslides,rivers filled with mud,request-105-1-3
rise in global temperatures,thawing of permafrost,request-105-2-0
thawing of permafrost,release of stored sediment,request-105-2-1
release of stored sediment,rivers filled with mud,request-105-2-2
rise in global temperatures,increased frequency of wildfires,request-105-3-0
increased frequency of wildfires,burned areas with increased runoff,request-105-3-1
burned areas with increased runoff,soil erosion and landslides,request-105-3-2
soil erosion and landslides,rivers filled with mud,request-105-3-3
rise in global temperatures,changes in land use patterns,request-105-4-0
changes in land use patterns,deforestation and land degradation,request-105-4-1
deforestation and land degradation,soil erosion and landslides,request-105-4-2
soil erosion and landslides,rivers filled with mud,request-105-4-3
melting of glaciers,increased water flow,request-106-0-0
increased water flow,erosion of soil and rocks,request-106-0-1
erosion of soil and rocks,release of sediment,request-106-0-2
release of sediment,rivers filled with mud,request-106-0-3
melting of glaciers,rising sea levels,request-106-1-0
rising sea levels,coastal erosion,request-106-1-1
coastal erosion,release of sediment,request-106-1-2
release of sediment,rivers filled with mud,request-106-1-3
melting of glaciers,changes in water tables,request-106-2-0
changes in water tables,increased runoff,request-106-2-1
increased runoff,erosion of soil and rocks,request-106-2-2
erosion of soil and rocks,release of sediment,request-106-2-3
release of sediment,rivers filled with mud,request-106-2-4
melting of glaciers,increased water flow,request-106-3-0
increased water flow,flooding,request-106-3-1
flooding,erosion of soil and rocks,request-106-3-2
erosion of soil and rocks,release of sediment,request-106-3-3
release of sediment,rivers filled with mud,request-106-3-4
melting of glaciers,changes in weather patterns,request-106-4-0
changes in weather patterns,heavy rainfall,request-106-4-1
heavy rainfall,flooding,request-106-4-2
flooding,erosion of soil and rocks,request-106-4-3
erosion of soil and rocks,release of sediment,request-106-4-4
release of sediment,rivers filled with mud,request-106-4-5
soil erosion,runoff water,request-107-0-0
runoff water,carrying sediment,request-107-0-1
carrying sediment,rivers filled with mud,request-107-0-2
soil erosion,landslides,request-107-1-0
landslides,debris flow,request-107-1-1
debris flow,rivers filled with mud,request-107-1-2
soil erosion,exposed soil,request-107-2-0
exposed soil,surface runoff,request-107-2-1
surface runoff,rivers filled with mud,request-107-2-2
soil erosion,increased sediment load,request-107-3-0
increased sediment load,river sedimentation,request-107-3-1
river sedimentation,rivers filled with mud,request-107-3-2
soil erosion,watercourse alteration,request-107-4-0
watercourse alteration,changes in river flow,request-107-4-1
changes in river flow,rivers filled with mud,request-107-4-2
earthquakes,landslides,request-108-0-0
landslides,soil erosion,request-108-0-1
soil erosion,debris flow,request-108-0-2
debris flow,rivers filled with mud,request-108-0-3
earthquakes,mountain instability,request-108-1-0
mountain instability,rockfalls,request-108-1-1
rockfalls,sediment transport,request-108-1-2
sediment transport,rivers filled with mud,request-108-1-3
earthquakes,ground shaking,request-108-2-0
ground shaking,soil liquefaction,request-108-2-1
soil liquefaction,mudflow,request-108-2-2
mudflow,rivers filled with mud,request-108-2-3
earthquakes,dam failure,request-108-3-0
dam failure,floods,request-108-3-1
floods,sediment transport,request-108-3-2
sediment transport,rivers filled with mud,request-108-3-3
earthquakes,land subsidence,request-108-4-0
land subsidence,altered drainage patterns,request-108-4-1
altered drainage patterns,sediment accumulation,request-108-4-2
sediment accumulation,rivers filled with mud,request-108-4-3
deforestation,soil erosion,request-109-0-0
soil erosion,increased sedimentation,request-109-0-1
increased sedimentation,canals filled with mud,request-109-0-2
deforestation,removal of tree roots,request-109-1-0
removal of tree roots,soil instability,request-109-1-1
soil instability,landslides,request-109-1-2
landslides,increased sedimentation,request-109-1-3
increased sedimentation,canals filled with mud,request-109-1-4
deforestation,increased runoff,request-109-2-0
increased runoff,flooding,request-109-2-1
flooding,sediment transport,request-109-2-2
sediment transport,canals filled with mud,request-109-2-3
deforestation,changes in water cycle,request-109-3-0
changes in water cycle,altered river flow,request-109-3-1
altered river flow,sediment deposition,request-109-3-2
sediment deposition,canals filled with mud,request-109-3-3
deforestation,loss of vegetation,request-109-4-0
loss of vegetation,soil exposure,request-109-4-1
soil exposure,erosion by water,request-109-4-2
erosion by water,sedimentation in canals,request-109-4-3
sedimentation in canals,canals filled with mud,request-109-4-4
rise in global temperatures,increased melting of polar ice caps,request-110-0-0
increased melting of polar ice caps,rise in sea levels,request-110-0-1
rise in sea levels,coastal erosion,request-110-0-2
coastal erosion,sedimentation in canals,request-110-0-3
sedimentation in canals,canals filled with mud,request-110-0-4
rise in global temperatures,changes in precipitation patterns,request-110-1-0
changes in precipitation patterns,droughts in certain regions,request-110-1-1
droughts in certain regions,decreased water flow into canals,request-110-1-2
decreased water flow into canals,sedimentation in canals,request-110-1-3
sedimentation in canals,canals filled with mud,request-110-1-4
rise in global temperatures,increased frequency of extreme weather events,request-110-2-0
increased frequency of extreme weather events,flooding in coastal areas,request-110-2-1
flooding in coastal areas,siltation in canals,request-110-2-2
siltation in canals,canals filled with mud,request-110-2-3
rise in global temperatures,thawing of permafrost,request-110-3-0
thawing of permafrost,release of methane and carbon dioxide,request-110-3-1
release of methane and carbon dioxide,increased growth of aquatic plants,request-110-3-2
increased growth of aquatic plants,clogged canals with plant material,request-110-3-3
clogged canals with plant material,canals filled with mud,request-110-3-4
melting of glaciers,increased water flow into rivers,request-111-0-0
increased water flow into rivers,flooding of rivers,request-111-0-1
flooding of rivers,overflow of rivers into adjacent lowlying areas,request-111-0-2
overflow of rivers into adjacent lowlying areas,deposition of sediment in lowlying areas,request-111-0-3
deposition of sediment in lowlying areas,accumulation of sediment in canals,request-111-0-4
accumulation of sediment in canals,canals filled with mud,request-111-0-5
melting of glaciers,rise in sea level,request-111-1-0
rise in sea level,increased tidal range and coastal erosion,request-111-1-1
increased tidal range and coastal erosion,increased sediment transport by coastal currents,request-111-1-2
increased sediment transport by coastal currents,deposition of sediment in canals,request-111-1-3
deposition of sediment in canals,canals filled with mud,request-111-1-4
melting of glaciers,changes in precipitation patterns,request-111-2-0
changes in precipitation patterns,increased rainfall in certain regions,request-111-2-1
increased rainfall in certain regions,flooding of rivers,request-111-2-2
flooding of rivers,overflow of rivers into adjacent lowlying areas,request-111-2-3
overflow of rivers into adjacent lowlying areas,deposition of sediment in lowlying areas,request-111-2-4
deposition of sediment in lowlying areas,accumulation of sediment in canals,request-111-2-5
accumulation of sediment in canals,canals filled with mud,request-111-2-6
melting of glaciers,changes in land use and land cover,request-111-3-0
changes in land use and land cover,increased soil erosion,request-111-3-1
increased soil erosion,increased sediment load in rivers,request-111-3-2
increased sediment load in rivers,deposition of sediment in canals,request-111-3-3
deposition of sediment in canals,canals filled with mud,request-111-3-4
soil erosion,sediment transport,request-112-0-0
sediment transport,riverbed sedimentation,request-112-0-1
riverbed sedimentation,canals filled with mud,request-112-0-2
soil erosion,land degradation,request-112-1-0
land degradation,increased runoff,request-112-1-1
increased runoff,riverbed sedimentation,request-112-1-2
riverbed sedimentation,canals filled with mud,request-112-1-3
soil erosion,increased surface water flow,request-112-2-0
increased surface water flow,flooding,request-112-2-1
flooding,river overflow,request-112-2-2
river overflow,riverbed sedimentation,request-112-2-3
riverbed sedimentation,canals filled with mud,request-112-2-4
soil erosion,loss of vegetation,request-112-3-0
loss of vegetation,increased surface water flow,request-112-3-1
increased surface water flow,flooding,request-112-3-2
flooding,river overflow,request-112-3-3
river overflow,riverbed sedimentation,request-112-3-4
riverbed sedimentation,canals filled with mud,request-112-3-5
earthquakes,landslides,request-113-0-0
landslides,blocked rivers,request-113-0-1
blocked rivers,flooding,request-113-0-2
flooding,canals filled with mud,request-113-0-3
earthquakes,soil liquefaction,request-113-1-0
soil liquefaction,underground sediment displacement,request-113-1-1
underground sediment displacement,riverbed sedimentation,request-113-1-2
riverbed sedimentation,canals filled with mud,request-113-1-3
earthquakes,dam failures,request-113-2-0
dam failures,uncontrolled water flow,request-113-2-1
uncontrolled water flow,sedimentladen water,request-113-2-2
sedimentladen water,canals filled with mud,request-113-2-3
earthquakes,ground deformation,request-113-3-0
ground deformation,altered river courses,request-113-3-1
altered river courses,sediment accumulation,request-113-3-2
sediment accumulation,canals filled with mud,request-113-3-3
deforestation,soil erosion,request-114-0-0
soil erosion,increased sedimentation,request-114-0-1
increased sedimentation,rivers filled with mud,request-114-0-2
rivers filled with mud,dams filled with mud,request-114-0-3
deforestation,loss of vegetation,request-114-1-0
loss of vegetation,soil instability,request-114-1-1
soil instability,landslides,request-114-1-2
landslides,rivers filled with mud,request-114-1-3
rivers filled with mud,dams filled with mud,request-114-1-4
deforestation,increased runoff,request-114-2-0
increased runoff,flooding,request-114-2-1
flooding,rivers filled with mud,request-114-2-2
rivers filled with mud,dams filled with mud,request-114-2-3
deforestation,soil compaction,request-114-3-0
soil compaction,reduced water infiltration,request-114-3-1
reduced water infiltration,increased runoff,request-114-3-2
increased runoff,flooding,request-114-3-3
flooding,rivers filled with mud,request-114-3-4
rivers filled with mud,dams filled with mud,request-114-3-5
rise in global temperatures,increased melting of glaciers,request-115-0-0
increased melting of glaciers,increased sediment load in rivers,request-115-0-1
increased sediment load in rivers,higher levels of sedimentation in dams,request-115-0-2
higher levels of sedimentation in dams,dams filled with mud,request-115-0-3
rise in global temperatures,changes in precipitation patterns,request-115-1-0
changes in precipitation patterns,increased frequency of heavy rainfall events,request-115-1-1
increased frequency of heavy rainfall events,landslides and soil erosion,request-115-1-2
landslides and soil erosion,increased sediment load in rivers,request-115-1-3
increased sediment load in rivers,higher levels of sedimentation in dams,request-115-1-4
higher levels of sedimentation in dams,dams filled with mud,request-115-1-5
rise in global temperatures,thawing of permafrost,request-115-2-0
thawing of permafrost,release of stored sediment,request-115-2-1
release of stored sediment,increased sediment load in rivers,request-115-2-2
increased sediment load in rivers,higher levels of sedimentation in dams,request-115-2-3
higher levels of sedimentation in dams,dams filled with mud,request-115-2-4
rise in global temperatures,increased frequency of wildfires,request-115-3-0
increased frequency of wildfires,burned areas with increased erosion risk,request-115-3-1
burned areas with increased erosion risk,landslides and soil erosion,request-115-3-2
landslides and soil erosion,increased sediment load in rivers,request-115-3-3
increased sediment load in rivers,higher levels of sedimentation in dams,request-115-3-4
higher levels of sedimentation in dams,dams filled with mud,request-115-3-5
melting of glaciers,increased water flow into rivers,request-116-0-0
increased water flow into rivers,erosion of riverbanks,request-116-0-1
erosion of riverbanks,release of sediment into rivers,request-116-0-2
release of sediment into rivers,transport of sediment downstream,request-116-0-3
transport of sediment downstream,deposition of sediment in dams,request-116-0-4
deposition of sediment in dams,dams filled with mud,request-116-0-5
melting of glaciers,rapid snowmelt,request-116-1-0
rapid snowmelt,flash flooding,request-116-1-1
flash flooding,overflow of rivers,request-116-1-2
overflow of rivers,erosion of riverbanks,request-116-1-3
erosion of riverbanks,release of sediment into rivers,request-116-1-4
release of sediment into rivers,transport of sediment downstream,request-116-1-5
transport of sediment downstream,deposition of sediment in dams,request-116-1-6
deposition of sediment in dams,dams filled with mud,request-116-1-7
melting of glaciers,changes in river flow patterns,request-116-2-0
changes in river flow patterns,increased sediment load in rivers,request-116-2-1
increased sediment load in rivers,transport of sediment downstream,request-116-2-2
transport of sediment downstream,deposition of sediment in dams,request-116-2-3
deposition of sediment in dams,dams filled with mud,request-116-2-4
melting of glaciers,rise in sea levels,request-116-3-0
rise in sea levels,increased coastal erosion,request-116-3-1
increased coastal erosion,release of sediment into rivers,request-116-3-2
release of sediment into rivers,transport of sediment downstream,request-116-3-3
transport of sediment downstream,deposition of sediment in dams,request-116-3-4
deposition of sediment in dams,dams filled with mud,request-116-3-5
dams filled with mud,,request-116-3-6
soil erosion,sediment transport,request-117-0-0
sediment transport,riverbed sedimentation,request-117-0-1
riverbed sedimentation,dams filled with mud,request-117-0-2
soil erosion,land degradation,request-117-1-0
land degradation,increased runoff,request-117-1-1
increased runoff,riverbed sedimentation,request-117-1-2
riverbed sedimentation,dams filled with mud,request-117-1-3
soil erosion,vegetation loss,request-117-2-0
vegetation loss,increased runoff,request-117-2-1
increased runoff,riverbed sedimentation,request-117-2-2
riverbed sedimentation,dams filled with mud,request-117-2-3
soil erosion,landslide occurrence,request-117-3-0
landslide occurrence,debris flow,request-117-3-1
debris flow,riverbed sedimentation,request-117-3-2
riverbed sedimentation,dams filled with mud,request-117-3-3
soil erosion,stream bank instability,request-117-4-0
stream bank instability,stream bed sedimentation,request-117-4-1
stream bed sedimentation,riverbed sedimentation,request-117-4-2
riverbed sedimentation,dams filled with mud,request-117-4-3
earthquakes,landslides,request-118-0-0
landslides,debris flow,request-118-0-1
debris flow,mud and sediment accumulation,request-118-0-2
mud and sediment accumulation,dams filled with mud,request-118-0-3
earthquakes,soil liquefaction,request-118-1-0
soil liquefaction,loss of soil stability,request-118-1-1
loss of soil stability,massive erosion,request-118-1-2
massive erosion,mud and sediment accumulation,request-118-1-3
mud and sediment accumulation,dams filled with mud,request-118-1-4
earthquakes,heavy rainfall,request-118-2-0
heavy rainfall,flooding,request-118-2-1
flooding,sediment transport,request-118-2-2
sediment transport,mud and sediment accumulation,request-118-2-3
mud and sediment accumulation,dams filled with mud,request-118-2-4
earthquakes,dam foundation damage,request-118-3-0
dam foundation damage,water seepage,request-118-3-1
water seepage,erosion of dam walls,request-118-3-2
erosion of dam walls,mud and sediment accumulation,request-118-3-3
mud and sediment accumulation,dams filled with mud,request-118-3-4
unplanned urbanization and infrastructure development,impervious surfaces increase,request-119-0-0
impervious surfaces increase,stormwater runoff increases,request-119-0-1
stormwater runoff increases,water flow rate accelerates,request-119-0-2
water flow rate accelerates,fast water flow,request-119-0-3
unplanned urbanization and infrastructure development,urban sprawl expands,request-119-1-0
urban sprawl expands,natural habitats are destroyed,request-119-1-1
natural habitats are destroyed,vegetation cover decreases,request-119-1-2
vegetation cover decreases,soil erosion increases,request-119-1-3
soil erosion increases,water flow rate accelerates,request-119-1-4
water flow rate accelerates,fast water flow,request-119-1-5
unplanned urbanization and infrastructure development,waterways are altered,request-119-2-0
waterways are altered,stream channels are modified,request-119-2-1
stream channels are modified,water flow patterns change,request-119-2-2
water flow patterns change,fast water flow,request-119-2-3
unplanned urbanization and infrastructure development,drainage systems are overwhelmed,request-119-3-0
drainage systems are overwhelmed,stormwater management fails,request-119-3-1
stormwater management fails,water flow rate accelerates,request-119-3-2
water flow rate accelerates,fast water flow,request-119-3-3
unplanned urbanization and infrastructure development,land use changes occur,request-119-4-0
land use changes occur,soil compaction increases,request-119-4-1
soil compaction increases,infiltration rates decrease,request-119-4-2
infiltration rates decrease,surface runoff increases,request-119-4-3
surface runoff increases,water flow rate accelerates,request-119-4-4
water flow rate accelerates,fast water flow,request-119-4-5
fast water flow,,request-119-4-6
sports utility vehicle,increased demand for suvs,request-120-0-0
increased demand for suvs,higher production of suvs,request-120-0-1
higher production of suvs,increased energy consumption for manufacturing,request-120-0-2
increased energy consumption for manufacturing,more greenhouse gas emissions from manufacturing,request-120-0-3
more greenhouse gas emissions from manufacturing,climate change,request-120-0-4
sports utility vehicle,larger carbon footprint per vehicle,request-120-1-0
larger carbon footprint per vehicle,higher emissions per mile driven,request-120-1-1
higher emissions per mile driven,increased air pollution from transportation,request-120-1-2
increased air pollution from transportation,more greenhouse gas emissions from transportation,request-120-1-3
more greenhouse gas emissions from transportation,climate change,request-120-1-4
sports utility vehicle,increased fuel consumption per vehicle,request-120-2-0
increased fuel consumption per vehicle,higher demand for fossil fuels,request-120-2-1
higher demand for fossil fuels,more oil drilling and extraction,request-120-2-2
more oil drilling and extraction,increased greenhouse gas emissions from oil production,request-120-2-3
increased greenhouse gas emissions from oil production,climate change,request-120-2-4
sports utility vehicle,heavier vehicles on roads,request-120-3-0
heavier vehicles on roads,more frequent road repairs needed,request-120-3-1
more frequent road repairs needed,increased energy consumption for road maintenance,request-120-3-2
increased energy consumption for road maintenance,more greenhouse gas emissions from maintenance,request-120-3-3
more greenhouse gas emissions from maintenance,climate change,request-120-3-4
sports utility vehicle,more resource extraction for manufacturing,request-120-4-0
more resource extraction for manufacturing,deforestation for resource extraction,request-120-4-1
deforestation for resource extraction,loss of carbon sequestration capabilities,request-120-4-2
loss of carbon sequestration capabilities,more greenhouse gas emissions from deforestation,request-120-4-3
more greenhouse gas emissions from deforestation,climate change,request-120-4-4
climate change,,request-120-4-5
fossil fuels,burning of fossil fuels,request-121-0-0
burning of fossil fuels,release of carbon dioxide and other greenhouse gases,request-121-0-1
release of carbon dioxide and other greenhouse gases,increase in atmospheric greenhouse gases,request-121-0-2
increase in atmospheric greenhouse gases,trapping of heat in the atmosphere,request-121-0-3
trapping of heat in the atmosphere,global warming,request-121-0-4
global warming,climate change,request-121-0-5
fossil fuels,burning of fossil fuels,request-121-1-0
burning of fossil fuels,release of carbon dioxide and other greenhouse gases,request-121-1-1
release of carbon dioxide and other greenhouse gases,acidification of oceans,request-121-1-2
acidification of oceans,disruption of marine ecosystems,request-121-1-3
disruption of marine ecosystems,changes in global weather patterns,request-121-1-4
changes in global weather patterns,climate change,request-121-1-5
fossil fuels,burning of fossil fuels,request-121-2-0
burning of fossil fuels,release of carbon dioxide and other greenhouse gases,request-121-2-1
release of carbon dioxide and other greenhouse gases,increase in atmospheric greenhouse gases,request-121-2-2
increase in atmospheric greenhouse gases,rise in global temperatures,request-121-2-3
rise in global temperatures,melting of polar ice caps,request-121-2-4
melting of polar ice caps,sealevel rise,request-121-2-5
sealevel rise,climate change,request-121-2-6
fossil fuels,burning of fossil fuels,request-121-3-0
burning of fossil fuels,release of carbon dioxide and other greenhouse gases,request-121-3-1
release of carbon dioxide and other greenhouse gases,increase in atmospheric greenhouse gases,request-121-3-2
increase in atmospheric greenhouse gases,changes in precipitation patterns,request-121-3-3
changes in precipitation patterns,droughts and wildfires,request-121-3-4
droughts and wildfires,loss of biodiversity,request-121-3-5
loss of biodiversity,climate change,request-121-3-6
fossil fuels,burning of fossil fuels,request-121-4-0
burning of fossil fuels,release of carbon dioxide and other greenhouse gases,request-121-4-1
release of carbon dioxide and other greenhouse gases,increase in atmospheric greenhouse gases,request-121-4-2
increase in atmospheric greenhouse gases,rise in global temperatures,request-121-4-3
rise in global temperatures,disruption of food production and distribution,request-121-4-4
disruption of food production and distribution,social and economic instability,request-121-4-5
social and economic instability,climate change,request-121-4-6
human activity,deforestation,request-122-0-0
deforestation,habitat destruction,request-122-0-1
habitat destruction,loss of carbon sequestration,request-122-0-2
loss of carbon sequestration,increased greenhouse gases,request-122-0-3
