cause,effect,custom_id
environmental degradation,loss of biodiversity,request-95-0-1
loss of biodiversity,disruption of ecosystems,request-95-0-2
disruption of ecosystems,climate change,request-95-0-3
<mismanagement of god's work>,overexploitation of resources,request-95-1-0
overexploitation of resources,pollution,request-95-1-1
pollution,global warming,request-95-1-2
global warming,climate change,request-95-1-3
<mismanagement of god's work>,deforestation,request-95-2-0
deforestation,increased greenhouse gas emissions,request-95-2-1
increased greenhouse gas emissions,rising global temperatures,request-95-2-2
rising global temperatures,climate change,request-95-2-3
<mismanagement of god's work>,unsustainable agriculture,request-95-3-0
unsustainable agriculture,soil erosion,request-95-3-1
soil erosion,decreased carbon sequestration,request-95-3-2
decreased carbon sequestration,climate change,request-95-3-3
<mismanagement of god's work>,water pollution,request-95-4-0
water pollution,harm to marine life,request-95-4-1
harm to marine life,imbalanced food chains,request-95-4-2
imbalanced food chains,climate change,request-95-4-3
<mismanagement of god's work>,climate change denial,request-95-5-0
climate change denial,lack of mitigation efforts,request-95-5-1
lack of mitigation efforts,accelerated climate change,request-95-5-2
accelerated climate change,climate change,request-95-5-3
<mismanagement of god's work>,unregulated industrialization,request-95-6-0
unregulated industrialization,increased fossil fuel consumption,request-95-6-1
increased fossil fuel consumption,excessive co2 emissions,request-95-6-2
excessive co2 emissions,climate change,request-95-6-3
<mismanagement of god's work>,failure to adopt renewable energy,request-95-7-0
failure to adopt renewable energy,dependence on fossil fuels,request-95-7-1
dependence on fossil fuels,continued greenhouse gas emissions,request-95-7-2
continued greenhouse gas emissions,climate change,request-95-7-3
<mismanagement of god's work>,neglect of environmental policies,request-95-8-0
neglect of environmental policies,unchecked pollution,request-95-8-1
unchecked pollution,environmental damage,request-95-8-2
environmental damage,climate change,request-95-8-3
<mismanagement of god's work>,overpopulation,request-95-9-0
overpopulation,increased resource consumption,request-95-9-1
increased resource consumption,strain on ecosystems,request-95-9-2
strain on ecosystems,climate change,request-95-9-3
<mismanagement of god's work>,greed and consumption,request-95-10-0
greed and consumption,exploitation of natural resources,request-95-10-1
exploitation of natural resources,environmental destruction,request-95-10-2
environmental destruction,climate change,request-95-10-3
<mismanagement of god's work>,lack of education and awareness,request-95-11-0
lack of education and awareness,indifference to environmental issues,request-95-11-1
indifference to environmental issues,inaction on climate change,request-95-11-2
inaction on climate change,climate change,request-95-11-3
<mismanagement of god's work>,corruption and greed,request-95-12-0
corruption and greed,exploitation of the environment for profit,request-95-12-1
exploitation of the environment for profit,irreversible damage to ecosystems,request-95-12-2
irreversible damage to ecosystems,climate change,request-95-12-3
<mismanagement of god's work>,disregard for sustainability,request-95-13-0
disregard for sustainability,shortterm thinking,request-95-13-1
shortterm thinking,longterm environmental consequences,request-95-13-2
longterm environmental consequences,climate change,request-95-13-3
<mismanagement of god's work>,failure to protect natural habitats,request-95-14-0
failure to protect natural habitats,loss of ecosystem services,request-95-14-1
loss of ecosystem services,reduced resilience to climate change,request-95-14-2
reduced resilience to climate change,climate change,request-95-14-3
<mismanagement of god's work>,"pollution of air, water, and land",request-95-15-0
"pollution of air, water, and land",harm to human and environmental health,request-95-15-1
harm to human and environmental health,increased vulnerability to climate change,request-95-15-2
increased vulnerability to climate change,climate change,request-95-15-3
<mismanagement of god's work>,climate change denial and inaction,request-95-16-0
climate change denial and inaction,delayed response to environmental warnings,request-95-16-1
delayed response to environmental warnings,escalating climate crisis,request-95-16-2
escalating climate crisis,climate change,request-95-16-3
<mismanagement of god's work>,exploitation of fossil fuels,request-95-17-0
exploitation of fossil fuels,release of trapped carbon,request-95-17-1
release of trapped carbon,enhanced greenhouse effect,request-95-17-2
enhanced greenhouse effect,climate change,request-95-17-3
<mismanagement of god's work>,destruction of carbon sinks,request-95-18-0
destruction of carbon sinks,reduced ability to absorb co2,request-95-18-1
reduced ability to absorb co2,increased atmospheric co2,request-95-18-2
increased atmospheric co2,climate change,request-95-18-3
<mismanagement of god's work>,overconsumption and waste,request-95-19-0
overconsumption and waste,excessive greenhouse gas emissions,request-95-19-1
excessive greenhouse gas emissions,global temperature rise,request-95-19-2
global temperature rise,climate change,request-95-19-3
<mismanagement of god's work>,lack of sustainable practices,request-95-20-0
lack of sustainable practices,environmental degradation,request-95-20-1
environmental degradation,loss of natural resources,request-95-20-2
loss of natural resources,climate change,request-95-20-3
<mismanagement of god's work>,greedy consumption patterns,request-95-21-0
greedy consumption patterns,unsustainable lifestyles,request-95-21-1
unsustainable lifestyles,increased carbon footprint,request-95-21-2
increased carbon footprint,climate change,request-95-21-3
<mismanagement of god's work>,failure to adopt ecofriendly technologies,request-95-22-0
failure to adopt ecofriendly technologies,continued reliance on polluting industries,request-95-22-1
continued reliance on polluting industries,ongoing environmental harm,request-95-22-2
ongoing environmental harm,climate change,request-95-22-3
<mismanagement of god's work>,neglect of renewable energy sources,request-95-23-0
neglect of renewable energy sources,dependence on fossil fuels,request-95-23-1
dependence on fossil fuels,rising co2 levels,request-95-23-2
rising co2 levels,climate change,request-95-23-3
<mismanagement of god's work>,environmental neglect and abuse,request-95-24-0
environmental neglect and abuse,degradation of natural systems,request-95-24-1
degradation of natural systems,collapse of ecosystems,request-95-24-2
collapse of ecosystems,climate change,request-95-24-3
<mismanagement of god's work>,overfishing and ocean pollution,request-95-25-0
overfishing and ocean pollution,destruction of marine ecosystems,request-95-25-1
destruction of marine ecosystems,disruption of global climate regulation,request-95-25-2
disruption of global climate regulation,climate change,request-95-25-3
<mismanagement of god's work>,deforestation and land degradation,request-95-26-0
deforestation and land degradation,loss of carbon storage capacity,request-95-26-1
loss of carbon storage capacity,increased atmospheric co2,request-95-26-2
increased atmospheric co2,climate change,request-95-26-3
<mismanagement of god's work>,unsustainable urbanization,request-95-27-0
unsustainable urbanization,increased energy consumption,request-95-27-1
increased energy consumption,higher greenhouse gas emissions,request-95-27-2
higher greenhouse gas emissions,climate change,request-95-27-3
<mismanagement of god's work>,greeddriven consumerism,request-95-28-0
greeddriven consumerism,excessive waste and pollution,request-95-28-1
excessive waste and pollution,environmental degradation,request-95-28-2
environmental degradation,climate change,request-95-28-3
<mismanagement of god's work>,failure to implement environmental regulations,request-95-29-0
failure to implement environmental regulations,unchecked industrial pollution,request-95-29-1
unchecked industrial pollution,severe ecological damage,request-95-29-2
severe ecological damage,climate change,request-95-29-3
<mismanagement of god's work>,disregard for the planet's wellbeing,request-95-30-0
disregard for the planet's wellbeing,exploitation of natural resources,request-95-30-1
exploitation of natural resources,environmental catastrophe,request-95-30-2
environmental catastrophe,climate change,request-95-30-3
<mismanagement of god's work>,overreliance on nonrenewable resources,request-95-31-0
overreliance on nonrenewable resources,depletion of fossil fuels,request-95-31-1
depletion of fossil fuels,increased greenhouse gas emissions,request-95-31-2
increased greenhouse gas emissions,climate change,request-95-31-3
<mismanagement of god's work>,neglect of sustainable development,request-95-32-0
neglect of sustainable development,environmental degradation,request-95-32-1
environmental degradation,loss of biodiversity,request-95-32-2
loss of biodiversity,climate change,request-95-32-3
<mismanagement of god's work>,greed and lack of stewardship,request-95-33-0
greed and lack of stewardship,exploitation of the environment,request-95-33-1
exploitation of the environment,severe ecological imbalance,request-95-33-2
severe ecological imbalance,climate change,request-95-33-3
<mismanagement of god's work>,failure to address environmental issues,request-95-34-0
failure to address environmental issues,escalating ecological crises,request-95-34-1
escalating ecological crises,global climate destabilization,request-95-34-2
global climate destabilization,climate change,request-95-34-3
<mismanagement of god's work>,unchecked industrial growth,request-95-35-0
unchecked industrial growth,increased pollution and emissions,request-95-35-1
increased pollution and emissions,accelerated global warming,request-95-35-2
accelerated global warming,climate change,request-95-35-3
<mismanagement of god's work>,disregard for environmental consequences,request-95-36-0
disregard for environmental consequences,irresponsible resource management,request-95-36-1
irresponsible resource management,environmental collapse,request-95-36-2
environmental collapse,climate change,request-95-36-3
<mismanagement of god's work>,overconsumption of resources,request-95-37-0
overconsumption of resources,depletion of natural reserves,request-95-37-1
depletion of natural reserves,loss of ecosystem balance,request-95-37-2
loss of ecosystem balance,climate change,request-95-37-3
<mismanagement of god's work>,failure to adopt sustainable practices,request-95-38-0
failure to adopt sustainable practices,continued environmental degradation,request-95-38-1
continued environmental degradation,increased greenhouse gas emissions,request-95-38-2
increased greenhouse gas emissions,climate change,request-95-38-3
<mismanagement of god's work>,greeddriven exploitation,request-95-39-0
greeddriven exploitation,destruction of natural habitats,request-95-39-1
destruction of natural habitats,loss of ecosystem services,request-95-39-2
loss of ecosystem services,climate change,request-95-39-3
<mismanagement of god's work>,lack of environmental stewardship,request-95-40-0
lack of environmental stewardship,neglect of the planet,request-95-40-1
neglect of the planet,severe ecological damage,request-95-40-2
severe ecological damage,climate change,request-95-40-3
<mismanagement of god's work>,overreliance on fossil fuels,request-95-41-0
overreliance on fossil fuels,excessive co2 emissions,request-95-41-1
excessive co2 emissions,global warming,request-95-41-2
global warming,climate change,request-95-41-3
<mismanagement of god's work>,failure to transition to renewable energy,request-95-42-0
failure to transition to renewable energy,prolonged fossil fuel dependence,request-95-42-1
prolonged fossil fuel dependence,continued climate disruption,request-95-42-2
continued climate disruption,climate change,request-95-42-3
<mismanagement of god's work>,environmental neglect,request-95-43-0
environmental neglect,degradation of ecosystems,request-95-43-1
degradation of ecosystems,reduced resilience to climate change,request-95-43-2
reduced resilience to climate change,climate change,request-95-43-3
<mismanagement of god's work>,greed and consumption,request-95-44-0
greed and consumption,exploitation of natural resources,request-95-44-1
exploitation of natural resources,environmental destruction,request-95-44-2
environmental destruction,climate change,request-95-44-3
<mismanagement of god's work>,lack of sustainable policies,request-95-45-0
lack of sustainable policies,environmental degradation,request-95-45-1
environmental degradation,loss of biodiversity,request-95-45-2
loss of biodiversity,climate change,request-95-45-3
<mismanagement of god's work>,overpopulation and consumption,request-95-46-0
overpopulation and consumption,increased resource depletion,request-95-46-1
increased resource depletion,strain on ecosystems,request-95-46-2
strain on ecosystems,climate change,request-95-46-3
<mismanagement of god's work>,failure to protect the environment,request-95-47-0
failure to protect the environment,unchecked pollution and destruction,request-95-47-1
unchecked pollution and destruction,severe ecological consequences,request-95-47-2
severe ecological consequences,climate change,request-95-47-3
<mismanagement of god's work>,greeddriven decisions,request-95-48-0
greeddriven decisions,exploitation of natural resources,request-95-48-1
exploitation of natural resources,environmental degradation,request-95-48-2
environmental degradation,climate change,request-95-48-3
<mismanagement of god's work>,lack of environmental awareness,request-95-49-0
lack of environmental awareness,indifference to ecological issues,request-95-49-1
indifference to ecological issues,inaction on climate change,request-95-49-2
inaction on climate change,climate change,request-95-49-3
<mismanagement of god's work>,overconsumption and waste,request-95-50-0
overconsumption and waste,excessive greenhouse gas emissions,request-95-50-1
excessive greenhouse gas emissions,global temperature rise,request-95-50-2
global temperature rise,climate change,request-95-50-3
<mismanagement of god's work>,failure to adopt sustainable practices,request-95-51-0
failure to adopt sustainable practices,continued environmental harm,request-95-51-1
continued environmental harm,increased vulnerability to climate change,request-95-51-2
increased vulnerability to climate change,climate change,request-95-51-3
<mismanagement of god's work>,neglect of environmental protection,request-95-52-0
neglect of environmental protection,degradation of natural systems,request-95-52-1
degradation of natural systems,collapse of ecosystems,request-95-52-2
collapse of ecosystems,climate change,request-95-52-3
<mismanagement of god's work>,greed and lack of stewardship,request-95-53-0
greed and lack of stewardship,exploitation of the environment,request-95-53-1
exploitation of the environment,severe ecological imbalance,request-95-53-2
severe ecological imbalance,climate change,request-95-53-3
<mismanagement of god's work>,failure to address environmental issues,request-95-54-0
failure to address environmental issues,escalating ecological crises,request-95-54-1
escalating ecological crises,global climate destabilization,request-95-54-2
global climate destabilization,climate change,request-95-54-3
<mismanagement of god's work>,unchecked industrial growth,request-95-55-0
unchecked industrial growth,increased pollution and emissions,request-95-55-1
increased pollution and emissions,accelerated global warming,request-95-55-2
accelerated global warming,climate change,request-95-55-3
<mismanagement of god's work>,disregard for environmental consequences,request-95-56-0
disregard for environmental consequences,irresponsible resource management,request-95-56-1
irresponsible resource management,environmental collapse,request-95-56-2
environmental collapse,climate change,request-95-56-3
<mismanagement of god's work>,overconsumption of resources,request-95-57-0
overconsumption of resources,depletion of natural reserves,request-95-57-1
depletion of natural reserves,loss of ecosystem balance,request-95-57-2
loss of ecosystem balance,climate change,request-95-57-3
<mismanagement of god's work>,failure to adopt sustainable practices,request-95-58-0
failure to adopt sustainable practices,continued environmental degradation,request-95-58-1
continued environmental degradation,increased greenhouse gas emissions,request-95-58-2
increased greenhouse gas emissions,climate change,request-95-58-3
<mismanagement of god's work>,greeddriven exploitation,request-95-59-0
greeddriven exploitation,destruction of natural habitats,request-95-59-1
destruction of natural habitats,loss of ecosystem services,request-95-59-2
loss of ecosystem services,climate change,request-95-59-3
<mismanagement of god's work>,lack of environmental stewardship,request-95-60-0
lack of environmental stewardship,neglect of the planet,request-95-60-1
neglect of the planet,severe ecological damage,request-95-60-2
severe ecological damage,climate change,request-95-60-3
<mismanagement of god's work>,overreliance on fossil fuels,request-95-61-0
overreliance on fossil fuels,excessive co2 emissions,request-95-61-1
excessive co2 emissions,global warming,request-95-61-2
global warming,climate change,request-95-61-3
<mismanagement of god's work>,failure to transition to renewable energy,request-95-62-0
failure to transition to renewable energy,prolonged fossil fuel dependence,request-95-62-1
prolonged fossil fuel dependence,continued climate disruption,request-95-62-2
continued climate disruption,climate change,request-95-62-3
<mismanagement of god's work>,environmental neglect,request-95-63-0
environmental neglect,degradation of ecosystems,request-95-63-1
degradation of ecosystems,reduced resilience to climate change,request-95-63-2
reduced resilience to climate change,climate change,request-95-63-3
<mismanagement of god's work>,greed and consumption,request-95-64-0
greed and consumption,exploitation of natural resources,request-95-64-1
exploitation of natural resources,environmental destruction,request-95-64-2
environmental destruction,climate change,request-95-64-3
<mismanagement of god's work>,lack of sustainable policies,request-95-65-0
lack of sustainable policies,environmental degradation,request-95-65-1
environmental degradation,loss of biodiversity,request-95-65-2
loss of biodiversity,climate change,request-95-65-3
<mismanagement of god's work>,overpopulation and consumption,request-95-66-0
overpopulation and consumption,increased resource depletion,request-95-66-1
increased resource depletion,strain on ecosystems,request-95-66-2
strain on ecosystems,climate change,request-95-66-3
<mismanagement of god's work>,failure to protect the environment,request-95-67-0
failure to protect the environment,unchecked pollution and destruction,request-95-67-1
unchecked pollution and destruction,severe ecological consequences,request-95-67-2
severe ecological consequences,climate change,request-95-67-3
<mismanagement of god's work>,greeddriven decisions,request-95-68-0
greeddriven decisions,exploitation of natural resources,request-95-68-1
exploitation of natural resources,environmental degradation,request-95-68-2
environmental degradation,climate change,request-95-68-3
<mismanagement of god's work>,lack of environmental awareness,request-95-69-0
lack of environmental awareness,indifference to ecological issues,request-95-69-1
indifference to ecological issues,inaction on climate change,request-95-69-2
inaction on climate change,climate change,request-95-69-3
<mismanagement of god's work>,overconsumption and waste,request-95-70-0
overconsumption and waste,excessive greenhouse gas emissions,request-95-70-1
excessive greenhouse gas emissions,global temperature rise,request-95-70-2
global temperature rise,climate change,request-95-70-3
<mismanagement of god's work>,failure to adopt sustainable practices,request-95-71-0
failure to adopt sustainable practices,continued environmental harm,request-95-71-1
continued environmental harm,increased vulnerability to climate change,request-95-71-2
increased vulnerability to climate change,climate change,request-95-71-3
<mismanagement of god's work>,neglect of environmental protection,request-95-72-0
neglect of environmental protection,degradation of natural systems,request-95-72-1
degradation of natural systems,collapse of ecosystems,request-95-72-2
collapse of ecosystems,climate change,request-95-72-3
<mismanagement of god's work>,greed and lack of stewardship,request-95-73-0
greed and lack of stewardship,exploitation of the environment,request-95-73-1
exploitation of the environment,severe ecological imbalance,request-95-73-2
severe ecological imbalance,climate change,request-95-73-3
<mismanagement of god's work>,failure to address environmental issues,request-95-74-0
failure to address environmental issues,escalating ecological crises,request-95-74-1
escalating ecological crises,global climate destabilization,request-95-74-2
global climate destabilization,climate change,request-95-74-3
<mismanagement of god's work>,unchecked industrial growth,request-95-75-0
unchecked industrial growth,increased pollution and emissions,request-95-75-1
increased pollution and emissions,accelerated global warming,request-95-75-2
accelerated global warming,climate change,request-95-75-3
<mismanagement of god's work>,disregard for environmental consequences,request-95-76-0
disregard for environmental consequences,irresponsible resource management,request-95-76-1
irresponsible resource management,environmental collapse,request-95-76-2
environmental collapse,climate change,request-95-76-3
<mismanagement of god's work>,overconsumption of resources,request-95-77-0
overconsumption of resources,depletion of natural reserves,request-95-77-1
depletion of natural reserves,loss of ecosystem balance,request-95-77-2
loss of ecosystem balance,climate change,request-95-77-3
<mismanagement of god's work>,failure to adopt sustainable practices,request-95-78-0
failure to adopt sustainable practices,continued environmental degradation,request-95-78-1
continued environmental degradation,increased greenhouse gas emissions,request-95-78-2
increased greenhouse gas emissions,climate change,request-95-78-3
<mismanagement of god's work>,greeddriven exploitation,request-95-79-0
greeddriven exploitation,destruction of natural habitats,request-95-79-1
destruction of natural habitats,loss of ecosystem services,request-95-79-2
loss of ecosystem services,climate change,request-95-79-3
<mismanagement of god's work>,lack of environmental stewardship,request-95-80-0
lack of environmental stewardship,neglect of the planet,request-95-80-1
neglect of the planet,severe ecological damage,request-95-80-2
severe ecological damage,climate change,request-95-80-3
<mismanagement of god's work>,overreliance on fossil fuels,request-95-81-0
overreliance on fossil fuels,excessive co2 emissions,request-95-81-1
excessive co2 emissions,global warming,request-95-81-2
global warming,climate change,request-95-81-3
<mismanagement of god's work>,failure to transition to renewable energy,request-95-82-0
failure to transition to renewable energy,prolonged fossil fuel dependence,request-95-82-1
prolonged fossil fuel dependence,continued climate disruption,request-95-82-2
continued climate disruption,climate change,request-95-82-3
<mismanagement of god's work>,environmental neglect,request-95-83-0
environmental neglect,degradation of ecosystems,request-95-83-1
degradation of ecosystems,reduced resilience to climate change,request-95-83-2
reduced resilience to climate change,climate change,request-95-83-3
<mismanagement of god's work>,greed and consumption,request-95-84-0
greed and consumption,exploitation of natural resources,request-95-84-1
exploitation of natural resources,environmental destruction,request-95-84-2
environmental destruction,climate change,request-95-84-3
<mismanagement of god's work>,lack of sustainable policies,request-95-85-0
lack of sustainable policies,environmental degradation,request-95-85-1
environmental degradation,loss of biodiversity,request-95-85-2
loss of biodiversity,climate change,request-95-85-3
<mismanagement of god's work>,overpopulation and consumption,request-95-86-0
overpopulation and consumption,increased resource depletion,request-95-86-1
increased resource depletion,strain on ecosystems,request-95-86-2
strain on ecosystems,climate change,request-95-86-3
<mismanagement of god's work>,failure to protect the environment,request-95-87-0
failure to protect the environment,unchecked pollution and destruction,request-95-87-1
unchecked pollution and destruction,severe ecological consequences,request-95-87-2
severe ecological consequences,climate change,request-95-87-3
<mismanagement of god's work>,greeddriven decisions,request-95-88-0
greeddriven decisions,exploitation of natural resources,request-95-88-1
exploitation of natural resources,environmental degradation,request-95-88-2
environmental degradation,climate change,request-95-88-3
<mismanagement of god's work>,lack of environmental awareness,request-95-89-0
lack of environmental awareness,indifference to ecological issues,request-95-89-1
indifference to ecological issues,inaction on climate change,request-95-89-2
inaction on climate change,climate change,request-95-89-3
<mismanagement of god's work>,overconsumption and waste,request-95-90-0
overconsumption and waste,excessive greenhouse gas emissions,request-95-90-1
excessive greenhouse gas emissions,global temperature rise,request-95-90-2
global temperature rise,climate change,request-95-90-3
<mismanagement of god's work>,failure to adopt sustainable practices,request-95-91-0
failure to adopt sustainable practices,continued environmental harm,request-95-91-1
continued environmental harm,increased vulnerability to climate change,request-95-91-2
increased vulnerability to climate change,climate change,request-95-91-3
<mismanagement of god's work>,neglect of environmental protection,request-95-92-0
neglect of environmental protection,degradation of natural systems,request-95-92-1
degradation of natural systems,collapse of ecosystems,request-95-92-2
collapse of ecosystems,climate change,request-95-92-3
<mismanagement of god's work>,greed and lack of stewardship,request-95-93-0
greed and lack of stewardship,exploitation of the environment,request-95-93-1
exploitation of the environment,severe ecological imbalance,request-95-93-2
severe ecological imbalance,climate change,request-95-93-3
<mismanagement of god's work>,failure to address environmental issues,request-95-94-0
failure to address environmental issues,escalating ecological crises,request-95-94-1
escalating ecological crises,global climate destabilization,request-95-94-2
global climate destabilization,climate change,request-95-94-3
<mismanagement of god's work>,unchecked industrial growth,request-95-95-0
unchecked industrial growth,increased pollution and emissions,request-95-95-1
increased pollution and emissions,accelerated global warming,request-95-95-2
accelerated global warming,climate change,request-95-95-3
<mismanagement of god's work>,disregard for environmental consequences,request-95-96-0
disregard for environmental consequences,irresponsible resource management,request-95-96-1
irresponsible resource management,environmental collapse,request-95-96-2
environmental collapse,climate change,request-95-96-3
<mismanagement of god's work>,overconsumption of resources,request-95-97-0
overconsumption of resources,depletion of natural reserves,request-95-97-1
depletion of natural reserves,loss of ecosystem balance,request-95-97-2
loss of ecosystem balance,climate change,request-95-97-3
<mismanagement of god's work>,failure to adopt sustainable practices,request-95-98-0
failure to adopt sustainable practices,continued environmental degradation,request-95-98-1
continued environmental degradation,increased greenhouse gas emissions,request-95-98-2
increased greenhouse gas emissions,climate change,request-95-98-3
<mismanagement of god's work>,greeddriven exploitation,request-95-99-0
greeddriven exploitation,destruction of natural habitats,request-95-99-1
destruction of natural habitats,loss of ecosystem services,request-95-99-2
loss of ecosystem services,climate change,request-95-99-3
<mismanagement of god's work>,lack of environmental stewardship,request-95-100-0
lack of environmental stewardship,neglect of the planet,request-95-100-1
neglect of the planet,severe ecological damage,request-95-100-2
severe ecological damage,climate change,request-95-100-3
<mismanagement of god's work>,overreliance on fossil fuels,request-95-101-0
overreliance on fossil fuels,excessive co2 emissions,request-95-101-1
excessive co2 emissions,global warming,request-95-101-2
global warming,climate change,request-95-101-3
<mismanagement of god's work>,failure to transition to renewable energy,request-95-102-0
failure to transition to renewable energy,prolonged fossil fuel dependence,request-95-102-1
prolonged fossil fuel dependence,continued climate disruption,request-95-102-2
continued climate disruption,climate change,request-95-102-3
<mismanagement of god's work>,environmental neglect,request-95-103-0
environmental neglect,degradation of ecosystems,request-95-103-1
degradation of ecosystems,reduced resilience to climate change,request-95-103-2
reduced resilience to climate change,climate change,request-95-103-3
<mismanagement of god's work>,greed and consumption,request-95-104-0
greed and consumption,exploitation of natural resources,request-95-104-1
exploitation of natural resources,environmental destruction <,request-95-104-2
human activity,burning of fossil fuels,request-96-0-0
burning of fossil fuels,carbon dioxide emissions,request-96-0-1
carbon dioxide emissions,greenhouse gas concentrations,request-96-0-2
human activity,deforestation,request-96-1-0
deforestation,reduced carbon sequestration,request-96-1-1
reduced carbon sequestration,increased atmospheric co2,request-96-1-2
increased atmospheric co2,greenhouse gas concentrations,request-96-1-3
human activity,industrial processes,request-96-2-0
industrial processes,release of fluorinated gases,request-96-2-1
release of fluorinated gases,greenhouse gas concentrations,request-96-2-2
human activity,agriculture,request-96-3-0
agriculture,nitrous oxide emissions,request-96-3-1
nitrous oxide emissions,greenhouse gas concentrations,request-96-3-2
human activity,transportation,request-96-4-0
transportation,emissions of co2 and other ghgs,request-96-4-1
emissions of co2 and other ghgs,greenhouse gas concentrations,request-96-4-2
human activity,population growth,request-96-5-0
population growth,increased energy demand,request-96-5-1
increased energy demand,higher fossil fuel consumption,request-96-5-2
higher fossil fuel consumption,elevated co2 levels,request-96-5-3
elevated co2 levels,greenhouse gas concentrations,request-96-5-4
human activity,consumption patterns,request-96-6-0
consumption patterns,increased production,request-96-6-1
increased production,greater resource exploitation,request-96-6-2
greater resource exploitation,more ghg emissions,request-96-6-3
more ghg emissions,greenhouse gas concentrations,request-96-6-4
human activity,urbanization,request-96-7-0
urbanization,expanded infrastructure,request-96-7-1
expanded infrastructure,higher energy consumption,request-96-7-2
higher energy consumption,increased ghg emissions,request-96-7-3
increased ghg emissions,greenhouse gas concentrations,request-96-7-4
human activity,technological advancements,request-96-8-0
technological advancements,dependence on fossil fuels,request-96-8-1
dependence on fossil fuels,continued high emissions,request-96-8-2
continued high emissions,greenhouse gas concentrations,request-96-8-3
human activity,lack of regulations,request-96-9-0
lack of regulations,uncontrolled industrial emissions,request-96-9-1
uncontrolled industrial emissions,high levels of ghgs,request-96-9-2
high levels of ghgs,greenhouse gas concentrations,request-96-9-3
human activity,consumerism,request-96-10-0
consumerism,mass production,request-96-10-1
mass production,excessive waste,request-96-10-2
excessive waste,methane from landfills,request-96-10-3
methane from landfills,greenhouse gas concentrations,request-96-10-4
human activity,agricultural expansion,request-96-11-0
agricultural expansion,livestock farming,request-96-11-1
livestock farming,methane and n2o emissions,request-96-11-2
methane and n2o emissions,greenhouse gas concentrations,request-96-11-3
human activity,fertilizer use,request-96-12-0
fertilizer use,nitrous oxide release,request-96-12-1
nitrous oxide release,greenhouse gas concentrations,request-96-12-2
human activity,air travel,request-96-13-0
air travel,contrail formation and co2 emissions,request-96-13-1
contrail formation and co2 emissions,greenhouse gas concentrations,request-96-13-2
human activity,inefficient energy use,request-96-14-0
inefficient energy use,wasted electricity,request-96-14-1
wasted electricity,increased power plant emissions,request-96-14-2
increased power plant emissions,greenhouse gas concentrations,request-96-14-3
human activity,food waste,request-96-15-0
food waste,decomposition in landfills,request-96-15-1
decomposition in landfills,methane emissions,request-96-15-2
methane emissions,greenhouse gas concentrations,request-96-15-3
human activity,overconsumption of resources,request-96-16-0
overconsumption of resources,increased industrial activity,request-96-16-1
increased industrial activity,higher emissions of ghgs,request-96-16-2
higher emissions of ghgs,greenhouse gas concentrations,request-96-16-3
human activity,land use changes,request-96-17-0
land use changes,soil disturbance,request-96-17-1
soil disturbance,release of stored carbon,request-96-17-2
release of stored carbon,greenhouse gas concentrations,request-96-17-3
human activity,industrial agriculture,request-96-18-0
industrial agriculture,monoculture practices,request-96-18-1
monoculture practices,reduced biodiversity,request-96-18-2
reduced biodiversity,disrupted ecosystems,request-96-18-3
disrupted ecosystems,impaired carbon sinks,request-96-18-4
impaired carbon sinks,increased atmospheric co2,request-96-18-5
increased atmospheric co2,greenhouse gas concentrations,request-96-18-6
human activity,extraction and processing of raw materials,request-96-19-0
extraction and processing of raw materials,energyintensive manufacturing,request-96-19-1
energyintensive manufacturing,high ghg emissions,request-96-19-2
high ghg emissions,greenhouse gas concentrations,request-96-19-3
human activity,global trade,request-96-20-0
global trade,increased shipping and aviation,request-96-20-1
increased shipping and aviation,higher fuel consumption,request-96-20-2
higher fuel consumption,elevated ghg emissions,request-96-20-3
elevated ghg emissions,greenhouse gas concentrations,request-96-20-4
human activity,suburban sprawl,request-96-21-0
suburban sprawl,longer commutes,request-96-21-1
longer commutes,more vehicle emissions,request-96-21-2
more vehicle emissions,greenhouse gas concentrations,request-96-21-3
human activity,disposable culture,request-96-22-0
disposable culture,singleuse plastics,request-96-22-1
singleuse plastics,fossil fuelbased production,request-96-22-2
fossil fuelbased production,ghg emissions,request-96-22-3
ghg emissions,greenhouse gas concentrations,request-96-22-4
human activity,energy production,request-96-23-0
energy production,reliance on coal,request-96-23-1
reliance on coal,co2 emissions,request-96-23-2
co2 emissions,greenhouse gas concentrations,request-96-23-3
human activity,water management,request-96-24-0
water management,reservoir creation,request-96-24-1
reservoir creation,methane production,request-96-24-2
methane production,greenhouse gas concentrations,request-96-24-3
human activity,food production,request-96-25-0
food production,livestock digestion,request-96-25-1
livestock digestion,methane emissions,request-96-25-2
methane emissions,greenhouse gas concentrations,request-96-25-3
human activity,heating and cooling,request-96-26-0
heating and cooling,energy demand,request-96-26-1
energy demand,fossil fuel power generation,request-96-26-2
fossil fuel power generation,co2 emissions,request-96-26-3
co2 emissions,greenhouse gas concentrations,request-96-26-4
human activity,manufacturing,request-96-27-0
manufacturing,use of halocarbons,request-96-27-1
use of halocarbons,release of potent ghgs,request-96-27-2
release of potent ghgs,greenhouse gas concentrations,request-96-27-3
human activity,forest fires,request-96-28-0
forest fires,immediate co2 release,request-96-28-1
immediate co2 release,greenhouse gas concentrations,request-96-28-2
human activity,coastal development,request-96-29-0
coastal development,destruction of mangroves,request-96-29-1
destruction of mangroves,reduced carbon storage,request-96-29-2
reduced carbon storage,increased atmospheric co2,request-96-29-3
