cause,effect,custom_id
deforestation,soil erosion,request-99-1-0
soil erosion,loss of soil stability,request-99-1-1
loss of soil stability,heavy rainfall,request-99-1-2
heavy rainfall,water infiltration,request-99-1-3
water infiltration,landslide,request-99-1-4
deforestation,loss of plant roots,request-99-2-0
loss of plant roots,weakened soil structure,request-99-2-1
weakened soil structure,intense rainfall,request-99-2-2
intense rainfall,saturated soil,request-99-2-3
saturated soil,landslide,request-99-2-4
deforestation,loss of vegetation cover,request-99-3-0
loss of vegetation cover,increased sunlight,request-99-3-1
increased sunlight,higher soil temperatures,request-99-3-2
higher soil temperatures,drying of soil,request-99-3-3
drying of soil,loss of soil stability,request-99-3-4
loss of soil stability,heavy rainfall,request-99-3-5
heavy rainfall,landslide,request-99-3-6
rise in global temperatures,melting of glaciers and polar ice caps,request-100-0-0
melting of glaciers and polar ice caps,increase in sea level,request-100-0-1
increase in sea level,inundation of coastal areas,request-100-0-2
inundation of coastal areas,soil erosion due to flooding,request-100-0-3
soil erosion due to flooding,reduction in soil stability,request-100-0-4
reduction in soil stability,land sliding,request-100-0-5
rise in global temperatures,changes in precipitation patterns,request-100-1-0
changes in precipitation patterns,increased frequency of heavy rainfall events,request-100-1-1
increased frequency of heavy rainfall events,saturation of soil,request-100-1-2
saturation of soil,reduced soil strength,request-100-1-3
reduced soil strength,land sliding,request-100-1-4
rise in global temperatures,increase in permafrost thawing,request-100-2-0
increase in permafrost thawing,loss of ground ice,request-100-2-1
loss of ground ice,reduction in soil support,request-100-2-2
reduction in soil support,land sliding,request-100-2-3
melting of glaciers,increase in water volume in rivers and lakes,request-101-0-0
increase in water volume in rivers and lakes,increased water pressure on slopes,request-101-0-1
increased water pressure on slopes,slope instability,request-101-0-2
slope instability,land sliding,request-101-0-3
melting of glaciers,sea level rise,request-101-1-0
sea level rise,coastal erosion,request-101-1-1
coastal erosion,loss of coastal vegetation and soil,request-101-1-2
loss of coastal vegetation and soil,reduced stability of coastal slopes,request-101-1-3
reduced stability of coastal slopes,land sliding,request-101-1-4
melting of glaciers,decrease in snowmelt water supply,request-101-2-0
decrease in snowmelt water supply,drought conditions,request-101-2-1
drought conditions,drying of soil,request-101-2-2
drying of soil,reduced soil cohesion,request-101-2-3
reduced soil cohesion,land sliding,request-101-2-4
melting of glaciers,groundwater recharge decrease,request-101-3-0
groundwater recharge decrease,lower groundwater table,request-101-3-1
lower groundwater table,loss of pore water pressure,request-101-3-2
loss of pore water pressure,reduced resistance to sliding,request-101-3-3
reduced resistance to sliding,land sliding,request-101-3-4
soil erosion,loss of vegetation cover,request-102-0-0
loss of vegetation cover,increased runoff,request-102-0-1
increased runoff,erosion of topsoil,request-102-0-2
erosion of topsoil,decrease in soil stability,request-102-0-3
decrease in soil stability,land sliding,request-102-0-4
soil erosion,loss of vegetation cover,request-102-1-0
loss of vegetation cover,increased runoff,request-102-1-1
increased runoff,erosion of topsoil,request-102-1-2
erosion of topsoil,exposure of underlying rock,request-102-1-3
exposure of underlying rock,rockslides,request-102-1-4
rockslides,land sliding,request-102-1-5
soil erosion,loss of vegetation cover,request-102-2-0
loss of vegetation cover,increased runoff,request-102-2-1
increased runoff,erosion of topsoil,request-102-2-2
erosion of topsoil,compaction of subsoil,request-102-2-3
compaction of subsoil,reduced infiltration,request-102-2-4
reduced infiltration,saturated soil,request-102-2-5
saturated soil,slope failure,request-102-2-6
slope failure,land sliding,request-102-2-7
soil erosion,loss of vegetation cover,request-102-3-0
loss of vegetation cover,increased runoff,request-102-3-1
increased runoff,erosion of topsoil,request-102-3-2
erosion of topsoil,loss of soil structure,request-102-3-3
loss of soil structure,decreased resistance to rainplash,request-102-3-4
decreased resistance to rainplash,further soil erosion,request-102-3-5
further soil erosion,increased risk of land sliding,request-102-3-6
earthquake,ground shaking,request-103-0-0
ground shaking,loosens soil,request-103-0-1
loosens soil,triggers landslide,request-103-0-2
earthquake,ground shaking,request-103-1-0
ground shaking,weakens slopes,request-103-1-1
weakens slopes,triggers landslide,request-103-1-2
earthquake,ground shaking,request-103-2-0
ground shaking,disrupts underground water,request-103-2-1
disrupts underground water,saturates soil,request-103-2-2
saturates soil,triggers landslide,request-103-2-3
earthquake,ground shaking,request-103-3-0
ground shaking,fractures bedrock,request-103-3-1
fractures bedrock,alters slope stability,request-103-3-2
alters slope stability,triggers landslide,request-103-3-3
deforestation,soil erosion,request-104-0-0
soil erosion,increased runoff,request-104-0-1
increased runoff,rivers filled with mud,request-104-0-2
deforestation,loss of vegetation,request-104-1-0
loss of vegetation,reduced water infiltration,request-104-1-1
reduced water infiltration,increased surface runoff,request-104-1-2
increased surface runoff,erosion of soil,request-104-1-3
erosion of soil,rivers filled with mud,request-104-1-4
deforestation,destruction of tree roots,request-104-2-0
destruction of tree roots,loss of soil stability,request-104-2-1
loss of soil stability,landslides,request-104-2-2
landslides,sediment transport,request-104-2-3
sediment transport,rivers filled with mud,request-104-2-4
deforestation,loss of vegetation,request-104-3-0
loss of vegetation,reduced water purification,request-104-3-1
reduced water purification,increased sediment in water,request-104-3-2
increased sediment in water,rivers filled with mud,request-104-3-3
deforestation,loss of animal habitat,request-104-4-0
loss of animal habitat,disruption of ecosystem,request-104-4-1
disruption of ecosystem,changes in precipitation patterns,request-104-4-2
changes in precipitation patterns,increased rainfall intensity,request-104-4-3
increased rainfall intensity,flash flooding,request-104-4-4
flash flooding,rivers filled with mud,request-104-4-5
rise in global temperatures,melting of polar ice caps,request-105-0-0
melting of polar ice caps,sea level rise,request-105-0-1
sea level rise,increased frequency of heavy rainfall events,request-105-0-2
increased frequency of heavy rainfall events,soil erosion,request-105-0-3
soil erosion,rivers filled with mud,request-105-0-4
rise in global temperatures,increased evaporation rates,request-105-1-0
increased evaporation rates,more frequent and intense storms,request-105-1-1
more frequent and intense storms,soil erosion,request-105-1-2
soil erosion,rivers filled with mud,request-105-1-3
rise in global temperatures,altered precipitation patterns,request-105-2-0
altered precipitation patterns,increased runoff from intense rainfall,request-105-2-1
increased runoff from intense rainfall,riverbank erosion,request-105-2-2
riverbank erosion,rivers filled with mud,request-105-2-3
rise in global temperatures,changes in vegetation patterns,request-105-3-0
changes in vegetation patterns,deforestation and land degradation,request-105-3-1
deforestation and land degradation,soil erosion,request-105-3-2
soil erosion,rivers filled with mud,request-105-3-3
rise in global temperatures,permafrost thaw,request-105-4-0
permafrost thaw,release of carbon and other nutrients,request-105-4-1
release of carbon and other nutrients,algal blooms,request-105-4-2
algal blooms,increased sediment in rivers,request-105-4-3
increased sediment in rivers,rivers filled with mud,request-105-4-4
melting of glaciers,increase in water volume,request-106-0-0
increase in water volume,increased water flow in rivers,request-106-0-1
increased water flow in rivers,erosion of riverbanks,request-106-0-2
erosion of riverbanks,soil and debris entering rivers,request-106-0-3
soil and debris entering rivers,rivers filled with mud,request-106-0-4
melting of glaciers,increase in water volume,request-106-1-0
increase in water volume,increased water flow in rivers,request-106-1-1
increased water flow in rivers,increased river current,request-106-1-2
increased river current,erosion of riverbed,request-106-1-3
erosion of riverbed,soil and debris entering rivers,request-106-1-4
soil and debris entering rivers,rivers filled with mud,request-106-1-5
melting of glaciers,increase in water volume,request-106-2-0
increase in water volume,increased water flow in rivers,request-106-2-1
increased water flow in rivers,flooding in surrounding areas,request-106-2-2
flooding in surrounding areas,soil and debris washed into rivers,request-106-2-3
soil and debris washed into rivers,rivers filled with mud,request-106-2-4
soil erosion,erosion of plant roots,request-107-0-0
erosion of plant roots,loss of vegetation cover,request-107-0-1
loss of vegetation cover,increased rainfall runoff,request-107-0-2
increased rainfall runoff,flash floods,request-107-0-3
flash floods,rivers filled with mud,request-107-0-4
soil erosion,erosion of topsoil,request-107-1-0
erosion of topsoil,loss of fertile soil,request-107-1-1
loss of fertile soil,reduced crop yield,request-107-1-2
reduced crop yield,increased poverty,request-107-1-3
increased poverty,desperate farmers clear more land,request-107-1-4
desperate farmers clear more land,deforestation,request-107-1-5
deforestation,loss of tree cover,request-107-1-6
loss of tree cover,increased rainfall runoff,request-107-1-7
increased rainfall runoff,flash floods,request-107-1-8
flash floods,rivers filled with mud,request-107-1-9
soil erosion,erosion of topsoil,request-107-2-0
erosion of topsoil,loss of fertile soil,request-107-2-1
loss of fertile soil,reduced crop yield,request-107-2-2
reduced crop yield,increased hunger,request-107-2-3
increased hunger,malnutrition,request-107-2-4
malnutrition,weaker immune system,request-107-2-5
weaker immune system,increased susceptibility to diseases,request-107-2-6
increased susceptibility to diseases,high mortality rates,request-107-2-7
high mortality rates,reduced workforce,request-107-2-8
reduced workforce,less maintenance of river infrastructure,request-107-2-9
less maintenance of river infrastructure,rivers filled with mud,request-107-2-10
soil erosion,erosion of topsoil,request-107-3-0
erosion of topsoil,loss of fertile soil,request-107-3-1
loss of fertile soil,reduced crop yield,request-107-3-2
reduced crop yield,increased unemployment,request-107-3-3
increased unemployment,economic downturn,request-107-3-4
economic downturn,decreased investment in environmental conservation,request-107-3-5
decreased investment in environmental conservation,neglect of river management,request-107-3-6
neglect of river management,rivers filled with mud,request-107-3-7
soil erosion,erosion of topsoil,request-107-4-0
erosion of topsoil,loss of fertile soil,request-107-4-1
loss of fertile soil,reduced crop yield,request-107-4-2
reduced crop yield,increased migration,request-107-4-3
increased migration,overcrowding in urban areas,request-107-4-4
overcrowding in urban areas,increased pressure on infrastructure,request-107-4-5
increased pressure on infrastructure,neglect of river management,request-107-4-6
neglect of river management,rivers filled with mud,request-107-4-7
earthquake,ground shaking,request-108-0-0
ground shaking,ground liquefaction,request-108-0-1
ground liquefaction,ground losing strength,request-108-0-2
ground losing strength,soil and rock moving downhill,request-108-0-3
soil and rock moving downhill,debris flow,request-108-0-4
debris flow,rivers filled with mud,request-108-0-5
earthquake,ground shaking,request-108-1-0
ground shaking,ground fracturing,request-108-1-1
ground fracturing,landlides,request-108-1-2
landlides,debris entering rivers,request-108-1-3
debris entering rivers,rivers filled with mud,request-108-1-4
earthquake,ground shaking,request-108-2-0
ground shaking,dams failing,request-108-2-1
dams failing,water releasing,request-108-2-2
water releasing,sediments dislodging,request-108-2-3
sediments dislodging,rivers filled with mud,request-108-2-4
deforestation,soil erosion,request-109-0-0
soil erosion,increased runoff,request-109-0-1
increased runoff,sediment buildup,request-109-0-2
sediment buildup,canals filled with mud,request-109-0-3
deforestation,loss of vegetation cover,request-109-1-0
loss of vegetation cover,reduced water infiltration,request-109-1-1
reduced water infiltration,increased surface water,request-109-1-2
increased surface water,sediment buildup,request-109-1-3
sediment buildup,canals filled with mud,request-109-1-4
deforestation,decline in soil fertility,request-109-2-0
decline in soil fertility,reduced plant growth,request-109-2-1
reduced plant growth,loss of vegetation cover,request-109-2-2
loss of vegetation cover,increased runoff,request-109-2-3
increased runoff,sediment buildup,request-109-2-4
sediment buildup,canals filled with mud,request-109-2-5
deforestation,soil erosion,request-109-3-0
soil erosion,loss of topsoil,request-109-3-1
loss of topsoil,decline in soil fertility,request-109-3-2
decline in soil fertility,reduced plant growth,request-109-3-3
reduced plant growth,loss of vegetation cover,request-109-3-4
loss of vegetation cover,increased runoff,request-109-3-5
increased runoff,sediment buildup,request-109-3-6
sediment buildup,canals filled with mud,request-109-3-7
deforestation,soil erosion,request-109-4-0
soil erosion,increased runoff,request-109-4-1
increased runoff,flooding,request-109-4-2
flooding,erosion of canal banks,request-109-4-3
erosion of canal banks,sediment buildup,request-109-4-4
sediment buildup,canals filled with mud,request-109-4-5
rise in global temperatures,melting of polar ice caps,request-110-0-0
melting of polar ice caps,sea level rise,request-110-0-1
sea level rise,inundation of coastal areas,request-110-0-2
inundation of coastal areas,destruction of coastal infrastructure,request-110-0-3
destruction of coastal infrastructure,flooding of canals,request-110-0-4
flooding of canals,accumulation of sediment and mud in canals,request-110-0-5
accumulation of sediment and mud in canals,canals filled with mud,request-110-0-6
rise in global temperatures,increased frequency and intensity of heavy rainfall events,request-110-1-0
increased frequency and intensity of heavy rainfall events,flooding of lowlying areas,request-110-1-1
flooding of lowlying areas,erosion of riverbanks,request-110-1-2
erosion of riverbanks,increased sediment load in rivers,request-110-1-3
increased sediment load in rivers,deposit of sediment in canals,request-110-1-4
deposit of sediment in canals,canals filled with mud,request-110-1-5
rise in global temperatures,changes in ocean currents,request-110-2-0
changes in ocean currents,altered weather patterns,request-110-2-1
altered weather patterns,increased frequency of droughts,request-110-2-2
increased frequency of droughts,reduced water flow in canals,request-110-2-3
reduced water flow in canals,sediment buildup in canals,request-110-2-4
sediment buildup in canals,canals filled with mud,request-110-2-5
melting of glaciers,rise in sea level due to increased water volume,request-111-0-0
rise in sea level due to increased water volume,coastal flooding,request-111-0-1
coastal flooding,saltwater intrusion into freshwater canals,request-111-0-2
saltwater intrusion into freshwater canals,"mixing of saltwater and freshwater, causing sediment suspension",request-111-0-3
"mixing of saltwater and freshwater, causing sediment suspension",canals filled with mud,request-111-0-4
melting of glaciers,increased runoff into rivers,request-111-1-0
increased runoff into rivers,increased sediment transport by rivers,request-111-1-1
increased sediment transport by rivers,sediment deposition in river mouths and estuaries,request-111-1-2
sediment deposition in river mouths and estuaries,sediment transport by tides and currents into canals,request-111-1-3
sediment transport by tides and currents into canals,canals filled with mud,request-111-1-4
melting of glaciers,rise in sea level due to increased water volume,request-111-2-0
rise in sea level due to increased water volume,increased frequency and intensity of storms,request-111-2-1
increased frequency and intensity of storms,storm surges causing coastal flooding,request-111-2-2
storm surges causing coastal flooding,saltwater intrusion into freshwater canals,request-111-2-3
saltwater intrusion into freshwater canals,"mixing of saltwater and freshwater, causing sediment suspension",request-111-2-4
"mixing of saltwater and freshwater, causing sediment suspension",canals filled with mud,request-111-2-5
melting of glaciers,increased runoff into rivers,request-111-3-0
increased runoff into rivers,increased sediment transport by rivers,request-111-3-1
increased sediment transport by rivers,sediment deposition in river mouths and estuaries,request-111-3-2
sediment deposition in river mouths and estuaries,increased frequency and intensity of storms,request-111-3-3
increased frequency and intensity of storms,storm surges causing coastal flooding,request-111-3-4
storm surges causing coastal flooding,saltwater intrusion into freshwater canals,request-111-3-5
saltwater intrusion into freshwater canals,"mixing of saltwater and freshwater, causing sediment suspension",request-111-3-6
"mixing of saltwater and freshwater, causing sediment suspension",canals filled with mud,request-111-3-7
soil erosion,increased runoff,request-112-0-0
increased runoff,sediment transport,request-112-0-1
sediment transport,canals filled with mud,request-112-0-2
soil erosion,increased runoff,request-112-1-0
increased runoff,sediment deposition,request-112-1-1
sediment deposition,canal blockage,request-112-1-2
canal blockage,canals filled with mud,request-112-1-3
soil erosion,increased runoff,request-112-2-0
increased runoff,sediment transport,request-112-2-1
sediment transport,canal silting,request-112-2-2
canal silting,canals filled with mud,request-112-2-3
soil erosion,reduced soil fertility,request-112-3-0
reduced soil fertility,decreased crop yield,request-112-3-1
decreased crop yield,increased flooding,request-112-3-2
increased flooding,sediment transport,request-112-3-3
sediment transport,canal filling,request-112-3-4
canal filling,canals filled with mud,request-112-3-5
soil erosion,increased runoff,request-112-4-0
increased runoff,sediment transport,request-112-4-1
sediment transport,canal siltation,request-112-4-2
canal siltation,canal capacity reduction,request-112-4-3
canal capacity reduction,canals filled with mud,request-112-4-4
soil erosion,increased runoff,request-112-5-0
increased runoff,sediment transport,request-112-5-1
sediment transport,canal sedimentation,request-112-5-2
canal sedimentation,canal closure,request-112-5-3
canal closure,canals filled with mud,request-112-5-4
earthquake,ground shaking,request-113-0-0
ground shaking,building collapse,request-113-0-1
building collapse,water mains break,request-113-0-2
water mains break,water flows into canals,request-113-0-3
water flows into canals,sediment and debris carried by water,request-113-0-4
sediment and debris carried by water,canals filled with mud,request-113-0-5
earthquake,ground shaking,request-113-1-0
ground shaking,soil liquefaction,request-113-1-1
soil liquefaction,canals lose structural integrity,request-113-1-2
canals lose structural integrity,water flows into canals,request-113-1-3
water flows into canals,sediment and debris carried by water,request-113-1-4
sediment and debris carried by water,canals filled with mud,request-113-1-5
earthquake,ground shaking,request-113-2-0
ground shaking,rivers overflow,request-113-2-1
rivers overflow,water flows into canals,request-113-2-2
water flows into canals,sediment and debris carried by water,request-113-2-3
sediment and debris carried by water,canals filled with mud,request-113-2-4
earthquake,ground shaking,request-113-3-0
ground shaking,tsunami generated,request-113-3-1
tsunami generated,tsunami waves reach coastal canals,request-113-3-2
tsunami waves reach coastal canals,water flows into canals,request-113-3-3
water flows into canals,sediment and debris carried by water,request-113-3-4
sediment and debris carried by water,canals filled with mud,request-113-3-5
deforestation,soil erosion,request-114-0-0
soil erosion,sediment increase in rivers,request-114-0-1
sediment increase in rivers,dams filled with mud,request-114-0-2
deforestation,soil erosion,request-114-1-0
soil erosion,increased flooding,request-114-1-1
increased flooding,sediment deposition in dams,request-114-1-2
sediment deposition in dams,dams filled with mud,request-114-1-3
deforestation,soil erosion,request-114-2-0
soil erosion,loss of topsoil,request-114-2-1
loss of topsoil,reduced agricultural productivity,request-114-2-2
reduced agricultural productivity,economic decline,request-114-2-3
economic decline,reduced maintenance of dams,request-114-2-4
reduced maintenance of dams,dams filled with mud,request-114-2-5
deforestation,soil erosion,request-114-3-0
soil erosion,decreased water quality,request-114-3-1
decreased water quality,decreased aquatic life,request-114-3-2
decreased aquatic life,reduced fish population,request-114-3-3
reduced fish population,economic decline,request-114-3-4
economic decline,reduced maintenance of dams,request-114-3-5
reduced maintenance of dams,dams filled with mud,request-114-3-6
deforestation,soil erosion,request-114-4-0
soil erosion,decreased groundwater recharge,request-114-4-1
decreased groundwater recharge,water scarcity,request-114-4-2
water scarcity,increased dependence on dam water,request-114-4-3
increased dependence on dam water,increased dam usage,request-114-4-4
increased dam usage,dams filled with mud,request-114-4-5
rise in global temperatures,melting of glaciers and polar ice,request-115-0-0
melting of glaciers and polar ice,increase in water volume in rivers,request-115-0-1
increase in water volume in rivers,more frequent and intense rainfall events,request-115-0-2
more frequent and intense rainfall events,increased soil erosion,request-115-0-3
increased soil erosion,sediment buildup in dams,request-115-0-4
sediment buildup in dams,dams filled with mud,request-115-0-5
rise in global temperatures,changes in precipitation patterns,request-115-1-0
changes in precipitation patterns,increased frequency of heavy rainfall events,request-115-1-1
increased frequency of heavy rainfall events,flash flooding,request-115-1-2
flash flooding,soil erosion and sediment transport,request-115-1-3
soil erosion and sediment transport,sediment buildup in dams,request-115-1-4
sediment buildup in dams,dams filled with mud,request-115-1-5
rise in global temperatures,increased frequency of extreme weather events,request-115-2-0
increased frequency of extreme weather events,more intense storms and hurricanes,request-115-2-1
more intense storms and hurricanes,storm surges and coastal flooding,request-115-2-2
storm surges and coastal flooding,saltwater intrusion into freshwater systems,request-115-2-3
saltwater intrusion into freshwater systems,sediment buildup in dams,request-115-2-4
sediment buildup in dams,dams filled with mud,request-115-2-5
melting of glaciers,rise in sea level,request-116-0-0
rise in sea level,increased flooding of coastal areas,request-116-0-1
increased flooding of coastal areas,erosion of riverbanks,request-116-0-2
erosion of riverbanks,reduced capacity of dams to hold water,request-116-0-3
reduced capacity of dams to hold water,dams filled with mud,request-116-0-4
melting of glaciers,rise in sea level,request-116-1-0
rise in sea level,increased river discharge,request-116-1-1
increased river discharge,increased sediment load in rivers,request-116-1-2
increased sediment load in rivers,sedimentation in dams,request-116-1-3
sedimentation in dams,dams filled with mud,request-116-1-4
melting of glaciers,rise in sea level,request-116-2-0
rise in sea level,increased flooding of coastal areas,request-116-2-1
increased flooding of coastal areas,increased sediment transport to rivers,request-116-2-2
increased sediment transport to rivers,sedimentation in dams,request-116-2-3
sedimentation in dams,dams filled with mud,request-116-2-4
soil erosion,increased runoff,request-117-0-0
increased runoff,sediment transport,request-117-0-1
sediment transport,dams filled with mud,request-117-0-2
soil erosion,increased runoff,request-117-1-0
increased runoff,sediment deposition,request-117-1-1
sediment deposition,dam silting,request-117-1-2
dam silting,dams filled with mud,request-117-1-3
soil erosion,reduced soil fertility,request-117-2-0
reduced soil fertility,decreased crop yields,request-117-2-1
decreased crop yields,increased farming pressure on other lands,request-117-2-2
increased farming pressure on other lands,increased deforestation,request-117-2-3
increased deforestation,increased runoff,request-117-2-4
increased runoff,sediment transport,request-117-2-5
sediment transport,dams filled with mud,request-117-2-6
soil erosion,reduced soil fertility,request-117-3-0
reduced soil fertility,decreased crop yields,request-117-3-1
decreased crop yields,increased livestock grazing pressure,request-117-3-2
increased livestock grazing pressure,increased land degradation,request-117-3-3
increased land degradation,increased runoff,request-117-3-4
increased runoff,sediment transport,request-117-3-5
sediment transport,dams filled with mud,request-117-3-6
earthquake,ground shaking,request-118-0-0
ground shaking,riverbank instability,request-118-0-1
riverbank instability,riverbank collapse,request-118-0-2
riverbank collapse,river flow obstruction,request-118-0-3
river flow obstruction,dam formation,request-118-0-4
dam formation,mud accumulation,request-118-0-5
mud accumulation,dams filled with mud,request-118-0-6
earthquake,ground shaking,request-118-1-0
ground shaking,landslide,request-118-1-1
landslide,river flow obstruction,request-118-1-2
river flow obstruction,dam formation,request-118-1-3
dam formation,mud accumulation,request-118-1-4
mud accumulation,dams filled with mud,request-118-1-5
earthquake,ground shaking,request-118-2-0
ground shaking,soil liquefaction,request-118-2-1
soil liquefaction,river flow obstruction,request-118-2-2
river flow obstruction,dam formation,request-118-2-3
dam formation,mud accumulation,request-118-2-4
mud accumulation,dams filled with mud,request-118-2-5
earthquake,ground shaking,request-118-3-0
ground shaking,riverbank instability,request-118-3-1
riverbank instability,riverbank collapse,request-118-3-2
riverbank collapse,debris flow,request-118-3-3
debris flow,dam formation,request-118-3-4
dam formation,mud accumulation,request-118-3-5
mud accumulation,dams filled with mud,request-118-3-6
unplanned urbanization,increased impervious surfaces,request-119-0-0
increased impervious surfaces,reduced water absorption capacity of soil,request-119-0-1
reduced water absorption capacity of soil,increased surface water runoff,request-119-0-2
increased surface water runoff,fast water flow,request-119-0-3
unplanned urbanization,increased human population density,request-119-1-0
increased human population density,increased water demand,request-119-1-1
increased water demand,expansion of water supply infrastructure,request-119-1-2
expansion of water supply infrastructure,construction of new roads and highways,request-119-1-3
construction of new roads and highways,increased impervious surfaces,request-119-1-4
increased impervious surfaces,reduced water absorption capacity of soil,request-119-1-5
reduced water absorption capacity of soil,increased surface water runoff,request-119-1-6
increased surface water runoff,fast water flow,request-119-1-7
unplanned urbanization,increased human population density,request-119-2-0
increased human population density,increased waste generation,request-119-2-1
increased waste generation,construction of new waste management facilities,request-119-2-2
construction of new waste management facilities,increased impervious surfaces,request-119-2-3
increased impervious surfaces,reduced water absorption capacity of soil,request-119-2-4
reduced water absorption capacity of soil,increased surface water runoff,request-119-2-5
increased surface water runoff,fast water flow,request-119-2-6
unplanned urbanization,increased human population density,request-119-3-0
increased human population density,increased demand for public transportation,request-119-3-1
increased demand for public transportation,expansion of public transportation infrastructure,request-119-3-2
expansion of public transportation infrastructure,construction of new roads and highways,request-119-3-3
construction of new roads and highways,increased impervious surfaces,request-119-3-4
increased impervious surfaces,reduced water absorption capacity of soil,request-119-3-5
reduced water absorption capacity of soil,increased surface water runoff,request-119-3-6
increased surface water runoff,fast water flow,request-119-3-7
unplanned urbanization,increased human population density,request-119-4-0
increased human population density,increased demand for electricity,request-119-4-1
increased demand for electricity,expansion of power infrastructure,request-119-4-2
expansion of power infrastructure,construction of new power lines,request-119-4-3
construction of new power lines,increased impervious surfaces,request-119-4-4
increased impervious surfaces,reduced water absorption capacity of soil,request-119-4-5
reduced water absorption capacity of soil,increased surface water runoff,request-119-4-6
increased surface water runoff,fast water flow,request-119-4-7
increase in production and sales of sports utility vehicles,increased demand for suvs,request-120-0-0
increased demand for suvs,increased production of suvs requires more steel and other materials,request-120-0-1
increased production of suvs requires more steel and other materials,increased mining and processing of materials for suv production,request-120-0-2
increased mining and processing of materials for suv production,increased use of fossil fuels in the mining and processing stage,request-120-0-3
increased use of fossil fuels in the mining and processing stage,increased greenhouse gas emissions from the mining and processing stage,request-120-0-4
increased greenhouse gas emissions from the mining and processing stage,increased global warming and climate change due to higher greenhouse gas emissions,request-120-0-5
increased global warming and climate change due to higher greenhouse gas emissions,climate change,request-120-0-6
increase in production and sales of sports utility vehicles,increased demand for suvs,request-120-1-0
increased demand for suvs,increased production of suvs requires more energy,request-120-1-1
increased production of suvs requires more energy,increased use of fossil fuels to power the production process,request-120-1-2
increased use of fossil fuels to power the production process,increased greenhouse gas emissions from the production process,request-120-1-3
increased greenhouse gas emissions from the production process,increased global warming and climate change due to higher greenhouse gas emissions,request-120-1-4
increased global warming and climate change due to higher greenhouse gas emissions,climate change,request-120-1-5
increase in production and sales of sports utility vehicles,increased demand for suvs,request-120-2-0
increased demand for suvs,increased production of suvs,request-120-2-1
increased production of suvs,increased vmt,request-120-2-2
increased vmt,increased use of fossil fuels for transportation,request-120-2-3
increased use of fossil fuels for transportation,increased greenhouse gas emissions from transportation,request-120-2-4
increased greenhouse gas emissions from transportation,increased global warming and climate change due to higher greenhouse gas emissions,request-120-2-5
increased global warming and climate change due to higher greenhouse gas emissions,climate change,request-120-2-6
increase in production and sales of sports utility vehicles,increased demand for suvs,request-120-3-0
increased demand for suvs,increased production of suvs,request-120-3-1
increased production of suvs,increased vmt,request-120-3-2
increased vmt,increased use of fossil fuels for transportation,request-120-3-3
increased use of fossil fuels for transportation,increased need for infrastructure to support higher vmt,request-120-3-4
increased need for infrastructure to support higher vmt,increased construction and maintenance of roads and highways,request-120-3-5
increased construction and maintenance of roads and highways,increased greenhouse gas emissions from construction and maintenance activities,request-120-3-6
increased greenhouse gas emissions from construction and maintenance activities,increased global warming and climate change due to higher greenhouse gas emissions,request-120-3-7
increased global warming and climate change due to higher greenhouse gas emissions,climate change,request-120-3-8
burning of fossil fuels releases carbon dioxide  into the atmosphere,"increased co2 levels enhance the greenhouse effect, trapping more heat in the atmosphere",request-121-0-0
"increased co2 levels enhance the greenhouse effect, trapping more heat in the atmosphere",this,request-121-0-1
fossil fuel use for transportation increases nitrogen oxides  emissions,"nox reacts with other chemicals in the atmosphere to form groundlevel ozone, a harmful air pollutant",request-121-1-0
"nox reacts with other chemicals in the atmosphere to form groundlevel ozone, a harmful air pollutant","ozone absorbs infrared radiation, contributing to the warming of the atmosphere and climate change",request-121-1-1
fossil fuel extraction and processing often lead to methane  emissions,"methane is a potent greenhouse gas, with a global warming potential much higher than co2",request-121-2-0
"methane is a potent greenhouse gas, with a global warming potential much higher than co2",increased methane levels in the atmosphere contribute to climate change,request-121-2-1
fossil fuel use for energy production,"this growth often comes at the expense of natural habitats, which are destroyed for resource extraction or urbanization",request-121-3-0
"this growth often comes at the expense of natural habitats, which are destroyed for resource extraction or urbanization","loss of habitats reduces the earth's capacity to absorb co2, exacerbating the greenhouse effect and contributing to climate change",request-121-3-1
fossil fuel use for electricity generation produces waste heat,"this heat is released into the environment, contributing to local and regional temperature increases",request-121-4-0
"this heat is released into the environment, contributing to local and regional temperature increases","these localized temperature increases can have cascading effects on climate patterns, contributing to climate change",request-121-4-1
climate change causes increased global temperatures,increased global temperatures lead to changes in precipitation patterns,request-123-0-0
increased global temperatures lead to changes in precipitation patterns,"changes in precipitation patterns alter habitats, making them less suitable for certain species",request-123-0-1
"changes in precipitation patterns alter habitats, making them less suitable for certain species",altered habitats cause a reduction in food availability for those species,request-123-0-2
altered habitats cause a reduction in food availability for those species,reduced food availability,request-123-0-3
reduced food availability,decreased population sizes increase the risk of extinction for those species,request-123-0-4
climate change causes sea level rise,sea level rise,request-123-1-0
sea level rise,coastal habitat loss forces marine and coastal species to migrate or adapt,request-123-1-1
coastal habitat loss forces marine and coastal species to migrate or adapt,migration or adaptation,request-123-1-2
migration or adaptation,increased predation or competition for resources results in decreased population sizes of those species,request-123-1-3
increased predation or competition for resources results in decreased population sizes of those species,decreased population sizes increase the risk of extinction for those species,request-123-1-4
climate change causes increased frequency and intensity of extreme weather events,extreme weather events damage or destroy habitats,request-123-2-0
