cause,effect,custom_id
release of volatile organic compounds,increase in atmospheric pollution,request-89-4-2
increase in atmospheric pollution,enhanced greenhouse effect,request-89-4-3
enhanced greenhouse effect,climate change,request-89-4-4
cars,traffic congestion,request-89-5-0
traffic congestion,idling vehicles,request-89-5-1
idling vehicles,increased fuel consumption,request-89-5-2
increased fuel consumption,greater carbon dioxide emissions,request-89-5-3
greater carbon dioxide emissions,enhanced greenhouse effect,request-89-5-4
enhanced greenhouse effect,climate change,request-89-5-5
climate change,rising global temperatures,request-90-0-0
rising global temperatures,altered weather patterns,request-90-0-1
altered weather patterns,increased frequency and severity of droughts,request-90-0-2
increased frequency and severity of droughts,reduced crop yields,request-90-0-3
reduced crop yields,decreased supply of fresh foods,request-90-0-4
decreased supply of fresh foods,escalating prices for scarce fresh foods,request-90-0-5
climate change,rising global temperatures,request-90-1-0
rising global temperatures,increased frequency and intensity of heatwaves,request-90-1-1
increased frequency and intensity of heatwaves,crop failures,request-90-1-2
crop failures,reduced availability of fresh foods,request-90-1-3
reduced availability of fresh foods,escalating prices for scarce fresh foods,request-90-1-4
climate change,rising global temperatures,request-90-2-0
rising global temperatures,melting ice caps,request-90-2-1
melting ice caps,rising sea levels,request-90-2-2
rising sea levels,increased salinization of agricultural land,request-90-2-3
increased salinization of agricultural land,reduced crop yields,request-90-2-4
reduced crop yields,decreased supply of fresh foods,request-90-2-5
decreased supply of fresh foods,escalating prices for scarce fresh foods,request-90-2-6
climate change,rising global temperatures,request-90-3-0
rising global temperatures,more intense storms and flooding,request-90-3-1
more intense storms and flooding,damage to agricultural infrastructure,request-90-3-2
damage to agricultural infrastructure,disrupted food production,request-90-3-3
disrupted food production,reduced supply of fresh foods,request-90-3-4
reduced supply of fresh foods,escalating prices for scarce fresh foods,request-90-3-5
climate change,altered weather patterns,request-90-4-0
altered weather patterns,shifts in growing seasons,request-90-4-1
shifts in growing seasons,reduced crop yields,request-90-4-2
reduced crop yields,decreased supply of fresh foods,request-90-4-3
decreased supply of fresh foods,escalating prices for scarce fresh foods,request-90-4-4
climate change,increased atmospheric co2,request-90-5-0
increased atmospheric co2,ocean warming,request-90-5-1
ocean warming,disruption of marine ecosystems,request-90-5-2
disruption of marine ecosystems,decline in fish stocks,request-90-5-3
decline in fish stocks,decreased availability of fresh foods,request-90-5-4
decreased availability of fresh foods,escalating prices for scarce fresh foods,request-90-5-5
climate change,rising global temperatures,request-90-6-0
rising global temperatures,proliferation of crop pests and diseases,request-90-6-1
proliferation of crop pests and diseases,reduced agricultural output,request-90-6-2
reduced agricultural output,decreased supply of fresh foods,request-90-6-3
decreased supply of fresh foods,escalating prices for scarce fresh foods,request-90-6-4
climate change causes increased global temperatures,increased global temperatures cause altered weather patterns,request-91-0-0
increased global temperatures cause altered weather patterns,altered weather patterns cause extreme weather events,request-91-0-1
altered weather patterns cause extreme weather events,extreme weather events cause crop failures,request-91-0-2
extreme weather events cause crop failures,crop failures cause reduced food production,request-91-0-3
crop failures cause reduced food production,reduced food production causes malnutrition,request-91-0-4
reduced food production causes malnutrition,malnutrition affects nutrition,request-91-0-5
climate change causes rising sea levels,rising sea levels cause coastal flooding,request-91-1-0
rising sea levels cause coastal flooding,coastal flooding causes loss of agricultural land,request-91-1-1
coastal flooding causes loss of agricultural land,loss of agricultural land causes decreased crop yield,request-91-1-2
loss of agricultural land causes decreased crop yield,decreased crop yield causes food shortages,request-91-1-3
decreased crop yield causes food shortages,food shortages cause poor diet quality,request-91-1-4
food shortages cause poor diet quality,poor diet quality affects nutrition,request-91-1-5
climate change causes increased carbon dioxide levels,increased carbon dioxide levels cause reduced nutritional quality of crops,request-91-2-0
increased carbon dioxide levels cause reduced nutritional quality of crops,reduced nutritional quality of crops causes lower nutrient intake,request-91-2-1
reduced nutritional quality of crops causes lower nutrient intake,lower nutrient intake affects nutrition,request-91-2-2
climate change causes droughts,droughts cause water scarcity,request-91-3-0
droughts cause water scarcity,water scarcity causes reduced agricultural irrigation,request-91-3-1
water scarcity causes reduced agricultural irrigation,reduced agricultural irrigation causes decreased crop productivity,request-91-3-2
reduced agricultural irrigation causes decreased crop productivity,decreased crop productivity causes reduced food availability,request-91-3-3
decreased crop productivity causes reduced food availability,reduced food availability affects nutrition,request-91-3-4
climate change,increased global temperatures,request-92-0-0
increased global temperatures,frequent heatwaves,request-92-0-1
frequent heatwaves,heatrelated illnesses,request-92-0-2
heatrelated illnesses,increased mortality and morbidity,request-92-0-3
increased mortality and morbidity,cascades through health,request-92-0-4
climate change,rising sea levels,request-92-1-0
rising sea levels,coastal flooding,request-92-1-1
coastal flooding,displacement of populations,request-92-1-2
displacement of populations,mental health issues,request-92-1-3
mental health issues,cascades through health,request-92-1-4
climate change,intensified extreme weather events,request-92-2-0
intensified extreme weather events,destruction of infrastructure,request-92-2-1
destruction of infrastructure,reduced access to healthcare,request-92-2-2
reduced access to healthcare,health disparities,request-92-2-3
health disparities,cascades through health,request-92-2-4
climate change,changes in precipitation patterns,request-92-3-0
changes in precipitation patterns,water scarcity,request-92-3-1
water scarcity,reduced agricultural productivity,request-92-3-2
reduced agricultural productivity,food insecurity,request-92-3-3
food insecurity,malnutrition and related diseases,request-92-3-4
malnutrition and related diseases,cascades through health,request-92-3-5
climate change,warming oceans,request-92-4-0
warming oceans,spread of waterborne diseases,request-92-4-1
spread of waterborne diseases,increased risk of infectious diseases,request-92-4-2
increased risk of infectious diseases,cascades through health,request-92-4-3
climate change,altered ecosystems,request-92-5-0
altered ecosystems,expansion of disease vectors,request-92-5-1
expansion of disease vectors,spread of vectorborne diseases,request-92-5-2
spread of vectorborne diseases,increased disease burden,request-92-5-3
increased disease burden,cascades through health,request-92-5-4
climate change,increased air pollution levels,request-92-6-0
increased air pollution levels,worsened respiratory conditions,request-92-6-1
worsened respiratory conditions,higher rates of asthma and lung diseases,request-92-6-2
higher rates of asthma and lung diseases,cascades through health,request-92-6-3
climate change,loss of biodiversity,request-92-7-0
loss of biodiversity,disruption of ecosystem services,request-92-7-1
disruption of ecosystem services,reduced availability of medicinal resources,request-92-7-2
reduced availability of medicinal resources,limited healthcare advancements,request-92-7-3
limited healthcare advancements,cascades through health,request-92-7-4
climate change,economic instability in vulnerable regions,request-92-8-0
economic instability in vulnerable regions,resource conflicts,request-92-8-1
resource conflicts,injuries and casualties from violence,request-92-8-2
injuries and casualties from violence,cascades through health,request-92-8-3
climate change,rising temperatures,request-93-0-0
rising temperatures,melting glaciers,request-93-0-1
melting glaciers,rising sea levels,request-93-0-2
rising sea levels,flooding of coastal areas,request-93-0-3
flooding of coastal areas,displacement of communities,request-93-0-4
displacement of communities,reduction in local businesses,request-93-0-5
reduction in local businesses,job losses,request-93-0-6
climate change,rising temperatures,request-93-1-0
rising temperatures,increase in heatwaves,request-93-1-1
increase in heatwaves,decline in agricultural yields,request-93-1-2
decline in agricultural yields,reduction in food production,request-93-1-3
reduction in food production,collapse of agricultural businesses,request-93-1-4
collapse of agricultural businesses,job losses in agriculture,request-93-1-5
climate change,rising temperatures,request-93-2-0
rising temperatures,prolonged droughts,request-93-2-1
prolonged droughts,water shortages,request-93-2-2
water shortages,strain on industrial operations,request-93-2-3
strain on industrial operations,shutdown of factories,request-93-2-4
shutdown of factories,job losses in industries,request-93-2-5
climate change,rising temperatures,request-93-3-0
rising temperatures,increased storm intensity,request-93-3-1
increased storm intensity,damage to infrastructure,request-93-3-2
damage to infrastructure,decline in tourism,request-93-3-3
decline in tourism,closure of tourist businesses,request-93-3-4
closure of tourist businesses,job losses in tourism,request-93-3-5
climate change,rising global temperatures,request-93-4-0
rising global temperatures,ocean warming,request-93-4-1
ocean warming,coral bleaching,request-93-4-2
coral bleaching,decline in fisheries,request-93-4-3
decline in fisheries,collapse of fishing businesses,request-93-4-4
collapse of fishing businesses,job losses for fishermen,request-93-4-5
climate change,rising temperatures,request-93-5-0
rising temperatures,spread of tropical diseases,request-93-5-1
spread of tropical diseases,illness among workers,request-93-5-2
illness among workers,reduced workforce productivity,request-93-5-3
reduced workforce productivity,business decline,request-93-5-4
business decline,increase in job layoffs,request-93-5-5
climate change,increase in extreme weather events,request-93-6-0
increase in extreme weather events,destruction of infrastructure,request-93-6-1
destruction of infrastructure,disruption of supply chains,request-93-6-2
disruption of supply chains,decline in manufacturing output,request-93-6-3
decline in manufacturing output,closure of businesses,request-93-6-4
closure of businesses,job losses,request-93-6-5
climate change,rising temperatures,request-93-7-0
rising temperatures,faster glacier melting,request-93-7-1
faster glacier melting,disruption of water availability,request-93-7-2
disruption of water availability,reduction in hydroelectric power,request-93-7-3
reduction in hydroelectric power,loss of energydependent businesses,request-93-7-4
loss of energydependent businesses,job losses in energydependent sectors  ,request-93-7-5
climate change,global temperature rise,request-94-0-0
global temperature rise,melting ice caps,request-94-0-1
melting ice caps,rising sea levels,request-94-0-2
rising sea levels,flooded coastal areas,request-94-0-3
flooded coastal areas,displacement of populations,request-94-0-4
displacement of populations,increased demand for resources,request-94-0-5
increased demand for resources,strain on economic systems,request-94-0-6
strain on economic systems,cascades through economy,request-94-0-7
climate change,global temperature rise,request-94-1-0
global temperature rise,extreme weather events,request-94-1-1
extreme weather events,destruction of infrastructure,request-94-1-2
destruction of infrastructure,increased repair costs,request-94-1-3
increased repair costs,reduced economic productivity,request-94-1-4
reduced economic productivity,cascades through economy,request-94-1-5
climate change,global temperature rise,request-94-2-0
global temperature rise,decreased agricultural yields,request-94-2-1
decreased agricultural yields,food supply shortages,request-94-2-2
food supply shortages,increased food prices,request-94-2-3
increased food prices,inflationary pressure,request-94-2-4
inflationary pressure,cascades through economy,request-94-2-5
climate change,global temperature rise,request-94-3-0
global temperature rise,ocean warming,request-94-3-1
ocean warming,coral reef decline,request-94-3-2
coral reef decline,collapse of fish populations,request-94-3-3
collapse of fish populations,reduced income for fisheries,request-94-3-4
reduced income for fisheries,economic instability in coastal communities,request-94-3-5
economic instability in coastal communities,cascades through economy,request-94-3-6
climate change,droughts,request-94-4-0
droughts,water scarcity,request-94-4-1
water scarcity,reduced agricultural output,request-94-4-2
reduced agricultural output,decline in export revenue,request-94-4-3
decline in export revenue,pressure on national economies,request-94-4-4
pressure on national economies,cascades through economy,request-94-4-5
climate change,forest fires,request-94-5-0
forest fires,destruction of natural ecosystems,request-94-5-1
destruction of natural ecosystems,loss of timber resources,request-94-5-2
loss of timber resources,reduced economic output in forestry sector,request-94-5-3
reduced economic output in forestry sector,cascades through economy,request-94-5-4
climate change,global temperature rise,request-94-6-0
global temperature rise,changing ecosystems,request-94-6-1
changing ecosystems,spread of diseases,request-94-6-2
spread of diseases,increased healthcare costs,request-94-6-3
increased healthcare costs,economic strain on healthcare systems,request-94-6-4
economic strain on healthcare systems,cascades through economy,request-94-6-5
mismanagement of god's work,environmental degradation,request-95-0-0
environmental degradation,deforestation,request-95-0-1
deforestation,increased greenhouse gas emissions,request-95-0-2
increased greenhouse gas emissions,climate change,request-95-0-3
mismanagement of god's work,environmental degradation,request-95-1-0
environmental degradation,loss of biodiversity,request-95-1-1
loss of biodiversity,disruption of ecosystems,request-95-1-2
disruption of ecosystems,climate change,request-95-1-3
mismanagement of god's work,overexploitation of natural resources,request-95-2-0
overexploitation of natural resources,fossil fuel burning,request-95-2-1
fossil fuel burning,increased greenhouse gas emissions,request-95-2-2
increased greenhouse gas emissions,climate change,request-95-2-3
mismanagement of god's work,unsustainable agricultural practices,request-95-3-0
unsustainable agricultural practices,soil degradation,request-95-3-1
soil degradation,compromised carbon storage,request-95-3-2
compromised carbon storage,climate change,request-95-3-3
mismanagement of god's work,pollution,request-95-4-0
pollution,ocean acidification,request-95-4-1
ocean acidification,impaired carbon absorption,request-95-4-2
impaired carbon absorption,climate change,request-95-4-3
mismanagement of god's work,urban sprawl,request-95-5-0
urban sprawl,increased energy consumption,request-95-5-1
increased energy consumption,increased greenhouse gas emissions,request-95-5-2
increased greenhouse gas emissions,climate change,request-95-5-3
mismanagement of god's work,industrialization,request-95-6-0
industrialization,deforestation,request-95-6-1
deforestation,loss of carbon sinks,request-95-6-2
loss of carbon sinks,climate change,request-95-6-3
mismanagement of god's work,environmental degradation,request-95-7-0
environmental degradation,desertification,request-95-7-1
desertification,reduced vegetation cover,request-95-7-2
reduced vegetation cover,climate change,request-95-7-3
mismanagement of god's work,overexploitation of natural resources,request-95-8-0
overexploitation of natural resources,depletion of forests,request-95-8-1
depletion of forests,reduced carbon absorption,request-95-8-2
reduced carbon absorption,climate change  ,request-95-8-3
human activity,fossil fuel combustion,request-96-0-0
fossil fuel combustion,carbon dioxide emissions,request-96-0-1
carbon dioxide emissions,increased greenhouse gas concentrations,request-96-0-2
human activity,industrial processes,request-96-1-0
industrial processes,methane emissions,request-96-1-1
methane emissions,increased greenhouse gas concentrations,request-96-1-2
human activity,agricultural practices,request-96-2-0
agricultural practices,methane emissions,request-96-2-1
methane emissions,increased greenhouse gas concentrations,request-96-2-2
human activity,deforestation,request-96-3-0
deforestation,reduced carbon sequestration,request-96-3-1
reduced carbon sequestration,increased greenhouse gas concentrations,request-96-3-2
human activity,energy use,request-96-4-0
energy use,nitrous oxide emissions,request-96-4-1
nitrous oxide emissions,increased greenhouse gas concentrations,request-96-4-2
human activity,refining and chemical production,request-96-5-0
refining and chemical production,hydrofluorocarbon emissions,request-96-5-1
hydrofluorocarbon emissions,increased greenhouse gas concentrations,request-96-5-2
foreign countries,demand for agricultural products,request-97-0-0
demand for agricultural products,expansion of agricultural land,request-97-0-1
expansion of agricultural land,deforestation,request-97-0-2
foreign countries,demand for timber,request-97-1-0
demand for timber,increase in logging activities,request-97-1-1
increase in logging activities,deforestation,request-97-1-2
foreign countries,investment in industrial activities,request-97-2-0
investment in industrial activities,construction of infrastructure,request-97-2-1
construction of infrastructure,deforestation,request-97-2-2
foreign countries,promotion of biofuel production,request-97-3-0
promotion of biofuel production,conversion of forests to biofuel crops,request-97-3-1
conversion of forests to biofuel crops,deforestation,request-97-3-2
foreign countries,demand for livestock products,request-97-4-0
demand for livestock products,clearing of forests for pasture,request-97-4-1
clearing of forests for pasture,deforestation,request-97-4-2
foreign countries,financial support for resource extraction,request-97-5-0
financial support for resource extraction,mining operations in forests,request-97-5-1
mining operations in forests,deforestation,request-97-5-2
foreign countries,supply of machinery for logging,request-97-6-0
supply of machinery for logging,mechanized deforestation,request-97-6-1
mechanized deforestation,deforestation,request-97-6-2
foreign countries,trade agreements favoring export commodities,request-97-7-0
trade agreements favoring export commodities,increased monoculture plantations,request-97-7-1
increased monoculture plantations,deforestation  ,request-97-7-2
flowing factors,heavy rainfall,request-98-0-0
heavy rainfall,increased water levels in rivers,request-98-0-1
increased water levels in rivers,overflow of rivers,request-98-0-2
overflow of rivers,flooding,request-98-0-3
flowing factors,rapid snowmelt,request-98-1-0
rapid snowmelt,increased water discharge into rivers,request-98-1-1
increased water discharge into rivers,overflow of rivers,request-98-1-2
overflow of rivers,flooding,request-98-1-3
flowing factors,deforestation,request-98-2-0
deforestation,reduced soil absorption capacity,request-98-2-1
reduced soil absorption capacity,excess surface runoff,request-98-2-2
excess surface runoff,flooding,request-98-2-3
flowing factors,urbanization,request-98-3-0
urbanization,reduced permeability of land,request-98-3-1
reduced permeability of land,excess surface runoff,request-98-3-2
excess surface runoff,flooding,request-98-3-3
flowing factors,broken dams,request-98-4-0
broken dams,sudden release of water,request-98-4-1
sudden release of water,overflow of waterways,request-98-4-2
overflow of waterways,flooding,request-98-4-3
flowing factors,poor drainage systems,request-98-5-0
poor drainage systems,accumulation of standing water,request-98-5-1
accumulation of standing water,overflow in urban areas,request-98-5-2
overflow in urban areas,flooding,request-98-5-3
deforestation,loss of tree roots,request-99-0-0
loss of tree roots,reduced soil stability,request-99-0-1
reduced soil stability,increased soil erosion,request-99-0-2
increased soil erosion,land sliding,request-99-0-3
deforestation,loss of tree canopy,request-99-1-0
loss of tree canopy,increased rainfall impact on soil,request-99-1-1
increased rainfall impact on soil,soil compaction and dislodging,request-99-1-2
soil compaction and dislodging,land sliding,request-99-1-3
deforestation,increased exposure of soil,request-99-2-0
increased exposure of soil,decreased water retention capacity,request-99-2-1
decreased water retention capacity,accumulation of water runoff,request-99-2-2
accumulation of water runoff,land sliding,request-99-2-3
deforestation,disruption of habitat,request-99-3-0
disruption of habitat,altered animal movement patterns,request-99-3-1
altered animal movement patterns,soil destabilization,request-99-3-2
soil destabilization,land sliding,request-99-3-3
rise in global temperatures,increased frequency of heavy rainfall,request-100-0-0
increased frequency of heavy rainfall,saturation of soil with water,request-100-0-1
saturation of soil with water,loss of soil stability,request-100-0-2
loss of soil stability,land sliding,request-100-0-3
rise in global temperatures,drought and deforestation,request-100-1-0
drought and deforestation,loss of vegetation cover,request-100-1-1
loss of vegetation cover,soil erosion,request-100-1-2
soil erosion,land sliding,request-100-1-3
rise in global temperatures,thawing of permafrost,request-100-2-0
thawing of permafrost,destabilization of slopes,request-100-2-1
destabilization of slopes,collapse of land masses,request-100-2-2
collapse of land masses,land sliding,request-100-2-3
rise in global temperatures,intensification of typhoons and hurricanes,request-100-3-0
intensification of typhoons and hurricanes,increased precipitation,request-100-3-1
increased precipitation,water pressure buildup in soil,request-100-3-2
water pressure buildup in soil,land sliding  ,request-100-3-3
melting of glaciers,increase in water runoff,request-101-0-0
increase in water runoff,saturation of soil,request-101-0-1
saturation of soil,weakening of soil stability,request-101-0-2
weakening of soil stability,land sliding,request-101-0-3
melting of glaciers,increase in water runoff,request-101-1-0
increase in water runoff,erosion of soil,request-101-1-1
erosion of soil,weakening of soil stability,request-101-1-2
weakening of soil stability,land sliding,request-101-1-3
melting of glaciers,increase in water runoff,request-101-2-0
increase in water runoff,water seepage into the ground,request-101-2-1
water seepage into the ground,weakening of soil cohesion,request-101-2-2
weakening of soil cohesion,land sliding,request-101-2-3
melting of glaciers,retreat of glaciers,request-101-3-0
retreat of glaciers,unstable land surface,request-101-3-1
unstable land surface,weakening of soil stability,request-101-3-2
weakening of soil stability,land sliding,request-101-3-3
melting of glaciers,formation of glacial lakes,request-101-4-0
formation of glacial lakes,overflow or breach of glacial lakes,request-101-4-1
overflow or breach of glacial lakes,flooding of surrounding areas,request-101-4-2
flooding of surrounding areas,saturation of soil,request-101-4-3
saturation of soil,land sliding,request-101-4-4
soil erosion,loss of vegetation,request-102-0-0
loss of vegetation,decreased soil stability,request-102-0-1
decreased soil stability,land sliding,request-102-0-2
soil erosion,increased sediment in water,request-102-1-0
increased sediment in water,weakened soil structure,request-102-1-1
weakened soil structure,land sliding,request-102-1-2
soil erosion,reduced water absorption by soil,request-102-2-0
reduced water absorption by soil,increased water runoff,request-102-2-1
increased water runoff,land sliding,request-102-2-2
soil erosion,formation of exposed slopes,request-102-3-0
formation of exposed slopes,structural weakening of slopes,request-102-3-1
structural weakening of slopes,land sliding,request-102-3-2
earthquakes,ground shaking,request-103-0-0
ground shaking,soil destabilization,request-103-0-1
soil destabilization,land sliding,request-103-0-2
earthquakes,ground shaking,request-103-1-0
ground shaking,rock fracturing,request-103-1-1
rock fracturing,land sliding,request-103-1-2
earthquakes,ground shaking,request-103-2-0
ground shaking,slope weakening,request-103-2-1
slope weakening,land sliding,request-103-2-2
earthquakes,ground rupture,request-103-3-0
ground rupture,soil destabilization,request-103-3-1
soil destabilization,land sliding,request-103-3-2
earthquakes,ground rupture,request-103-4-0
ground rupture,slope weakening,request-103-4-1
slope weakening,land sliding,request-103-4-2
earthquakes,ground rupture,request-103-5-0
ground rupture,rock fracturing,request-103-5-1
rock fracturing,land sliding,request-103-5-2
deforestation,loss of tree roots holding soil,request-104-0-0
loss of tree roots holding soil,soil erosion,request-104-0-1
soil erosion,sediments carried to rivers,request-104-0-2
sediments carried to rivers,rivers filled with mud,request-104-0-3
deforestation,reduced forest canopy,request-104-1-0
reduced forest canopy,increased rain impact on soil,request-104-1-1
increased rain impact on soil,soil erosion,request-104-1-2
soil erosion,sediments carried to rivers,request-104-1-3
sediments carried to rivers,rivers filled with mud,request-104-1-4
deforestation,soil exposed to wind,request-104-2-0
soil exposed to wind,wind erosion,request-104-2-1
wind erosion,sediments carried to rivers,request-104-2-2
sediments carried to rivers,rivers filled with mud,request-104-2-3
deforestation,loss of vegetation cover,request-104-3-0
loss of vegetation cover,decreased water absorption by soil,request-104-3-1
decreased water absorption by soil,increased surface runoff,request-104-3-2
increased surface runoff,sediments carried to rivers,request-104-3-3
sediments carried to rivers,rivers filled with mud,request-104-3-4
deforestation,loss of biodiversity,request-104-4-0
loss of biodiversity,disruption of natural soil stabilizers,request-104-4-1
disruption of natural soil stabilizers,soil erosion,request-104-4-2
soil erosion,sediments carried to rivers,request-104-4-3
sediments carried to rivers,rivers filled with mud  ,request-104-4-4
rise in global temperatures,increased atmospheric heat,request-105-0-0
increased atmospheric heat,intensified evaporation,request-105-0-1
intensified evaporation,heavier rainfall,request-105-0-2
heavier rainfall,increased soil erosion,request-105-0-3
increased soil erosion,rivers filled with mud,request-105-0-4
rise in global temperatures,melting glaciers,request-105-1-0
melting glaciers,increased sediment runoff,request-105-1-1
increased sediment runoff,higher sediment in rivers,request-105-1-2
higher sediment in rivers,rivers filled with mud,request-105-1-3
rise in global temperatures,reduced vegetation cover,request-105-2-0
reduced vegetation cover,exposed soil,request-105-2-1
exposed soil,increased soil erosion,request-105-2-2
increased soil erosion,rivers filled with mud,request-105-2-3
rise in global temperatures,thawing permafrost,request-105-3-0
thawing permafrost,destabilized soil,request-105-3-1
destabilized soil,increased sediment runoff,request-105-3-2
increased sediment runoff,rivers filled with mud,request-105-3-3
rise in global temperatures,intensified storms,request-105-4-0
intensified storms,severe flooding,request-105-4-1
severe flooding,soil erosion from flooding,request-105-4-2
soil erosion from flooding,rivers filled with mud,request-105-4-3
melting of glaciers,increase in water runoff,request-106-0-0
increase in water runoff,soil erosion,request-106-0-1
soil erosion,sediment carried by water,request-106-0-2
sediment carried by water,rivers filled with mud,request-106-0-3
melting of glaciers,increase in water runoff,request-106-1-0
increase in water runoff,loose debris from land,request-106-1-1
loose debris from land,sediment carried by water,request-106-1-2
sediment carried by water,rivers filled with mud,request-106-1-3
melting of glaciers,increase in water runoff,request-106-2-0
increase in water runoff,landslides caused by instability,request-106-2-1
landslides caused by instability,sediments from landslides,request-106-2-2
sediments from landslides,rivers filled with mud,request-106-2-3
melting of glaciers,water flows over exposed soil,request-106-3-0
water flows over exposed soil,soil washed away,request-106-3-1
soil washed away,sediment carried downstream,request-106-3-2
sediment carried downstream,rivers filled with mud,request-106-3-3
soil erosion,loss of topsoil,request-107-0-0
loss of topsoil,sediment flow into waterways,request-107-0-1
sediment flow into waterways,rivers filled with mud,request-107-0-2
soil erosion,reduction in vegetation cover,request-107-1-0
reduction in vegetation cover,increased runoff,request-107-1-1
increased runoff,sediment flow into waterways,request-107-1-2
sediment flow into waterways,rivers filled with mud,request-107-1-3
soil erosion,disrupted natural soil structure,request-107-2-0
disrupted natural soil structure,increased soil particles in water,request-107-2-1
increased soil particles in water,sediment flow into waterways,request-107-2-2
sediment flow into waterways,rivers filled with mud,request-107-2-3
soil erosion,increased landslides,request-107-3-0
increased landslides,greater sediment discharge,request-107-3-1
greater sediment discharge,rivers filled with mud,request-107-3-2
earthquakes,ground shakes,request-108-0-0
ground shakes,landslides occur,request-108-0-1
landslides occur,mud and debris move into rivers,request-108-0-2
mud and debris move into rivers,rivers filled with mud,request-108-0-3
earthquakes,ground cracks,request-108-1-0
ground cracks,soil loosens,request-108-1-1
soil loosens,mud flows into rivers,request-108-1-2
mud flows into rivers,rivers filled with mud,request-108-1-3
earthquakes,underground water systems disturbed,request-108-2-0
underground water systems disturbed,sediments loosen,request-108-2-1
sediments loosen,sediments carried into rivers,request-108-2-2
sediments carried into rivers,rivers filled with mud  ,request-108-2-3
deforestation,soil erosion,request-109-0-0
soil erosion,increased sediment in waterways,request-109-0-1
increased sediment in waterways,canals filled with mud,request-109-0-2
deforestation,loss of tree root stability,request-109-1-0
loss of tree root stability,increased runoff,request-109-1-1
increased runoff,increased sediment in waterways,request-109-1-2
increased sediment in waterways,canals filled with mud,request-109-1-3
deforestation,habitat destruction,request-109-2-0
habitat destruction,reduced vegetation cover,request-109-2-1
reduced vegetation cover,soil erosion,request-109-2-2
soil erosion,increased sediment in waterways,request-109-2-3
increased sediment in waterways,canals filled with mud,request-109-2-4
deforestation,loss of canopy cover,request-109-3-0
loss of canopy cover,altered rainfall infiltration,request-109-3-1
altered rainfall infiltration,increased runoff,request-109-3-2
increased runoff,increased sediment in waterways,request-109-3-3
increased sediment in waterways,canals filled with mud,request-109-3-4
rise in global temperatures,melting polar ice caps,request-110-0-0
melting polar ice caps,rising sea levels,request-110-0-1
rising sea levels,increased flooding,request-110-0-2
increased flooding,sediment deposition in canals,request-110-0-3
sediment deposition in canals,canals filled with mud,request-110-0-4
rise in global temperatures,increased droughts,request-110-1-0
increased droughts,reduced water flow in rivers,request-110-1-1
reduced water flow in rivers,accumulation of sediment in canals,request-110-1-2
accumulation of sediment in canals,canals filled with mud,request-110-1-3
rise in global temperatures,increased rainfall in certain areas,request-110-2-0
increased rainfall in certain areas,greater soil erosion,request-110-2-1
greater soil erosion,sediment carried to canals,request-110-2-2
sediment carried to canals,canals filled with mud,request-110-2-3
rise in global temperatures,increased frequency of storms,request-110-3-0
increased frequency of storms,heavy floodwaters displace soil,request-110-3-1
heavy floodwaters displace soil,sediments transported to canals,request-110-3-2
sediments transported to canals,canals filled with mud,request-110-3-3
melting of glaciers,increase in water flow,request-111-0-0
increase in water flow,increased river erosion,request-111-0-1
increased river erosion,sediments carried downstream,request-111-0-2
sediments carried downstream,accumulation of sediments in canals,request-111-0-3
accumulation of sediments in canals,canals filled with mud,request-111-0-4
melting of glaciers,increase in water flow,request-111-1-0
increase in water flow,overflowing rivers,request-111-1-1
overflowing rivers,sediments deposited in canals,request-111-1-2
sediments deposited in canals,canals filled with mud,request-111-1-3
melting of glaciers,increase in water flow,request-111-2-0
increase in water flow,landslides caused by erosion,request-111-2-1
landslides caused by erosion,sediment displacement into waterways,request-111-2-2
sediment displacement into waterways,canals filled with mud,request-111-2-3
melting of glaciers,shrinking of glacial ice,request-111-3-0
shrinking of glacial ice,alteration of river flow patterns,request-111-3-1
alteration of river flow patterns,deposition of sediment in canals,request-111-3-2
deposition of sediment in canals,canals filled with mud,request-111-3-3
soil erosion,sediments carried by water,request-112-0-0
sediments carried by water,sediments deposited in rivers,request-112-0-1
sediments deposited in rivers,canals filled with mud,request-112-0-2
soil erosion,topsoil washed away,request-112-1-0
topsoil washed away,increased sediment in streams,request-112-1-1
increased sediment in streams,sediments accumulate in waterways,request-112-1-2
sediments accumulate in waterways,canals filled with mud,request-112-1-3
soil erosion,loose soil transported by rainwater,request-112-2-0
loose soil transported by rainwater,excess sediment flows into nearby water channels,request-112-2-1
excess sediment flows into nearby water channels,sediment buildup in canals,request-112-2-2
sediment buildup in canals,canals filled with mud,request-112-2-3
soil erosion,reduction in vegetation holding soil,request-112-3-0
reduction in vegetation holding soil,increased soil runoff,request-112-3-1
increased soil runoff,sediment deposits in canals,request-112-3-2
sediment deposits in canals,canals filled with mud,request-112-3-3
earthquakes,ground shaking,request-113-0-0
ground shaking,landslides,request-113-0-1
landslides,rivers blocked,request-113-0-2
rivers blocked,floodwaters redirected,request-113-0-3
floodwaters redirected,canals filled with mud,request-113-0-4
earthquakes,ground shaking,request-113-1-0
ground shaking,soil loosened,request-113-1-1
soil loosened,mudflows formed,request-113-1-2
mudflows formed,mudflows enter canals,request-113-1-3
mudflows enter canals,canals filled with mud,request-113-1-4
earthquakes,ground shaking,request-113-2-0
ground shaking,buildings collapse,request-113-2-1
buildings collapse,debris in rivers,request-113-2-2
debris in rivers,mud and debris flow into canals,request-113-2-3
mud and debris flow into canals,canals filled with mud,request-113-2-4
