custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-45-3-1,dissolution of iron from sand particles into seawater,iron availability in surface ocean layers,yes,yes,yes,no
request-45-3-2,iron availability in surface ocean layers,triggering of phytoplankton blooms,yes,yes,yes,no
request-45-3-3,triggering of phytoplankton blooms,ocean fertilization,yes,yes,yes,yes
request-46-0-0,climate change,rising global temperatures,yes,yes,yes,no
request-46-0-1,rising global temperatures,extreme heatwaves,yes,no,yes,no
request-46-0-2,extreme heatwaves,widespread crop failures,yes,no,yes,no
request-46-0-3,widespread crop failures,food shortages,yes,no,yes,yes
request-46-0-4,food shortages,social instability,yes,yes,yes,no
request-46-0-5,social instability,global conflict,no,yes,yes,yes
request-46-0-6,global conflict,human extinction,no,no,no,no
request-46-1-0,climate change,rising global temperatures,yes,yes,yes,no
request-46-1-1,rising global temperatures,melting polar ice caps,yes,no,yes,no
request-46-1-2,melting polar ice caps,sea level rise,yes,no,yes,no
request-46-1-3,sea level rise,widespread flooding,yes,no,yes,no
request-46-1-4,widespread flooding,displacement of human populations,yes,no,yes,no
request-46-1-5,displacement of human populations,competition for resources,yes,yes,yes,yes
request-46-1-6,competition for resources,human extinction,no,no,no,no
request-46-2-0,climate change,rising global temperatures,yes,yes,yes,no
request-46-2-1,rising global temperatures,more intense wildfires,yes,no,yes,no
request-46-2-2,more intense wildfires,destruction of ecosystems,yes,yes,yes,yes
request-46-2-3,destruction of ecosystems,loss of biodiversity,yes,yes,yes,yes
request-46-2-4,loss of biodiversity,collapse of food chains,yes,yes,yes,yes
request-46-2-5,collapse of food chains,food shortages,yes,yes,yes,yes
request-46-2-6,food shortages,human extinction,no,no,no,no
request-46-3-0,climate change,rising global temperatures,yes,yes,yes,no
request-46-3-1,rising global temperatures,ocean warming,yes,no,yes,no
request-46-3-2,ocean warming,dying coral reefs,yes,no,yes,no
request-46-3-3,dying coral reefs,loss of marine biodiversity,yes,yes,yes,yes
request-46-3-4,loss of marine biodiversity,collapse of fishing industries,yes,yes,yes,yes
request-46-3-5,collapse of fishing industries,food shortages,yes,no,yes,no
request-46-3-6,food shortages,human extinction,no,no,no,no
request-46-4-0,climate change,rising carbon dioxide levels,no,yes,no,yes
request-46-4-1,rising carbon dioxide levels,ocean acidification,yes,no,yes,no
request-46-4-2,ocean acidification,death of marine species,yes,no,yes,no
request-46-4-3,death of marine species,ecosystem collapse,yes,yes,yes,yes
request-46-4-4,ecosystem collapse,food shortages,yes,no,yes,yes
request-46-4-5,food shortages,social unrest,yes,no,yes,yes
request-46-4-6,social unrest,human extinction,no,no,no,no
request-46-5-0,climate change,increased frequency of natural disasters,yes,no,yes,no
request-46-5-1,increased frequency of natural disasters,destruction of infrastructure,yes,no,yes,no
request-46-5-2,destruction of infrastructure,economic collapse,yes,yes,yes,no
request-46-5-3,economic collapse,loss of access to essential services,yes,yes,yes,yes
request-46-5-4,loss of access to essential services,widespread famine and disease,yes,yes,yes,yes
request-46-5-5,widespread famine and disease,human extinction,no,no,no,no
request-46-6-0,climate change,changes in weather patterns,yes,no,yes,no
request-46-6-1,changes in weather patterns,prolonged droughts,yes,yes,yes,yes
request-46-6-2,prolonged droughts,loss of freshwater resources,yes,no,yes,yes
request-46-6-3,loss of freshwater resources,water scarcity,yes,yes,yes,yes
request-46-6-4,water scarcity,resource conflicts,yes,yes,yes,yes
request-46-6-5,resource conflicts,widespread suffering,yes,yes,yes,yes
request-46-6-6,widespread suffering,human extinction,no,no,no,yes
request-46-7-0,climate change,thawing permafrost,yes,yes,yes,no
request-46-7-1,thawing permafrost,release of methane,yes,yes,yes,no
request-46-7-2,release of methane,accelerated global warming,yes,yes,yes,yes
request-46-7-3,accelerated global warming,critical ecosystem failures,yes,yes,yes,yes
request-46-7-4,critical ecosystem failures,inability to adapt,yes,yes,yes,yes
request-46-7-5,inability to adapt,human extinction,yes,yes,yes,no
request-46-8-0,climate change,habitat loss,yes,no,yes,no
request-46-8-1,habitat loss,forced human migration,yes,yes,yes,no
request-46-8-2,forced human migration,overcrowding in urban areas,yes,yes,yes,no
request-46-8-3,overcrowding in urban areas,collapse of public systems,yes,yes,yes,yes
request-46-8-4,collapse of public systems,disease outbreaks,yes,yes,yes,yes
request-46-8-5,disease outbreaks,unchecked pandemics,no,yes,yes,yes
request-46-8-6,unchecked pandemics,human extinction,no,no,yes,no
request-46-9-0,climate change,destruction of forests,yes,yes,no,yes
request-46-9-1,destruction of forests,increase in airborne pollutants,yes,yes,yes,yes
request-46-9-2,increase in airborne pollutants,respiratory illnesses,yes,no,yes,yes
request-46-9-3,respiratory illnesses,declining human health,yes,yes,yes,no
request-46-9-4,declining human health,vulnerability to disasters,yes,yes,no,yes
request-46-9-5,vulnerability to disasters,human extinction  ,no,no,yes,no
request-47-0-0,highlatitude glacier melt,increased freshwater input into oceans,yes,no,yes,no
request-47-0-1,increased freshwater input into oceans,increased ocean volume,yes,no,yes,no
request-47-0-2,increased ocean volume,sea level rise,yes,yes,yes,yes
request-47-1-0,highlatitude glacier melt,decrease in global ice mass,yes,yes,yes,no
request-47-1-1,decrease in global ice mass,increased ocean water expansion,yes,no,yes,no
request-47-1-2,increased ocean water expansion,sea level rise,yes,yes,yes,yes
request-47-2-0,highlatitude glacier melt,disruption of local ecosystems,yes,no,yes,no
request-47-2-1,disruption of local ecosystems,changes in ocean dynamics,yes,yes,no,yes
request-47-2-2,changes in ocean dynamics,redistribution of ocean water,yes,yes,yes,yes
request-47-2-3,redistribution of ocean water,sea level rise,yes,yes,yes,yes
request-47-3-0,highlatitude glacier melt,increased water flow into ocean basins,yes,no,yes,no
request-47-3-1,increased water flow into ocean basins,reduced coastal ice barriers,yes,yes,yes,yes
request-47-3-2,reduced coastal ice barriers,greater ocean encroachment,yes,yes,yes,yes
request-47-3-3,greater ocean encroachment,sea level rise,no,yes,no,yes
request-48-0-0,every minor setback,delayed production,no,no,no,no
request-48-0-1,delayed production,reduced inventory,no,yes,yes,yes
request-48-0-2,reduced inventory,disrupted supply chain,yes,yes,no,yes
request-48-0-3,disrupted supply chain,shortages,yes,yes,yes,yes
request-48-1-0,every minor setback,reduced worker efficiency,no,no,no,no
request-48-1-1,reduced worker efficiency,slower production processes,yes,yes,yes,yes
request-48-1-2,slower production processes,lower output,yes,no,yes,no
request-48-1-3,lower output,shortages,yes,yes,yes,yes
request-48-2-0,every minor setback,increased costs,no,no,no,no
request-48-2-1,increased costs,limited manufacturing resources,no,yes,no,yes
request-48-2-2,limited manufacturing resources,restricted supply output,yes,yes,yes,yes
request-48-2-3,restricted supply output,shortages,yes,yes,yes,yes
request-48-3-0,every minor setback,missed delivery schedules,no,no,no,no
request-48-3-1,missed delivery schedules,decreased product availability,yes,yes,yes,yes
request-48-3-2,decreased product availability,increased demand pressure,yes,yes,yes,yes
request-48-3-3,increased demand pressure,shortages,yes,yes,yes,yes
request-48-4-0,every minor setback,material procurement delays,no,no,no,no
request-48-4-1,material procurement delays,slowed manufacturing rates,yes,yes,yes,yes
request-48-4-2,slowed manufacturing rates,decreased stock levels,yes,yes,yes,no
request-48-4-3,decreased stock levels,shortages,yes,yes,yes,yes
request-48-5-0,every minor setback,project timeline slippage,no,no,no,no
request-48-5-1,project timeline slippage,reduced operational efficiency,yes,yes,yes,yes
request-48-5-2,reduced operational efficiency,bottlenecked production,yes,yes,yes,yes
request-48-5-3,bottlenecked production,shortages  ,yes,yes,yes,yes
request-49-0-0,tree planting,increased tree canopy,yes,no,yes,no
request-49-0-1,increased tree canopy,enhanced carbon sequestration,yes,yes,yes,yes
request-49-0-2,enhanced carbon sequestration,reduced atmospheric co2,yes,no,yes,no
request-49-0-3,reduced atmospheric co2,mitigated greenhouse effect,yes,no,yes,yes
request-49-0-4,mitigated greenhouse effect,slower climate change,yes,yes,yes,no
request-49-1-0,tree planting,increased tree canopy,yes,no,yes,no
request-49-1-1,increased tree canopy,improved air quality,yes,no,yes,no
request-49-1-2,improved air quality,reduced heat absorption,no,no,yes,no
request-49-1-3,reduced heat absorption,lower global temperatures,yes,yes,yes,yes
request-49-1-4,lower global temperatures,slower climate change,no,no,no,no
request-49-2-0,tree planting,increased tree canopy,yes,no,yes,no
request-49-2-1,increased tree canopy,enhanced ecosystem health,yes,yes,yes,yes
request-49-2-2,enhanced ecosystem health,boosted biodiversity,yes,yes,yes,yes
request-49-2-3,boosted biodiversity,strengthened environmental resilience,yes,yes,yes,yes
request-49-2-4,strengthened environmental resilience,slower climate change,yes,yes,yes,yes
request-49-3-0,tree planting,increased tree canopy,yes,no,yes,no
request-49-3-1,increased tree canopy,reduced urban heat islands,yes,no,yes,no
request-49-3-2,reduced urban heat islands,lower energy consumption,yes,yes,yes,yes
request-49-3-3,lower energy consumption,decreased fossil fuel use,yes,no,yes,yes
request-49-3-4,decreased fossil fuel use,slower climate change,yes,no,yes,no
request-49-4-0,tree planting,increased soil stability,yes,no,yes,no
request-49-4-1,increased soil stability,reduced soil erosion,yes,yes,yes,yes
request-49-4-2,reduced soil erosion,improved land use,yes,yes,yes,yes
request-49-4-3,improved land use,enhanced carbon storage,yes,no,yes,no
request-49-4-4,enhanced carbon storage,slower climate change,yes,yes,yes,no
request-50-0-0,40 degrees,heatwave,no,no,no,yes
request-50-0-1,heatwave,dry vegetation,yes,no,yes,no
request-50-0-2,dry vegetation,"fires in europe
   
causal chain 2:
   40 degrees",yes,yes,no,no
request-50-0-3,"fires in europe
   
causal chain 2:
   40 degrees",heatwave,yes,yes,no,yes
request-50-0-4,heatwave,drought,no,no,no,no
request-50-0-5,drought,"fires in europe

causal chain 3:
   40 degrees",yes,yes,no,no
request-50-0-6,"fires in europe

causal chain 3:
   40 degrees",rising temperatures,no,yes,no,yes
request-50-0-7,rising temperatures,dry vegetation,yes,yes,yes,no
request-50-0-8,dry vegetation,"fires in europe

causal chain 4:
   40 degrees",yes,yes,no,no
request-50-0-9,"fires in europe

causal chain 4:
   40 degrees",rising temperatures,no,yes,no,yes
request-50-0-10,rising temperatures,drought,yes,no,yes,no
request-50-0-11,drought,"fires in europe

causal chain 5:
   40 degrees",yes,yes,no,no
request-50-0-12,"fires in europe

causal chain 5:
   40 degrees",prolonged heat,no,yes,no,yes
request-50-0-13,prolonged heat,dry vegetation,yes,no,yes,no
request-50-0-14,dry vegetation,"fires in europe

causal chain 6:
   40 degrees",yes,yes,no,no
request-50-0-15,"fires in europe

causal chain 6:
   40 degrees",prolonged heat,no,yes,no,yes
request-50-0-16,prolonged heat,drought,yes,no,yes,no
request-50-0-17,drought,"fires in europe

combined representation:
40 degrees",yes,yes,yes,no
request-50-0-18,"fires in europe

combined representation:
40 degrees",heatwave,no,yes,no,yes
request-50-0-19,heatwave,dry vegetation,yes,no,yes,no
request-50-0-20,dry vegetation,fires in europe,yes,no,yes,no
request-50-1-0,40 degrees,heatwave,no,no,no,"it depends on the context and location, so i cannot definitively say ""yes"" or ""no"""
request-50-1-1,heatwave,drought,no,no,no,no
request-50-1-2,drought,fires in europe,yes,no,yes,no
request-50-2-0,40 degrees,rising temperatures,no,no,no,yes
request-50-2-1,rising temperatures,dry vegetation,yes,yes,yes,no
request-50-2-2,dry vegetation,fires in europe,yes,no,yes,no
request-50-3-0,40 degrees,rising temperatures,no,no,no,yes
request-50-3-1,rising temperatures,drought,yes,no,yes,no
request-50-3-2,drought,fires in europe,yes,no,yes,no
request-50-4-0,40 degrees,prolonged heat,yes,no,no,yes
request-50-4-1,prolonged heat,dry vegetation,yes,no,yes,no
request-50-4-2,dry vegetation,fires in europe,yes,no,yes,no
request-50-5-0,40 degrees,prolonged heat,yes,no,no,yes
request-50-5-1,prolonged heat,drought,yes,no,yes,no
request-50-5-2,drought,fires in europe,yes,no,yes,no
request-51-0-0,air temperature,higher heat levels,yes,no,yes,yes
request-51-0-1,higher heat levels,dry vegetation,yes,yes,yes,no
request-51-0-2,dry vegetation,increased fire risk,yes,no,yes,yes
request-51-0-3,increased fire risk,the fires,no,yes,yes,no
request-51-1-0,air temperature,higher evaporation rates,yes,no,yes,no
request-51-1-1,higher evaporation rates,reduced soil moisture,yes,no,yes,no
request-51-1-2,reduced soil moisture,dry vegetation,yes,yes,yes,no
request-51-1-3,dry vegetation,the fires,yes,no,yes,no
request-51-2-0,air temperature,warmer climate,no,yes,yes,yes
request-51-2-1,warmer climate,drier conditions,no,no,yes,no
request-51-2-2,drier conditions,increased fire risk,yes,no,yes,yes
request-51-2-3,increased fire risk,the fires,no,yes,yes,no
request-51-3-0,air temperature,intensified heatwaves,yes,no,yes,no
request-51-3-1,intensified heatwaves,stressed ecosystems,yes,yes,yes,yes
request-51-3-2,stressed ecosystems,driedout vegetation,yes,yes,yes,yes
request-51-3-3,driedout vegetation,the fires,yes,yes,yes,no
request-51-4-0,air temperature,increased energy in the atmosphere,yes,yes,yes,yes
request-51-4-1,increased energy in the atmosphere,more frequent heatwaves,yes,yes,yes,no
request-51-4-2,more frequent heatwaves,drier forests,yes,yes,yes,no
request-51-4-3,drier forests,the fires  ,yes,yes,yes,yes
request-52-0-0,the vaporization through heating,the release of gases,yes,no,yes,yes
request-52-0-1,the release of gases,the presence of a flammable mixture,yes,no,yes,no
request-52-0-2,the presence of a flammable mixture,the ignition of the mixture,no,no,no,no
request-52-0-3,the ignition of the mixture,the occurrence of flames,yes,no,yes,no
request-52-0-4,the occurrence of flames,fires,no,yes,yes,yes
request-52-1-0,the vaporization through heating,the expansion of gases,yes,yes,yes,no
request-52-1-1,the expansion of gases,the buildup of pressure,yes,yes,yes,yes
request-52-1-2,the buildup of pressure,the rupture of a container,yes,no,yes,no
request-52-1-3,the rupture of a container,the release of flammable substances,yes,no,yes,no
request-52-1-4,the release of flammable substances,the ignition of substances,no,yes,yes,no
request-52-1-5,the ignition of substances,fires,yes,yes,yes,yes
request-52-2-0,the vaporization through heating,the increase in temperature,no,yes,yes,yes
request-52-2-1,the increase in temperature,the reduction of ignition resistance,yes,yes,yes,no
request-52-2-2,the reduction of ignition resistance,the ignition of flammable materials,yes,yes,yes,yes
request-52-2-3,the ignition of flammable materials,fires,yes,yes,yes,yes
request-52-3-0,the vaporization through heating,the production of combustible vapors,yes,yes,yes,yes
request-52-3-1,the production of combustible vapors,the contact of vapors with a spark,no,no,yes,no
request-52-3-2,the contact of vapors with a spark,the ignition of vapors,yes,yes,yes,yes
request-52-3-3,the ignition of vapors,the spread of fire,yes,yes,yes,yes
request-52-3-4,the spread of fire,fires,yes,yes,yes,yes
request-53-0-0,40 degrees,increased temperature,yes,no,no,yes
request-53-0-1,increased temperature,dried vegetation,yes,yes,yes,no
request-53-0-2,dried vegetation,enhanced flammability,yes,no,yes,yes
request-53-0-3,enhanced flammability,fires,no,yes,yes,no
request-53-1-0,40 degrees,increased temperature,yes,no,no,yes
request-53-1-1,increased temperature,lower humidity,no,no,no,no
request-53-1-2,lower humidity,dehydrated vegetation,yes,yes,yes,no
request-53-1-3,dehydrated vegetation,fires,yes,yes,yes,yes
request-53-2-0,40 degrees,heatwave,no,no,no,yes
request-53-2-1,heatwave,forest drying,yes,yes,yes,no
request-53-2-2,forest drying,ignition from sparks,yes,no,no,no
request-53-2-3,ignition from sparks,fires,yes,yes,yes,no
request-53-3-0,40 degrees,scorched ground,no,no,no,no
request-53-3-1,scorched ground,amplified heat absorption,yes,yes,yes,yes
request-53-3-2,amplified heat absorption,vegetation burning,yes,yes,yes,yes
request-53-3-3,vegetation burning,fires,yes,yes,yes,yes
request-53-4-0,40 degrees,elevated air temperature,yes,no,yes,yes
request-53-4-1,elevated air temperature,rapid evaporation,yes,no,yes,no
request-53-4-2,rapid evaporation,parched environment,yes,yes,yes,yes
request-53-4-3,parched environment,fires,yes,yes,yes,yes
request-53-5-0,40 degrees,heatwave conditions,no,yes,yes,yes
request-53-5-1,heatwave conditions,stressed vegetation,yes,no,yes,no
request-53-5-2,stressed vegetation,vulnerability to ignition,yes,no,yes,yes
request-53-5-3,vulnerability to ignition,fires,no,yes,yes,no
request-54-0-0,a cigarette butt,dry vegetation,no,no,yes,no
request-54-0-1,dry vegetation,heat ignition,yes,no,yes,yes
request-54-0-2,heat ignition,fires,yes,yes,yes,no
request-54-1-0,a cigarette butt,smoldering materials,yes,no,yes,yes
request-54-1-1,smoldering materials,heat ignition,yes,yes,yes,yes
request-54-1-2,heat ignition,fires,yes,yes,yes,no
request-54-2-0,a spark,dry vegetation,yes,no,yes,no
request-54-2-1,dry vegetation,heat ignition,yes,no,yes,yes
request-54-2-2,heat ignition,fires,yes,yes,yes,no
request-54-3-0,a spark,combustible materials,yes,no,no,no
request-54-3-1,combustible materials,heat ignition,yes,no,yes,yes
request-54-3-2,heat ignition,fires,yes,yes,yes,no
request-54-4-0,lightning,dry vegetation,no,no,yes,no
request-54-4-1,dry vegetation,heat ignition,yes,no,yes,no
request-54-4-2,heat ignition,fires,yes,yes,yes,no
request-54-5-0,lightning,tree strike,yes,no,yes,no
request-54-5-1,tree strike,heat ignition,yes,no,no,no
request-54-5-2,heat ignition,fires,yes,yes,yes,no
request-55-0-0,kentucky floods,displacement of residents,yes,no,yes,no
request-55-0-1,displacement of residents,overwhelmed shelters,yes,yes,yes,yes
request-55-0-2,overwhelmed shelters,resource shortages,yes,yes,yes,yes
request-55-0-3,resource shortages,increased tensions within communities,yes,yes,yes,yes
request-55-0-4,increased tensions within communities,chaos,yes,yes,yes,yes
request-55-1-0,kentucky floods,destruction of infrastructure,yes,no,yes,no
request-55-1-1,destruction of infrastructure,disruption of transportation systems,yes,no,yes,yes
request-55-1-2,disruption of transportation systems,delayed delivery of goods,yes,yes,yes,yes
request-55-1-3,delayed delivery of goods,scarcity of essential supplies,yes,yes,yes,yes
request-55-1-4,scarcity of essential supplies,panic among citizens,yes,yes,yes,yes
request-55-1-5,panic among citizens,chaos,yes,yes,yes,yes
request-55-2-0,kentucky floods,power outages,yes,no,yes,no
request-55-2-1,power outages,disruption of communication networks,yes,no,yes,no
request-55-2-2,disruption of communication networks,misinformation spread,yes,yes,yes,yes
request-55-2-3,misinformation spread,confusion among emergency responders,yes,yes,yes,yes
request-55-2-4,confusion among emergency responders,chaos,yes,yes,yes,yes
request-55-3-0,kentucky floods,contamination of water supplies,yes,no,yes,no
request-55-3-1,contamination of water supplies,spread of waterborne diseases,yes,no,yes,yes
request-55-3-2,spread of waterborne diseases,strain on healthcare systems,yes,yes,yes,yes
request-55-3-3,strain on healthcare systems,public unrest,yes,yes,yes,no
request-55-3-4,public unrest,chaos,yes,yes,yes,yes
request-55-4-0,texas snowfalls,extreme cold weather,no,yes,no,yes
request-55-4-1,extreme cold weather,failure of energy grid,yes,no,yes,no
request-55-4-2,failure of energy grid,loss of heating,yes,yes,yes,no
request-55-4-3,loss of heating,freezing of water pipes,yes,no,yes,yes
request-55-4-4,freezing of water pipes,uninhabitable homes,yes,no,yes,no
request-55-4-5,uninhabitable homes,mass evacuations,yes,no,yes,no
request-55-4-6,mass evacuations,chaos,yes,yes,yes,no
request-55-5-0,texas snowfalls,hazardous road conditions,yes,no,yes,yes
request-55-5-1,hazardous road conditions,widespread accidents,yes,yes,yes,no
request-55-5-2,widespread accidents,blocked supply routes,yes,yes,yes,yes
request-55-5-3,blocked supply routes,delayed medical aid,yes,no,yes,yes
request-55-5-4,delayed medical aid,worsening of health crises,yes,yes,yes,yes
request-55-5-5,worsening of health crises,chaos,yes,yes,yes,yes
request-55-6-0,texas snowfalls,collapse of energy demand and supply balance,yes,no,yes,no
request-55-6-1,collapse of energy demand and supply balance,surges in energy costs,yes,yes,yes,yes
request-55-6-2,surges in energy costs,financial strain on households,yes,no,yes,yes
request-55-6-3,financial strain on households,economic instability,yes,yes,yes,yes
request-55-6-4,economic instability,chaos,yes,yes,yes,yes
request-55-7-0,texas snowfalls,school and workplace closures,yes,no,yes,no
request-55-7-1,school and workplace closures,disruption of daily life routines,yes,yes,yes,yes
request-55-7-2,disruption of daily life routines,increased social tensions,yes,yes,yes,yes
request-55-7-3,increased social tensions,protests or unrest,yes,yes,yes,yes
request-55-7-4,protests or unrest,chaos,yes,yes,yes,yes
request-56-0-0,people,ignorance,yes,no,yes,no
request-56-0-1,ignorance,negligence,yes,no,yes,no
request-56-0-2,negligence,fires,yes,no,yes,no
request-56-1-0,people,carelessness,yes,no,yes,no
request-56-1-1,carelessness,accidents,yes,no,yes,no
request-56-1-2,accidents,fires,yes,yes,yes,yes
request-56-2-0,people,intention,no,no,yes,no
request-56-2-1,intention,arson,no,no,yes,no
request-56-2-2,arson,fires,yes,no,yes,no
request-56-3-0,people,poor maintenance,yes,no,yes,no
request-56-3-1,poor maintenance,electrical failures,yes,no,yes,no
request-56-3-2,electrical failures,fires,yes,yes,yes,no
request-56-4-0,people,misuse of tools,yes,no,yes,no
request-56-4-1,misuse of tools,sparks,yes,no,yes,no
request-56-4-2,sparks,fires,yes,yes,yes,yes
request-56-5-0,people,open flames,yes,no,yes,no
request-56-5-1,open flames,contact with flammable material,yes,no,yes,yes
request-56-5-2,contact with flammable material,fires,yes,yes,yes,no
request-56-6-0,people,poor risk assessments,yes,no,yes,no
request-56-6-1,poor risk assessments,unsafe practices,yes,yes,yes,no
request-56-6-2,unsafe practices,fires,yes,yes,yes,no
request-56-7-0,people,smoking,no,no,yes,no
request-56-7-1,smoking,improper disposal of cigarettes,yes,no,yes,no
request-56-7-2,improper disposal of cigarettes,fires,yes,no,yes,no
request-56-8-0,people,deforestation,yes,no,yes,no
request-56-8-1,deforestation,dry environment,yes,no,yes,no
request-56-8-2,dry environment,fires,no,yes,yes,no
request-56-9-0,people,littering,yes,no,yes,no
request-56-9-1,littering,accumulated combustibles,yes,no,yes,no
request-56-9-2,accumulated combustibles,fires,yes,no,yes,no
request-57-0-0,the water content of plants in hot climates decreases,the dryness of plants increases,yes,yes,yes,yes
request-57-0-1,the dryness of plants increases,the flammability of plants increases,yes,yes,yes,yes
request-57-0-2,the flammability of plants increases,the likelihood of fires increases,yes,yes,yes,yes
request-57-1-0,the water content of plants in hot climates decreases,the ability of plants to resist drought weakens,yes,yes,yes,yes
request-57-1-1,the ability of plants to resist drought weakens,plants become more prone to wilting,yes,yes,yes,yes
request-57-1-2,plants become more prone to wilting,the accumulation of dry plant material increases,yes,yes,no,yes
request-57-1-3,the accumulation of dry plant material increases,the likelihood of fires increases,yes,yes,yes,yes
request-57-2-0,the water content of plants in hot climates decreases,the stress on plant ecosystems increases,yes,yes,yes,yes
request-57-2-1,the stress on plant ecosystems increases,the death of plants becomes more frequent,yes,yes,yes,yes
request-57-2-2,the death of plants becomes more frequent,dead plant material accumulates,no,yes,yes,no
request-57-2-3,dead plant material accumulates,the fuel available for fires increases,yes,yes,yes,yes
request-57-2-4,the fuel available for fires increases,the likelihood of fires increases,yes,yes,yes,yes
request-57-3-0,the water content of plants in hot climates decreases,the efficiency of transpiration in plants reduces,yes,yes,yes,yes
request-57-3-1,the efficiency of transpiration in plants reduces,the local humidity levels around plants decrease,yes,yes,no,no
request-57-3-2,the local humidity levels around plants decrease,the dryness of surrounding environmental conditions increases,yes,yes,yes,yes
request-57-3-3,the dryness of surrounding environmental conditions increases,the likelihood of fires increases,yes,yes,yes,yes
request-57-4-0,the water content of plants in hot climates decreases,the ability of plants to repair damage from heat stress diminishes,yes,yes,yes,yes
request-57-4-1,the ability of plants to repair damage from heat stress diminishes,plants become more vulnerable to damage and decay,yes,yes,yes,yes
request-57-4-2,plants become more vulnerable to damage and decay,dry and damaged plant matter accumulates,yes,yes,yes,yes
request-57-4-3,dry and damaged plant matter accumulates,the likelihood of fires increases,yes,yes,yes,yes
request-58-0-0,humans,ignition,yes,no,yes,no
request-58-0-1,ignition,fires,yes,yes,yes,no
request-58-1-0,humans,electrical malfunctions,yes,no,yes,no
request-58-1-1,electrical malfunctions,fires,yes,yes,yes,no
request-58-2-0,humans,cooking accidents,yes,no,yes,no
request-58-2-1,cooking accidents,fires,yes,yes,yes,yes
request-58-3-0,humans,arson,yes,no,yes,no
request-58-3-1,arson,fires,yes,no,yes,no
request-58-4-0,humans,improper disposal of cigarettes,yes,no,yes,no
request-58-4-1,improper disposal of cigarettes,fires,yes,no,yes,no
request-58-5-0,humans,machinery overheating,yes,no,yes,no
request-58-5-1,machinery overheating,fires,yes,yes,yes,no
request-58-6-0,humans,campfires,yes,no,yes,no
request-58-6-1,campfires,fires,yes,no,yes,no
request-58-7-0,humans,gas leaks,yes,no,yes,no
request-58-7-1,gas leaks,fires,yes,yes,yes,no
request-58-8-0,humans,misuse of flammable materials,yes,no,yes,no
request-58-8-1,misuse of flammable materials,fires,yes,no,yes,no
request-58-9-0,humans,lightning rod damage,no,no,no,no
request-58-9-1,lightning rod damage,fires,no,yes,no,no
request-58-10-0,humans,fuel spills,yes,no,yes,no
request-58-10-1,fuel spills,fires,yes,yes,yes,no
request-59-0-0,40 degrees,high temperatures,yes,no,yes,yes
request-59-0-1,high temperatures,dry conditions,yes,no,yes,no
request-59-0-2,dry conditions,increased evaporation,yes,yes,yes,yes
request-59-0-3,increased evaporation,reduced soil moisture,yes,no,yes,yes
request-59-0-4,reduced soil moisture,vegetation drying out,yes,yes,yes,yes
request-59-0-5,vegetation drying out,combustible vegetation,yes,no,yes,no
request-59-0-6,combustible vegetation,sparks or ignition sources,no,no,no,yes
request-59-0-7,sparks or ignition sources,fires,yes,no,yes,no
request-59-1-0,40 degrees,high temperatures,yes,no,yes,yes
request-59-1-1,high temperatures,air heating up,yes,yes,yes,yes
request-59-1-2,air heating up,lower humidity,yes,no,yes,no
request-59-1-3,lower humidity,vegetation drying out,yes,yes,yes,yes
request-59-1-4,vegetation drying out,combustible vegetation,yes,no,yes,no
request-59-1-5,combustible vegetation,sparks or ignition sources,no,no,no,yes
request-59-1-6,sparks or ignition sources,fires,yes,no,yes,no
request-59-2-0,40 degrees,high temperatures,yes,no,yes,yes
request-59-2-1,high temperatures,prolonged heatwave,yes,yes,yes,yes
request-59-2-2,prolonged heatwave,stress on vegetation,yes,no,yes,no
request-59-2-3,stress on vegetation,vegetation drying out,yes,yes,yes,yes
request-59-2-4,vegetation drying out,combustible vegetation,yes,no,yes,no
request-59-2-5,combustible vegetation,sparks or ignition sources,no,no,no,yes
request-59-2-6,sparks or ignition sources,fires,yes,yes,yes,no
request-59-3-0,40 degrees,high temperatures,yes,no,yes,yes
request-59-3-1,high temperatures,increased energy demands,yes,no,yes,no
request-59-3-2,increased energy demands,electrical failures,yes,yes,yes,no
request-59-3-3,electrical failures,sparks,yes,yes,yes,yes
request-59-3-4,sparks,fires,yes,yes,yes,yes
request-59-4-0,40 degrees,high temperatures,no,no,yes,yes
request-59-4-1,high temperatures,overheating machinery,yes,yes,yes,yes
request-59-4-2,overheating machinery,sparks,yes,yes,yes,no
request-59-4-3,sparks,fires,yes,yes,yes,yes
request-60-0-0,forest fires,burning of vegetation,yes,yes,yes,yes
request-60-0-1,burning of vegetation,release of ash,yes,yes,yes,no
request-60-0-2,release of ash,deposition of ash onto soil,yes,yes,yes,no
request-60-0-3,deposition of ash onto soil,enrichment of soil with plant nutrients,yes,no,yes,yes
request-60-0-4,enrichment of soil with plant nutrients,the return of plant nutrients to the soil and subsequent rapid regrowth,yes,yes,yes,yes
request-60-1-0,forest fires,destruction of plants and organic matter,yes,no,yes,yes
request-60-1-1,destruction of plants and organic matter,breakdown of organic matter into minerals,yes,yes,yes,no
request-60-1-2,breakdown of organic matter into minerals,release of vital nutrients into the soil,yes,yes,yes,yes
request-60-1-3,release of vital nutrients into the soil,enrichment of soil with plant nutrients,yes,yes,yes,yes
request-60-1-4,enrichment of soil with plant nutrients,the return of plant nutrients to the soil and subsequent rapid regrowth,yes,yes,yes,yes
