custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-46-2-3,depletion of fish stocks,economic collapse of coastal communities,yes,no,yes,no
request-46-2-4,economic collapse of coastal communities,global economic instability,no,no,no,no
request-46-2-5,global economic instability,breakdown of trade systems,yes,yes,yes,no
request-46-2-6,breakdown of trade systems,starvation and disease,yes,yes,yes,no
request-46-2-7,starvation and disease,human extinction,no,no,no,no
request-46-3-0,climate change,disruption of weather patterns,yes,no,yes,no
request-46-3-1,disruption of weather patterns,prolonged droughts,yes,yes,yes,yes
request-46-3-2,prolonged droughts,water scarcity,yes,no,yes,no
request-46-3-3,water scarcity,conflicts over resources,yes,no,yes,no
request-46-3-4,conflicts over resources,largescale warfare,yes,yes,no,no
request-46-3-5,largescale warfare,nuclear conflict,no,yes,no,no
request-46-3-6,nuclear conflict,global devastation,yes,no,no,no
request-46-3-7,global devastation,human extinction,no,yes,no,no
request-46-4-0,climate change,thawing permafrost,yes,yes,yes,no
request-46-4-1,thawing permafrost,release of methane,yes,yes,yes,no
request-46-4-2,release of methane,accelerated greenhouse effect,yes,yes,yes,yes
request-46-4-3,accelerated greenhouse effect,runaway global warming,no,yes,yes,no
request-46-4-4,runaway global warming,planetary temperatures exceeding habitable thresholds,yes,yes,yes,no
request-46-4-5,planetary temperatures exceeding habitable thresholds,ecosystem collapse,yes,yes,yes,no
request-46-4-6,ecosystem collapse,human extinction,no,no,no,no
request-46-5-0,climate change,expansion of disease vectors,yes,no,yes,no
request-46-5-1,expansion of disease vectors,increased spread of infectious diseases,yes,no,yes,no
request-46-5-2,increased spread of infectious diseases,global pandemics,yes,yes,yes,yes
request-46-5-3,global pandemics,overwhelmed healthcare systems,yes,no,yes,no
request-46-5-4,overwhelmed healthcare systems,high mortality rates,yes,yes,yes,no
request-46-5-5,high mortality rates,collapse of human populations,yes,yes,yes,no
request-46-5-6,collapse of human populations,human extinction,no,yes,no,no
request-46-6-0,climate change,increased frequency of wildfires,yes,yes,yes,no
request-46-6-1,increased frequency of wildfires,air pollution,yes,no,yes,yes
request-46-6-2,air pollution,respiratory illnesses,yes,no,yes,no
request-46-6-3,respiratory illnesses,reduced life expectancy,yes,no,yes,no
request-46-6-4,reduced life expectancy,demographic collapse,no,yes,no,no
request-46-6-5,demographic collapse,loss of societal resilience,yes,yes,no,no
request-46-6-6,loss of societal resilience,human extinction,no,yes,no,no
request-46-7-0,climate change,shift in habitable zones,yes,yes,no,no
request-46-7-1,shift in habitable zones,mass migration,no,no,no,no
request-46-7-2,mass migration,geopolitical tensions,yes,yes,no,yes
request-46-7-3,geopolitical tensions,global conflict,yes,yes,yes,no
request-46-7-4,global conflict,collapse of international relations,yes,yes,no,no
request-46-7-5,collapse of international relations,failure to mitigate crises,yes,yes,yes,yes
request-46-7-6,failure to mitigate crises,human extinction,no,no,no,no
request-46-8-0,climate change,reduction in biodiversity,yes,yes,yes,no
request-46-8-1,reduction in biodiversity,collapse of pollinator populations,yes,yes,yes,yes
request-46-8-2,collapse of pollinator populations,failure of agricultural systems,yes,no,yes,no
request-46-8-3,failure of agricultural systems,food chain disruption,yes,yes,no,yes
request-46-8-4,food chain disruption,starvation,yes,yes,yes,no
request-46-8-5,starvation,human extinction,no,no,no,no
request-46-9-0,climate change,psychological stress,yes,no,yes,no
request-46-9-1,psychological stress,increased mental health crises,yes,yes,yes,yes
request-46-9-2,increased mental health crises,societal dysfunction,yes,yes,no,yes
request-46-9-3,societal dysfunction,erosion of cooperative behavior,yes,yes,no,yes
request-46-9-4,erosion of cooperative behavior,failure to adapt,yes,yes,yes,yes
request-46-9-5,failure to adapt,human extinction,no,no,no,no
request-47-0-0,highlatitude glacier melt,freshwater discharge into oceans,yes,yes,yes,yes
request-47-0-1,freshwater discharge into oceans,sea level rise,yes,no,yes,no
request-47-1-0,highlatitude glacier melt,reduced ice mass,yes,yes,yes,no
request-47-1-1,reduced ice mass,decreased gravitational pull on seawater,yes,no,yes,no
request-47-1-2,decreased gravitational pull on seawater,global sea level rise,no,no,no,no
request-47-2-0,highlatitude glacier melt,decreased albedo,yes,yes,yes,yes
request-47-2-1,decreased albedo,regional warming,yes,yes,yes,yes
request-47-2-2,regional warming,increased glacier melt,yes,yes,yes,no
request-47-2-3,increased glacier melt,freshwater discharge,yes,yes,yes,yes
request-47-2-4,freshwater discharge,sea level rise,yes,yes,no,no
request-47-3-0,highlatitude glacier melt,freshwater input into oceans,yes,no,yes,yes
request-47-3-1,freshwater input into oceans,ocean stratification,yes,no,yes,no
request-47-3-2,ocean stratification,reduced vertical mixing,yes,yes,yes,yes
request-47-3-3,reduced vertical mixing,enhanced surface warming,yes,yes,yes,yes
request-47-3-4,enhanced surface warming,thermal expansion of seawater,yes,no,yes,no
request-47-3-5,thermal expansion of seawater,sea level rise,yes,no,yes,no
request-48-0-0,every minor setback,delays,no,no,no,no
request-48-0-1,delays,increased costs,yes,yes,yes,no
request-48-0-2,increased costs,budget cuts,yes,yes,no,no
request-48-0-3,budget cuts,reduced production,yes,yes,yes,no
request-48-0-4,reduced production,shortages,yes,yes,yes,yes
request-48-1-0,every minor setback,resource misallocation,no,no,no,no
request-48-1-1,resource misallocation,inefficiencies,yes,yes,yes,yes
request-48-1-2,inefficiencies,wasted resources,yes,yes,yes,yes
request-48-1-3,wasted resources,scarcity,yes,yes,no,no
request-48-1-4,scarcity,shortages,no,no,yes,no
request-48-2-0,every minor setback,lowered morale,no,no,no,no
request-48-2-1,lowered morale,decreased productivity,yes,yes,yes,no
request-48-2-2,decreased productivity,supply gaps,yes,yes,yes,yes
request-48-2-3,supply gaps,shortages,yes,yes,yes,yes
request-48-3-0,every minor setback,risk aversion,no,no,no,no
request-48-3-1,risk aversion,delayed decisions,yes,yes,yes,no
request-48-3-2,delayed decisions,missed opportunities,yes,yes,yes,yes
request-48-3-3,missed opportunities,supply chain disruptions,yes,yes,no,yes
request-48-3-4,supply chain disruptions,shortages,yes,yes,yes,yes
request-48-4-0,every minor setback,equipment downtime,no,no,no,no
request-48-4-1,equipment downtime,delayed manufacturing,yes,yes,yes,yes
request-48-4-2,delayed manufacturing,backlogged orders,yes,yes,yes,yes
request-48-4-3,backlogged orders,shortages,yes,yes,yes,yes
request-48-5-0,every minor setback,transportation delays,no,no,no,no
request-48-5-1,transportation delays,delayed shipments,yes,yes,yes,yes
request-48-5-2,delayed shipments,empty shelves,yes,no,yes,no
request-48-5-3,empty shelves,shortages,no,yes,no,no
request-48-6-0,every minor setback,staff frustration,no,no,no,no
request-48-6-1,staff frustration,high turnover,yes,yes,yes,yes
request-48-6-2,high turnover,labor shortages,yes,yes,yes,no
request-48-6-3,labor shortages,reduced output,yes,no,yes,no
request-48-6-4,reduced output,shortages,yes,yes,yes,yes
request-48-7-0,every minor setback,investor hesitation,no,no,no,no
request-48-7-1,investor hesitation,reduced funding,yes,yes,yes,yes
request-48-7-2,reduced funding,cutbacks,yes,yes,yes,yes
request-48-7-3,cutbacks,supply constraints,yes,yes,yes,yes
request-48-7-4,supply constraints,shortages,yes,yes,yes,yes
request-48-8-0,every minor setback,quality control issues,no,no,no,no
request-48-8-1,quality control issues,product recalls,yes,no,yes,no
request-48-8-2,product recalls,loss of inventory,yes,no,yes,no
request-48-8-3,loss of inventory,shortages,yes,no,yes,yes
request-48-9-0,every minor setback,communication breakdowns,no,no,no,no
request-48-9-1,communication breakdowns,coordination failures,yes,yes,yes,yes
request-48-9-2,coordination failures,logistical bottlenecks,yes,yes,yes,yes
request-48-9-3,logistical bottlenecks,supply shortages,yes,yes,yes,yes
request-48-10-0,every minor setback,operational halts,no,no,no,no
request-48-10-1,operational halts,production gaps,yes,yes,yes,yes
request-48-10-2,production gaps,shortages,yes,yes,yes,yes
request-48-11-0,every minor setback,resource diversion,no,no,no,no
request-48-11-1,resource diversion,depleted reserves,yes,yes,yes,no
request-48-11-2,depleted reserves,shortages,yes,yes,no,no
request-49-0-0,tree planting,carbon sequestration,yes,no,yes,no
request-49-0-1,carbon sequestration,reduced atmospheric co2,yes,no,yes,no
request-49-0-2,reduced atmospheric co2,mitigated climate change,yes,no,yes,no
request-49-1-0,tree planting,shade provision,yes,no,yes,no
request-49-1-1,shade provision,reduced energy consumption,yes,no,yes,no
request-49-1-2,reduced energy consumption,lower emissions,yes,no,yes,no
request-49-1-3,lower emissions,mitigated climate change,yes,no,yes,no
request-49-2-0,tree planting,soil stabilization,yes,no,yes,yes
request-49-2-1,soil stabilization,increased carbon storage,yes,yes,yes,yes
request-49-2-2,increased carbon storage,reduced atmospheric co2,yes,yes,yes,no
request-49-2-3,reduced atmospheric co2,mitigated climate change,yes,no,yes,no
request-49-3-0,tree planting,evapotranspiration,yes,no,yes,no
request-49-3-1,evapotranspiration,altered precipitation patterns,yes,yes,yes,no
request-49-3-2,altered precipitation patterns,climate regulation,yes,yes,yes,yes
request-49-3-3,climate regulation,mitigated climate change,yes,no,no,no
request-49-4-0,tree planting,bioenergy production,no,yes,no,no
request-49-4-1,bioenergy production,fossil fuel substitution,yes,yes,yes,no
request-49-4-2,fossil fuel substitution,reduced emissions,yes,yes,yes,no
request-49-4-3,reduced emissions,mitigated climate change,yes,yes,yes,no
request-49-5-0,tree planting,urban cooling,yes,no,yes,yes
request-49-5-1,urban cooling,reduced air conditioning use,yes,yes,yes,yes
request-49-5-2,reduced air conditioning use,lower emissions,yes,no,yes,no
request-49-5-3,lower emissions,mitigated climate change,yes,no,yes,no
request-49-6-0,tree planting,biodiversity enhancement,yes,no,no,no
request-49-6-1,biodiversity enhancement,ecosystem resilience,yes,no,yes,no
request-49-6-2,ecosystem resilience,enhanced carbon sinks,yes,yes,yes,no
request-49-6-3,enhanced carbon sinks,mitigated climate change,yes,yes,yes,no
request-49-7-0,tree planting,water cycle regulation,yes,no,yes,no
request-49-7-1,water cycle regulation,ecosystem stability,yes,yes,yes,yes
request-49-7-2,ecosystem stability,carbon sequestration,yes,yes,yes,no
request-49-7-3,carbon sequestration,mitigated climate change,yes,yes,yes,no
request-50-0-0,40 degrees,prolonged heatwaves,no,no,no,no
request-50-0-1,prolonged heatwaves,severe drought,yes,yes,yes,no
request-50-0-2,severe drought,desiccated vegetation,yes,no,yes,no
request-50-0-3,desiccated vegetation,fires in europe,yes,yes,yes,no
request-50-1-0,40 degrees,elevated evaporation rates,yes,no,yes,no
request-50-1-1,elevated evaporation rates,water shortages,yes,no,no,no
request-50-1-2,water shortages,arid conditions,no,yes,yes,yes
request-50-1-3,arid conditions,fires in europe,yes,no,yes,no
request-50-2-0,40 degrees,increased human outdoor activity,no,no,no,no
request-50-2-1,increased human outdoor activity,unattended ignition sources,yes,no,yes,yes
request-50-2-2,unattended ignition sources,accidental ignition events,yes,yes,yes,yes
request-50-2-3,accidental ignition events,fires in europe,yes,yes,yes,yes
request-50-3-0,40 degrees,thermal expansion of power lines,yes,no,yes,yes
request-50-3-1,thermal expansion of power lines,electrical short circuits,yes,yes,no,yes
request-50-3-2,electrical short circuits,spark emissions,yes,yes,no,no
request-50-3-3,spark emissions,fires in europe,no,yes,no,no
request-50-4-0,40 degrees,heatinduced dry winds,yes,no,yes,no
request-50-4-1,heatinduced dry winds,ember dispersal,yes,no,yes,no
request-50-4-2,ember dispersal,fire propagation,yes,yes,yes,yes
request-50-4-3,fire propagation,fires in europe,no,yes,no,no
request-50-5-0,40 degrees,agricultural drought,yes,no,no,no
request-50-5-1,agricultural drought,dry crop residues,yes,no,yes,no
request-50-5-2,dry crop residues,spark ignition,yes,no,no,no
request-50-5-3,spark ignition,fires in europe,yes,no,no,no
request-50-6-0,40 degrees,atmospheric instability,yes,no,no,no
request-50-6-1,atmospheric instability,thunderstorm development,yes,no,yes,yes
request-50-6-2,thunderstorm development,lightning strikes,yes,no,yes,no
request-50-6-3,lightning strikes,fires in europe,yes,no,no,no
request-50-7-0,40 degrees,accelerated snowmelt,yes,no,no,no
request-50-7-1,accelerated snowmelt,extended fire season,yes,yes,yes,yes
request-50-7-2,extended fire season,prolonged fire risk,yes,yes,yes,yes
request-50-7-3,prolonged fire risk,fires in europe,no,yes,yes,no
request-51-0-0,air temperature,drought,yes,no,no,yes
request-51-0-1,drought,dry vegetation,yes,no,yes,no
request-51-0-2,dry vegetation,the fires,yes,yes,yes,no
request-51-1-0,air temperature,increased evaporation,yes,no,yes,no
request-51-1-1,increased evaporation,soil moisture depletion,yes,no,yes,no
request-51-1-2,soil moisture depletion,dry vegetation,yes,yes,yes,no
request-51-1-3,dry vegetation,the fires,yes,no,yes,no
request-51-2-0,air temperature,heatwave,yes,no,yes,no
request-51-2-1,heatwave,dry vegetation,yes,no,yes,no
request-51-2-2,dry vegetation,the fires,yes,no,yes,no
request-51-3-0,air temperature,thunderstorms,yes,yes,yes,no
request-51-3-1,thunderstorms,lightning strikes,yes,no,yes,no
request-51-3-2,lightning strikes,the fires,yes,yes,yes,no
request-51-4-0,air temperature,increased plant transpiration,yes,yes,yes,no
request-51-4-1,increased plant transpiration,plant water stress,yes,no,yes,no
request-51-4-2,plant water stress,dry vegetation,yes,yes,yes,no
request-51-4-3,dry vegetation,the fires,yes,no,yes,no
request-51-5-0,air temperature,early snowmelt,yes,yes,yes,no
request-51-5-1,early snowmelt,extended dry season,yes,yes,yes,yes
request-51-5-2,extended dry season,dry vegetation,yes,no,yes,no
request-51-5-3,dry vegetation,the fires,yes,yes,yes,no
request-52-0-0,the vaporization through heating,release of flammable vapors,yes,no,yes,no
request-52-0-1,release of flammable vapors,accumulation of vapors in air,yes,no,yes,no
request-52-0-2,accumulation of vapors in air,ignition by spark,yes,no,yes,no
request-52-0-3,ignition by spark,fires,yes,yes,yes,no
request-52-1-0,the vaporization through heating,increased pressure in container,yes,no,yes,no
request-52-1-1,increased pressure in container,container rupture,yes,no,yes,no
request-52-1-2,container rupture,release of flammable substances,yes,yes,yes,yes
request-52-1-3,release of flammable substances,exposure to ignition source,yes,no,yes,no
request-52-1-4,exposure to ignition source,fires,yes,yes,yes,no
request-52-2-0,the vaporization through heating,formation of flammable aerosol,yes,no,yes,no
request-52-2-1,formation of flammable aerosol,aerosol ignition,yes,no,no,no
request-52-2-2,aerosol ignition,fires,yes,yes,yes,yes
request-52-3-0,the vaporization through heating,continued heating of vapor,no,no,yes,no
request-52-3-1,continued heating of vapor,autoignition of vapor,yes,yes,yes,no
request-52-3-2,autoignition of vapor,fires,yes,yes,yes,yes
request-52-4-0,the vaporization through heating,increased surface area of material,yes,yes,no,no
request-52-4-1,increased surface area of material,accelerated oxidation reaction,yes,yes,yes,yes
request-52-4-2,accelerated oxidation reaction,excessive heat generation,yes,yes,yes,yes
request-52-4-3,excessive heat generation,ignition of material,yes,yes,yes,no
request-52-4-4,ignition of material,fires,yes,yes,yes,no
request-52-5-0,the vaporization through heating,chemical reaction with oxygen,no,yes,no,no
request-52-5-1,chemical reaction with oxygen,exothermic heat release,yes,no,yes,no
request-52-5-2,exothermic heat release,ignition of combustibles,yes,yes,no,yes
request-52-5-3,ignition of combustibles,fires,yes,yes,yes,yes
request-52-6-0,the vaporization through heating,removal of coolant,yes,yes,yes,no
request-52-6-1,removal of coolant,overheating of components,yes,yes,yes,no
request-52-6-2,overheating of components,ignition of materials,yes,yes,yes,no
request-52-6-3,ignition of materials,fires,yes,yes,yes,yes
request-52-7-0,the vaporization through heating,thermal decomposition into reactive gases,yes,yes,no,no
request-52-7-1,thermal decomposition into reactive gases,reaction with environment,yes,no,yes,no
request-52-7-2,reaction with environment,exothermic reaction,no,no,no,no
request-52-7-3,exothermic reaction,fires,yes,yes,yes,no
request-52-8-0,the vaporization through heating,reduction of solvent volume,yes,no,yes,no
request-52-8-1,reduction of solvent volume,increased reaction rate,yes,no,yes,yes
request-52-8-2,increased reaction rate,thermal runaway,yes,yes,yes,yes
request-52-8-3,thermal runaway,fires,yes,yes,yes,no
request-52-9-0,the vaporization through heating,generation of static electricity,no,no,no,no
request-52-9-1,generation of static electricity,spark discharge,yes,no,yes,no
request-52-9-2,spark discharge,ignition of vapors,yes,no,yes,yes
request-52-9-3,ignition of vapors,fires,yes,yes,yes,yes
request-53-0-0,40 degrees,drought,no,no,no,no
request-53-0-1,drought,dry vegetation,yes,no,yes,no
request-53-0-2,dry vegetation,fires,yes,yes,yes,no
request-53-1-0,40 degrees,heatwave,yes,yes,no,no
request-53-1-1,heatwave,electrical grid overload,yes,no,yes,no
request-53-1-2,electrical grid overload,power line sparks,yes,no,yes,no
request-53-1-3,power line sparks,fires,yes,yes,yes,no
request-53-2-0,40 degrees,high heat,yes,no,yes,yes
request-53-2-1,high heat,spontaneous combustion,yes,yes,no,no
request-53-2-2,spontaneous combustion,fires,yes,no,yes,no
request-53-3-0,40 degrees,increased outdoor activities,no,no,no,no
request-53-3-1,increased outdoor activities,accidental ignition,yes,no,yes,yes
request-53-3-2,accidental ignition,fires,yes,yes,yes,no
request-53-4-0,40 degrees,material degradation,no,no,no,no
request-53-4-1,material degradation,combustible materials,yes,yes,no,no
request-53-4-2,combustible materials,fires,yes,no,yes,no
request-53-5-0,40 degrees,thunderstorms,yes,no,no,no
request-53-5-1,thunderstorms,lightning strikes,yes,no,yes,no
request-53-5-2,lightning strikes,fires,yes,no,yes,no
request-54-0-0,unextinguished cigarette butt,smoldering ember,yes,yes,yes,yes
request-54-0-1,smoldering ember,dry vegetation ignition,yes,yes,yes,yes
request-54-0-2,dry vegetation ignition,fire spread,yes,yes,yes,yes
request-54-0-3,fire spread,fires,no,yes,no,yes
request-54-1-0,discarded lit cigarette,hot coal formation,yes,no,no,yes
request-54-1-1,hot coal formation,dry grass ignition,yes,no,yes,no
request-54-1-2,dry grass ignition,slow burn,no,yes,no,no
request-54-1-3,slow burn,hidden fire,yes,yes,no,no
request-54-1-4,hidden fire,fires,no,yes,no,no
request-54-2-0,cigarette butt thrown in trash,trash combustion,yes,no,yes,yes
request-54-2-1,trash combustion,flame engulfment,yes,yes,yes,yes
request-54-2-2,flame engulfment,building ignition,yes,no,yes,yes
request-54-2-3,building ignition,structural fire,no,yes,yes,no
request-54-2-4,structural fire,fires,no,yes,no,yes
request-54-3-0,spark emission,dry underbrush ignition,yes,yes,yes,no
request-54-3-1,dry underbrush ignition,leaf combustion,yes,yes,yes,yes
request-54-3-2,leaf combustion,flame formation,yes,yes,yes,no
request-54-3-3,flame formation,tree engulfment,yes,yes,yes,no
request-54-3-4,tree engulfment,fires,no,yes,no,no
request-54-4-0,power line spark,electrical arc,yes,yes,yes,yes
request-54-4-1,electrical arc,soil ignition,yes,no,yes,no
request-54-4-2,soil ignition,subsurface fire,yes,yes,no,yes
request-54-4-3,subsurface fire,flame eruption,yes,yes,no,no
request-54-4-4,flame eruption,fires,yes,yes,no,no
request-54-5-0,firework spark,ember descent,yes,no,no,no
request-54-5-1,ember descent,rooftop ignition,yes,yes,yes,no
request-54-5-2,rooftop ignition,attic fire,yes,yes,yes,yes
request-54-5-3,attic fire,building fire,yes,yes,no,yes
request-54-5-4,building fire,fires,no,no,no,no
request-54-6-0,lightning strike,tree ignition,yes,no,yes,no
request-54-6-1,tree ignition,branch fall,yes,yes,no,no
request-54-6-2,branch fall,grass fire,yes,no,no,no
request-54-6-3,grass fire,fire spread,yes,yes,yes,yes
request-54-6-4,fire spread,fires,no,yes,no,yes
request-54-7-0,ground lightning strike,rock superheating,yes,no,yes,no
request-54-7-1,rock superheating,vegetation explosion,no,no,no,no
request-54-7-2,vegetation explosion,spark scattering,yes,no,no,no
request-54-7-3,spark scattering,multiple fires,yes,yes,yes,no
request-54-7-4,multiple fires,fires,no,yes,no,no
request-54-8-0,lightning hit,dry thunderstorm,no,yes,no,yes
request-54-8-1,dry thunderstorm,cloudtoground strike,yes,no,yes,no
request-54-8-2,cloudtoground strike,forest floor ignition,yes,no,yes,no
request-54-8-3,forest floor ignition,uncontained fire,yes,yes,yes,yes
request-54-8-4,uncontained fire,fires,yes,yes,yes,no
request-55-0-0,kentucky floods,infrastructure damage,yes,no,yes,no
request-55-0-1,infrastructure damage,transportation disruption,yes,no,yes,yes
request-55-0-2,transportation disruption,supply chain breakdown,yes,yes,yes,yes
request-55-0-3,supply chain breakdown,resource shortages,yes,yes,yes,yes
request-55-0-4,resource shortages,public panic,yes,yes,yes,no
request-55-0-5,public panic,chaos,yes,yes,no,no
request-55-1-0,kentucky floods,home displacement,yes,no,yes,no
request-55-1-1,home displacement,overcrowded shelters,yes,yes,yes,no
request-55-1-2,overcrowded shelters,disease outbreaks,yes,yes,yes,yes
request-55-1-3,disease outbreaks,medical system overload,yes,no,yes,no
request-55-1-4,medical system overload,emergency service collapse,yes,yes,yes,no
request-55-1-5,emergency service collapse,chaos,yes,no,no,no
request-55-2-0,kentucky floods,water contamination,yes,no,yes,no
request-55-2-1,water contamination,health crises,yes,yes,yes,no
request-55-2-2,health crises,workforce depletion,yes,yes,yes,no
request-55-2-3,workforce depletion,economic paralysis,yes,yes,no,yes
request-55-2-4,economic paralysis,social instability,yes,yes,yes,yes
request-55-2-5,social instability,chaos,yes,yes,no,no
request-55-3-0,texas snowfalls,power grid failure,yes,no,yes,no
request-55-3-1,power grid failure,hypothermia surge,yes,yes,yes,no
request-55-3-2,hypothermia surge,hospital overcrowding,yes,no,no,no
request-55-3-3,hospital overcrowding,treatment delays,yes,yes,yes,yes
request-55-3-4,treatment delays,mortality spikes,yes,yes,yes,no
request-55-3-5,mortality spikes,chaos,yes,no,no,no
request-55-4-0,texas snowfalls,road closures,yes,no,yes,no
request-55-4-1,road closures,food delivery halts,yes,no,yes,no
request-55-4-2,food delivery halts,grocery shortages,no,yes,no,no
request-55-4-3,grocery shortages,looting,no,no,no,no
request-55-4-4,looting,law enforcement overwhelm,yes,no,no,no
request-55-4-5,law enforcement overwhelm,chaos,no,yes,no,no
request-55-5-0,texas snowfalls,communication blackouts,no,no,no,no
request-55-5-1,communication blackouts,misinformation spread,yes,no,no,no
request-55-5-2,misinformation spread,coordination breakdown,yes,yes,yes,yes
request-55-5-3,coordination breakdown,relief effort failure,yes,yes,yes,no
request-55-5-4,relief effort failure,desperation,yes,no,no,no
request-55-5-5,desperation,chaos,yes,no,no,no
request-56-0-0,people,arson,yes,no,yes,no
request-56-0-1,arson,fires,yes,no,yes,no
request-56-1-0,people,accidental ignition,yes,no,yes,no
request-56-1-1,accidental ignition,fires,yes,yes,yes,no
request-56-2-0,people,electrical malfunction,yes,no,yes,no
request-56-2-1,electrical malfunction,sparks,yes,yes,yes,yes
request-56-2-2,sparks,fires,yes,yes,yes,yes
request-56-3-0,people,industrial activities,yes,no,yes,no
request-56-3-1,industrial activities,sparks,yes,no,yes,no
request-56-3-2,sparks,fires,yes,yes,yes,yes
request-56-4-0,people,climate change,yes,no,yes,no
request-56-4-1,climate change,increased temperatures,yes,yes,yes,no
request-56-4-2,increased temperatures,dry conditions,yes,yes,yes,yes
request-56-4-3,dry conditions,fires,yes,no,yes,no
request-56-5-0,people,deforestation,yes,no,yes,no
request-56-5-1,deforestation,dry biomass accumulation,no,no,no,no
request-56-5-2,dry biomass accumulation,fires,yes,no,yes,no
request-56-6-0,people,discarded cigarettes,yes,no,yes,no
request-56-6-1,discarded cigarettes,ignition of dry vegetation,yes,no,yes,yes
request-56-6-2,ignition of dry vegetation,fires,yes,yes,yes,no
request-56-7-0,people,unattended campfires,yes,no,yes,no
request-56-7-1,unattended campfires,spread of embers,yes,no,yes,no
request-56-7-2,spread of embers,fires,yes,yes,yes,yes
request-56-8-0,people,infrastructure development,yes,no,yes,no
request-56-8-1,infrastructure development,power line faults,yes,no,yes,no
request-56-8-2,power line faults,electrical sparks,yes,yes,yes,yes
request-56-8-3,electrical sparks,fires,yes,yes,yes,no
request-56-9-0,people,slashandburn agriculture,yes,no,yes,no
request-56-9-1,slashandburn agriculture,uncontrolled flames,no,no,yes,no
request-56-9-2,uncontrolled flames,fires,yes,yes,yes,yes
request-56-10-0,people,fireworks,yes,no,yes,no
request-56-10-1,fireworks,sparks,yes,no,yes,no
request-56-10-2,sparks,fires,yes,yes,yes,yes
request-56-11-0,people,improper waste disposal,yes,no,yes,no
request-56-11-1,improper waste disposal,spontaneous combustion,yes,no,yes,no
request-56-11-2,spontaneous combustion,fires,yes,no,yes,no
request-56-12-0,people,littering,yes,no,yes,no
request-56-12-1,littering,flammable debris accumulation,yes,yes,yes,no
request-56-12-2,flammable debris accumulation,fires,yes,no,yes,no
request-56-13-0,people,equipment use,yes,no,yes,no
request-56-13-1,equipment use,sparks,yes,no,yes,no
request-56-13-2,sparks,fires,yes,yes,yes,yes
request-56-14-0,people,children playing with fire,no,no,no,no
request-56-14-1,children playing with fire,uncontrolled flames,yes,no,yes,yes
request-56-14-2,uncontrolled flames,fires,yes,yes,yes,yes
request-56-15-0,people,bbqs,yes,no,no,no
request-56-15-1,bbqs,unattended flames,yes,no,yes,yes
request-56-15-2,unattended flames,fires,yes,yes,yes,no
request-56-16-0,people,bonfires,yes,no,yes,no
request-56-16-1,bonfires,embers spread,yes,yes,yes,no
request-56-16-2,embers spread,fires,yes,yes,yes,yes
request-56-17-0,people,car engine malfunction,yes,no,no,no
request-56-17-1,car engine malfunction,hot exhaust,yes,yes,no,no
request-56-17-2,hot exhaust,ignition of vegetation,yes,yes,yes,no
request-56-17-3,ignition of vegetation,fires,yes,yes,yes,yes
request-56-18-0,people,glass litter,yes,no,yes,no
request-56-18-1,glass litter,concentrated sunlight,yes,no,no,no
request-56-18-2,concentrated sunlight,ignition,yes,no,yes,yes
request-56-18-3,ignition,fires,yes,yes,yes,no
request-57-0-0,the water content of plants in hot climates,dehydration of plant tissues,no,yes,no,no
request-57-0-1,dehydration of plant tissues,dry vegetation,yes,no,yes,no
request-57-0-2,dry vegetation,high flammability,yes,no,yes,no
request-57-0-3,high flammability,ignition,yes,yes,yes,no
request-57-0-4,ignition,fires,yes,yes,yes,no
request-57-1-0,the water content of plants in hot climates,heat stress,yes,yes,no,no
request-57-1-1,heat stress,plant mortality,yes,yes,yes,no
request-57-1-2,plant mortality,dead biomass accumulation,yes,yes,yes,yes
request-57-1-3,dead biomass accumulation,fuel availability,yes,yes,yes,no
request-57-1-4,fuel availability,combustion,no,no,yes,no
request-57-1-5,combustion,fires,yes,no,yes,no
request-57-2-0,the water content of plants in hot climates,reduced transpiration,no,yes,yes,yes
request-57-2-1,reduced transpiration,elevated tissue temperatures,yes,yes,yes,yes
request-57-2-2,elevated tissue temperatures,volatile organic compound release,yes,yes,yes,no
request-57-2-3,volatile organic compound release,pyrolysis,no,yes,no,yes
request-57-2-4,pyrolysis,fires,no,yes,no,no
request-57-3-0,the water content of plants in hot climates,drought stress,yes,yes,no,yes
request-57-3-1,drought stress,leaf shedding,yes,no,yes,no
request-57-3-2,leaf shedding,litter layer formation,yes,no,yes,no
request-57-3-3,litter layer formation,fuel continuity,yes,no,yes,no
request-57-3-4,fuel continuity,fire ignition,yes,no,no,no
request-57-3-5,fire ignition,fires,yes,no,yes,no
request-57-4-0,the water content of plants in hot climates,cell desiccation,no,yes,no,no
request-57-4-1,cell desiccation,tissue brittleness,yes,no,yes,no
request-57-4-2,tissue brittleness,fragmentation into fine fuels,yes,no,yes,yes
request-57-4-3,fragmentation into fine fuels,rapid ignition,yes,yes,yes,yes
request-57-4-4,rapid ignition,fires,yes,yes,yes,no
request-58-0-0,humans,arson,yes,no,yes,no
request-58-0-1,arson,fires,yes,no,yes,no
request-58-1-0,humans,negligent behavior,yes,no,yes,no
request-58-1-1,negligent behavior,accidental ignition,yes,no,yes,no
request-58-1-2,accidental ignition,fires,yes,yes,yes,no
request-58-2-0,humans,unattended campfires,yes,no,yes,no
