custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-46-4-0,climate change,thawing permafrost,yes,yes,yes,no
request-46-4-1,thawing permafrost,methane emissions surge,yes,yes,no,no
request-46-4-2,methane emissions surge,accelerated global warming,yes,yes,yes,yes
request-46-4-3,accelerated global warming,catastrophic weather events,yes,yes,yes,no
request-46-4-4,catastrophic weather events,infrastructure collapse,yes,no,yes,no
request-46-4-5,infrastructure collapse,loss of technological civilization,yes,yes,yes,yes
request-46-4-6,loss of technological civilization,human extinction,no,yes,no,yes
request-46-5-0,climate change,prolonged droughts,yes,no,yes,no
request-46-5-1,prolonged droughts,freshwater scarcity,yes,no,yes,no
request-46-5-2,freshwater scarcity,transboundary water conflicts,yes,yes,yes,yes
request-46-5-3,transboundary water conflicts,international warfare,no,yes,no,no
request-46-5-4,international warfare,nuclear conflict,no,yes,yes,no
request-46-5-5,nuclear conflict,human extinction,no,no,yes,no
request-46-6-0,climate change,expanding tropical disease ranges,yes,no,yes,no
request-46-6-1,expanding tropical disease ranges,global pandemic outbreaks,no,yes,no,no
request-46-6-2,global pandemic outbreaks,collapse of medical systems,yes,no,yes,no
request-46-6-3,collapse of medical systems,mass mortality events,yes,yes,no,no
request-46-6-4,mass mortality events,human extinction,no,no,no,no
request-47-0-0,highlatitude glacier melt,glacial meltwater discharge into oceans,yes,no,yes,no
request-47-0-1,glacial meltwater discharge into oceans,increased ocean water volume,yes,no,yes,yes
request-47-0-2,increased ocean water volume,global sea level rise,yes,no,yes,no
request-47-1-0,highlatitude glacier melt,reduced surface albedo,yes,yes,yes,yes
request-47-1-1,reduced surface albedo,enhanced solar radiation absorption,yes,yes,yes,no
request-47-1-2,enhanced solar radiation absorption,accelerated regional warming,yes,yes,yes,yes
request-47-1-3,accelerated regional warming,additional ice sheet melt,yes,yes,yes,yes
request-47-1-4,additional ice sheet melt,sea level rise,yes,yes,yes,no
request-47-2-0,highlatitude glacier melt,freshwater influx altering ocean salinity,yes,no,yes,yes
request-47-2-1,freshwater influx altering ocean salinity,disrupted thermohaline circulation,yes,no,yes,yes
request-47-2-2,disrupted thermohaline circulation,warmer deepocean temperatures,yes,yes,yes,no
request-47-2-3,warmer deepocean temperatures,increased basal melting of ice shelves,yes,no,yes,no
request-47-2-4,increased basal melting of ice shelves,ice sheet destabilization,yes,yes,yes,no
request-47-2-5,ice sheet destabilization,sea level rise,yes,yes,yes,no
request-47-3-0,highlatitude glacier melt,isostatic rebound of landmasses,yes,no,yes,no
request-47-3-1,isostatic rebound of landmasses,relative sea level rise in adjacent regions,yes,no,yes,no
request-47-3-2,relative sea level rise in adjacent regions,compounded global sea level rise,no,yes,no,no
request-47-4-0,highlatitude glacier melt,altered sediment input to oceans,yes,no,yes,no
request-47-4-1,altered sediment input to oceans,coastal erosion acceleration,yes,yes,yes,yes
request-47-4-2,coastal erosion acceleration,amplified local sea level impacts,yes,yes,yes,yes
request-47-4-3,amplified local sea level impacts,global sea level rise  ,no,yes,no,yes
request-48-0-0,every minor setback,production delays,no,no,no,no
request-48-0-1,production delays,reduced output,yes,yes,yes,no
request-48-0-2,reduced output,lower inventory levels,yes,no,yes,no
request-48-0-3,lower inventory levels,supply chain disruptions,yes,yes,no,yes
request-48-0-4,supply chain disruptions,shortages,yes,yes,yes,yes
request-48-1-0,every minor setback,operational inefficiencies,no,no,no,no
request-48-1-1,operational inefficiencies,resource mismanagement,yes,yes,yes,yes
request-48-1-2,resource mismanagement,wasted materials,yes,yes,yes,no
request-48-1-3,wasted materials,depleted reserves,yes,yes,yes,no
request-48-1-4,depleted reserves,shortages,yes,yes,yes,yes
request-48-2-0,every minor setback,supplier communication breakdowns,no,no,no,no
request-48-2-1,supplier communication breakdowns,delayed raw material deliveries,yes,yes,yes,no
request-48-2-2,delayed raw material deliveries,manufacturing bottlenecks,yes,no,yes,no
request-48-2-3,manufacturing bottlenecks,inadequate product availability,yes,yes,yes,no
request-48-2-4,inadequate product availability,shortages,yes,yes,yes,yes
request-48-3-0,every minor setback,workforce absenteeism,no,no,no,no
request-48-3-1,workforce absenteeism,slower production rates,yes,no,yes,no
request-48-3-2,slower production rates,insufficient stock replenishment,yes,yes,yes,yes
request-48-3-3,insufficient stock replenishment,unmet consumer demand,yes,no,yes,no
request-48-3-4,unmet consumer demand,shortages,yes,yes,no,yes
request-48-4-0,every minor setback,quality control issues,no,no,no,no
request-48-4-1,quality control issues,product recalls,yes,no,yes,no
request-48-4-2,product recalls,increased waste,yes,yes,yes,no
request-48-4-3,increased waste,reduced available stock,yes,no,yes,no
request-48-4-4,reduced available stock,shortages,yes,yes,yes,yes
request-48-5-0,every minor setback,transportation delays,no,no,no,no
request-48-5-1,transportation delays,distribution bottlenecks,yes,yes,yes,yes
request-48-5-2,distribution bottlenecks,regional supply imbalances,yes,yes,yes,yes
request-48-5-3,regional supply imbalances,shortages,yes,yes,yes,yes
request-48-6-0,every minor setback,budget reallocations,no,no,no,no
request-48-6-1,budget reallocations,reduced purchasing capacity,yes,yes,yes,yes
request-48-6-2,reduced purchasing capacity,inadequate restocking,yes,no,yes,yes
request-48-6-3,inadequate restocking,shortages,yes,yes,yes,yes
request-48-7-0,every minor setback,equipment malfunctions,no,no,no,no
request-48-7-1,equipment malfunctions,production halts,yes,no,yes,no
request-48-7-2,production halts,critical supply gaps,yes,yes,yes,yes
request-48-7-3,critical supply gaps,shortages,yes,yes,yes,yes
request-49-0-0,tree planting,increased carbon sequestration,yes,no,yes,no
request-49-0-1,increased carbon sequestration,reduced atmospheric co₂ levels,yes,no,yes,no
request-49-0-2,reduced atmospheric co₂ levels,weakened greenhouse effect,yes,no,yes,no
request-49-0-3,weakened greenhouse effect,slowed global temperature rise,yes,no,no,no
request-49-0-4,slowed global temperature rise,climate change,no,no,no,no
request-49-1-0,tree planting,enhanced evapotranspiration,yes,no,yes,no
request-49-1-1,enhanced evapotranspiration,increased cloud formation,yes,no,yes,no
request-49-1-2,increased cloud formation,altered precipitation patterns,yes,no,yes,no
request-49-1-3,altered precipitation patterns,regional climatic shifts,yes,yes,yes,yes
request-49-1-4,regional climatic shifts,climate change,no,yes,no,yes
request-49-2-0,tree planting,albedo reduction in snowcovered areas,yes,no,yes,yes
request-49-2-1,albedo reduction in snowcovered areas,higher surface heat absorption,yes,yes,yes,no
request-49-2-2,higher surface heat absorption,localized warming,yes,yes,yes,no
request-49-2-3,localized warming,feedback loops in polar regions,yes,yes,yes,yes
request-49-2-4,feedback loops in polar regions,climate change,no,yes,no,yes
request-49-3-0,tree planting,monoculture ecosystem establishment,yes,yes,yes,yes
request-49-3-1,monoculture ecosystem establishment,reduced biodiversity resilience,yes,yes,yes,no
request-49-3-2,reduced biodiversity resilience,pest/disease outbreaks,yes,yes,yes,yes
request-49-3-3,pest/disease outbreaks,largescale tree mortality,yes,yes,yes,no
request-49-3-4,largescale tree mortality,released stored carbon,yes,yes,yes,no
request-49-3-5,released stored carbon,accelerated greenhouse effect,yes,yes,yes,yes
request-49-3-6,accelerated greenhouse effect,climate change,yes,no,yes,no
request-49-4-0,tree planting,soil organic matter accumulation,yes,no,yes,yes
request-49-4-1,soil organic matter accumulation,improved water retention capacity,yes,yes,yes,yes
request-49-4-2,improved water retention capacity,reduced drought frequency,no,yes,yes,no
request-49-4-3,reduced drought frequency,stabilized regional climates,yes,no,no,yes
request-49-4-4,stabilized regional climates,climate change,no,no,no,no
request-49-5-0,tree planting,displacement of native vegetation,yes,no,yes,yes
request-49-5-1,displacement of native vegetation,loss of speciesspecific carbon storage,yes,yes,yes,no
request-49-5-2,loss of speciesspecific carbon storage,net increase in atmospheric co₂,yes,yes,yes,yes
request-49-5-3,net increase in atmospheric co₂,intensified greenhouse effect,yes,no,yes,no
request-49-5-4,intensified greenhouse effect,climate change,yes,no,yes,no
request-50-0-0,high temperatures,drought conditions,no,yes,no,no
request-50-0-1,drought conditions,dry vegetation,yes,no,yes,no
request-50-0-2,dry vegetation,increased wildfire risk,yes,no,yes,no
request-50-0-3,increased wildfire risk,fires in europe,yes,yes,yes,no
request-50-1-0,high temperatures,heatwaves,no,no,no,no
request-50-1-1,heatwaves,soil moisture depletion,yes,yes,yes,no
request-50-1-2,soil moisture depletion,combustible material accumulation,yes,no,no,no
request-50-1-3,combustible material accumulation,wildfire outbreaks,no,no,yes,no
request-50-1-4,wildfire outbreaks,fires in europe,no,no,yes,no
request-50-2-0,high temperatures,increased evaporation,yes,no,yes,no
request-50-2-1,increased evaporation,water scarcity,yes,no,yes,no
request-50-2-2,water scarcity,plant desiccation,yes,no,yes,no
request-50-2-3,plant desiccation,flammable ecosystems,yes,no,yes,no
request-50-2-4,flammable ecosystems,fires in europe,no,no,yes,no
request-50-3-0,high temperatures,atmospheric instability,yes,no,yes,no
request-50-3-1,atmospheric instability,thunderstorm formation,yes,no,yes,no
request-50-3-2,thunderstorm formation,lightning activity,yes,no,yes,no
request-50-3-3,lightning activity,wildfire ignitions,yes,no,yes,yes
request-50-3-4,wildfire ignitions,fires in europe,yes,yes,yes,yes
request-50-4-0,high temperatures,tree stress,yes,no,yes,no
request-50-4-1,tree stress,pest infestations,yes,yes,yes,yes
request-50-4-2,pest infestations,dead vegetation,yes,yes,yes,no
request-50-4-3,dead vegetation,fuel accumulation,yes,no,yes,no
request-50-4-4,fuel accumulation,fires in europe,no,no,yes,no
request-50-5-0,high temperatures,increased human activity,no,yes,no,yes
request-50-5-1,increased human activity,accidental ignitions,yes,yes,yes,no
request-50-5-2,accidental ignitions,fires in europe,yes,yes,yes,yes
request-51-0-0,air temperature,evaporation rates,yes,no,yes,no
request-51-0-1,evaporation rates,drier vegetation,yes,no,yes,no
request-51-0-2,drier vegetation,increased flammability of biomass,yes,no,yes,no
request-51-0-3,increased flammability of biomass,higher ignition probability,yes,yes,yes,yes
request-51-0-4,higher ignition probability,the fires,yes,yes,yes,yes
request-51-1-0,air temperature,heatwave conditions,yes,no,yes,no
request-51-1-1,heatwave conditions,prolonged drought,yes,yes,no,no
request-51-1-2,prolonged drought,vegetation desiccation,yes,no,yes,no
request-51-1-3,vegetation desiccation,wildfire susceptibility,yes,no,yes,no
request-51-1-4,wildfire susceptibility,the fires,no,yes,no,no
request-51-2-0,air temperature,increased thunderstorm activity,yes,no,yes,no
request-51-2-1,increased thunderstorm activity,lightning strikes,yes,no,yes,no
request-51-2-2,lightning strikes,ignition sources,yes,no,yes,no
request-51-2-3,ignition sources,the fires,yes,yes,yes,no
request-51-3-0,air temperature,earlier snowmelt,yes,no,yes,no
request-51-3-1,earlier snowmelt,extended dry season,yes,yes,yes,no
request-51-3-2,extended dry season,parched landscapes,yes,no,yes,no
request-51-3-3,parched landscapes,the fires,no,yes,yes,no
request-51-4-0,air temperature,plant stress,yes,no,yes,no
request-51-4-1,plant stress,pest infestations,yes,yes,yes,yes
request-51-4-2,pest infestations,dead tree accumulation,yes,yes,yes,yes
request-51-4-3,dead tree accumulation,fuel load increase,yes,yes,yes,yes
request-51-4-4,fuel load increase,the fires,no,no,no,no
request-51-5-0,air temperature,reduced humidity,no,no,yes,no
request-51-5-1,reduced humidity,vegetation dryness,yes,yes,yes,yes
request-51-5-2,vegetation dryness,the fires,no,no,yes,no
request-51-6-0,air temperature,stronger wind patterns,yes,no,yes,no
request-51-6-1,stronger wind patterns,rapid fire spread,yes,yes,yes,yes
request-51-6-2,rapid fire spread,the fires,no,yes,no,no
request-52-0-0,the vaporization through heating,release of flammable vapor,yes,no,yes,no
request-52-0-1,release of flammable vapor,accumulation of combustible gas,yes,no,yes,no
request-52-0-2,accumulation of combustible gas,ignition from a spark,yes,no,yes,no
request-52-0-3,ignition from a spark,fires<|im_end|>,yes,yes,yes,no
request-52-1-0,the vaporization through heating,pressure buildup in a closed system,yes,no,yes,no
request-52-1-1,pressure buildup in a closed system,rupture of containment,yes,no,yes,no
request-52-1-2,rupture of containment,exposure to oxygen,yes,yes,yes,no
request-52-1-3,exposure to oxygen,combustion of released material,no,no,yes,no
request-52-1-4,combustion of released material,fires<|im_end|>,yes,yes,no,yes
request-52-2-0,the vaporization through heating,overheating of adjacent materials,yes,yes,no,no
request-52-2-1,overheating of adjacent materials,thermal degradation,yes,yes,yes,yes
request-52-2-2,thermal degradation,release of combustible byproducts,yes,no,yes,no
request-52-2-3,release of combustible byproducts,spontaneous ignition,yes,yes,no,no
request-52-2-4,spontaneous ignition,fires<|im_end|>,yes,no,yes,no
request-52-3-0,the vaporization through heating,reduction of liquid coolant levels,yes,yes,yes,yes
request-52-3-1,reduction of liquid coolant levels,equipment malfunction,yes,yes,yes,yes
request-52-3-2,equipment malfunction,electrical arcing,yes,yes,yes,yes
request-52-3-3,electrical arcing,ignition of nearby flammables,yes,no,yes,no
request-52-3-4,ignition of nearby flammables,fires<|im_end|>,yes,yes,yes,yes
request-52-4-0,the vaporization through heating,formation of aerosolized particles,yes,no,yes,no
request-52-4-1,formation of aerosolized particles,enhanced oxygen mixing,no,yes,yes,yes
request-52-4-2,enhanced oxygen mixing,rapid oxidation reaction,yes,yes,yes,yes
request-52-4-3,rapid oxidation reaction,fires<|im_end|>,yes,yes,yes,no
request-53-0-0,40 degrees,drought,no,no,no,no
request-53-0-1,drought,dry vegetation,yes,no,yes,no
request-53-0-2,dry vegetation,fires,yes,no,yes,no
request-53-1-0,40 degrees,heatwave,no,no,no,yes
request-53-1-1,heatwave,overloaded power systems,yes,no,yes,no
request-53-1-2,overloaded power systems,electrical faults,yes,no,yes,no
request-53-1-3,electrical faults,fires,yes,yes,yes,no
request-53-2-0,40 degrees,increased evaporation,yes,no,yes,no
request-53-2-1,increased evaporation,atmospheric instability,yes,yes,yes,yes
request-53-2-2,atmospheric instability,thunderstorms,yes,no,yes,no
request-53-2-3,thunderstorms,lightning strikes,yes,no,yes,no
request-53-2-4,lightning strikes,fires,yes,no,yes,no
request-53-3-0,40 degrees,human negligence,no,no,no,no
request-53-3-1,human negligence,accidental ignition,yes,no,yes,no
request-53-3-2,accidental ignition,fires,yes,yes,yes,yes
request-53-4-0,40 degrees,reduced soil moisture,yes,no,yes,yes
request-53-4-1,reduced soil moisture,tree mortality,yes,no,yes,yes
request-53-4-2,tree mortality,accumulated deadwood,yes,no,yes,no
request-53-4-3,accumulated deadwood,fires,no,yes,no,no
request-53-5-0,40 degrees,power line overheating,no,no,no,no
request-53-5-1,power line overheating,electrical sparks,yes,yes,yes,no
request-53-5-2,electrical sparks,fires,yes,no,yes,no
request-53-6-0,40 degrees,wildlife dehydration,yes,no,yes,no
request-53-6-1,wildlife dehydration,disrupted ecosystems,yes,yes,yes,yes
request-53-6-2,disrupted ecosystems,flammable invasive species spread,yes,yes,yes,yes
request-53-6-3,flammable invasive species spread,fires,yes,yes,yes,yes
request-54-0-0,cigarette butt,dry grass ignition,yes,no,yes,yes
request-54-0-1,dry grass ignition,flame,yes,yes,yes,yes
request-54-0-2,flame,vegetation fire,yes,yes,yes,no
request-54-0-3,vegetation fire,fires,yes,yes,no,no
request-54-1-0,cigarette butt,trash can ignition,yes,no,yes,yes
request-54-1-1,trash can ignition,trash fire,yes,yes,no,no
request-54-1-2,trash fire,building fire,yes,yes,yes,no
request-54-1-3,building fire,fires,no,yes,no,no
request-54-2-0,spark,dry leaves smoldering,yes,yes,yes,no
request-54-2-1,dry leaves smoldering,flames,no,no,no,no
request-54-2-2,flames,brush fire,yes,yes,no,yes
request-54-2-3,brush fire,fires,no,yes,no,no
request-54-3-0,spark,flammable material ignition,yes,no,yes,no
request-54-3-1,flammable material ignition,explosion,yes,yes,no,no
request-54-3-2,explosion,structural fire,yes,yes,yes,yes
request-54-3-3,structural fire,fires,no,yes,no,no
request-54-4-0,spark,grass ignition,yes,no,yes,yes
request-54-4-1,grass ignition,flame spread,yes,yes,yes,no
request-54-4-2,flame spread,forest fire,yes,yes,yes,no
request-54-4-3,forest fire,fires,yes,yes,no,no
request-54-5-0,lightning,tree ignition,yes,no,yes,no
request-54-5-1,tree ignition,burning tree,yes,yes,no,yes
request-54-5-2,burning tree,ember spread,yes,yes,yes,yes
request-54-5-3,ember spread,forest fire,yes,yes,yes,yes
request-54-5-4,forest fire,fires,no,no,no,no
request-54-6-0,lightning,power line surge,yes,no,yes,no
request-54-6-1,power line surge,brush ignition,yes,yes,yes,no
request-54-6-2,brush ignition,brush fire,yes,no,yes,no
request-54-6-3,brush fire,residential fires,yes,yes,yes,yes
request-54-6-4,residential fires,fires,no,yes,no,no
request-54-7-0,lightning,ground ignition,yes,no,yes,no
request-54-7-1,ground ignition,dry grass fire,yes,yes,yes,yes
request-54-7-2,dry grass fire,wildfire expansion,yes,yes,yes,yes
request-54-7-3,wildfire expansion,fires,no,yes,no,yes
request-55-0-0,kentucky floods,infrastructure damage,yes,no,yes,no
request-55-0-1,infrastructure damage,transportation disruptions,yes,no,yes,yes
request-55-0-2,transportation disruptions,supply chain interruptions,yes,yes,yes,no
request-55-0-3,supply chain interruptions,resource shortages,yes,yes,yes,yes
request-55-0-4,resource shortages,economic instability,yes,yes,yes,yes
request-55-0-5,economic instability,social unrest,yes,yes,yes,yes
request-55-0-6,social unrest,chaos,yes,yes,yes,no
request-55-1-0,kentucky floods,agricultural losses,yes,no,yes,no
request-55-1-1,agricultural losses,food scarcity,yes,no,yes,no
request-55-1-2,food scarcity,price hikes,yes,yes,yes,no
request-55-1-3,price hikes,public discontent,yes,yes,yes,no
request-55-1-4,public discontent,protests,yes,no,yes,no
request-55-1-5,protests,chaos,yes,yes,"assistant
yes",no
request-55-2-0,kentucky floods,displacement of residents,yes,no,yes,yes
request-55-2-1,displacement of residents,overcrowded shelters,yes,yes,yes,no
request-55-2-2,overcrowded shelters,health crises,yes,yes,yes,yes
request-55-2-3,health crises,social tension,yes,yes,yes,yes
request-55-2-4,social tension,chaos,yes,yes,yes,"assistant
yes"
request-55-3-0,texas snowfalls,power outages,yes,no,yes,no
request-55-3-1,power outages,communication breakdowns,yes,yes,yes,yes
request-55-3-2,communication breakdowns,emergency service delays,yes,yes,yes,yes
request-55-3-3,emergency service delays,public safety risks,yes,yes,yes,yes
request-55-3-4,public safety risks,panic buying,yes,yes,yes,yes
request-55-3-5,panic buying,resource depletion,yes,yes,no,no
request-55-3-6,resource depletion,civil disorder,yes,yes,yes,yes
request-55-3-7,civil disorder,chaos,yes,yes,yes,no
request-55-4-0,texas snowfalls,transportation network disruptions,yes,no,yes,no
request-55-4-1,transportation network disruptions,fuel shortages,yes,yes,yes,yes
request-55-4-2,fuel shortages,heating system failures,yes,no,yes,no
request-55-4-3,heating system failures,hypothermia cases,yes,no,yes,no
request-55-4-4,hypothermia cases,healthcare system overload,no,no,no,no
request-55-4-5,healthcare system overload,public health crisis,yes,yes,yes,yes
request-55-4-6,public health crisis,societal breakdown,"assistant
yes<|im_end|>",yes,yes,no
request-55-4-7,societal breakdown,chaos,yes,yes,yes,no
request-55-5-0,texas snowfalls,business closures,yes,no,yes,no
request-55-5-1,business closures,economic losses,yes,yes,yes,yes
request-55-5-2,economic losses,unemployment,yes,yes,yes,yes
request-55-5-3,unemployment,poverty,yes,no,no,no
request-55-5-4,poverty,crime surge,no,no,no,no
request-55-5-5,crime surge,chaos,yes,no,yes,no
request-56-0-0,people,negligent campfires,yes,no,yes,yes
request-56-0-1,negligent campfires,uncontrolled flames,yes,no,yes,no
request-56-0-2,uncontrolled flames,fires<|im_end|>,yes,yes,yes,no
request-56-1-0,people,cigarette discards,yes,no,yes,yes
request-56-1-1,cigarette discards,dry vegetation ignition,yes,yes,yes,yes
request-56-1-2,dry vegetation ignition,fires<|im_end|>,yes,no,yes,no
request-56-2-0,people,machinery sparks,yes,no,no,no
request-56-2-1,machinery sparks,grassland combustion,yes,no,yes,yes
request-56-2-2,grassland combustion,fires<|im_end|>,no,yes,yes,yes
request-56-3-0,people,arson acts,yes,no,yes,no
request-56-3-1,arson acts,deliberate ignition,yes,yes,yes,yes
request-56-3-2,deliberate ignition,fires<|im_end|>,yes,no,yes,no
request-56-4-0,people,defective wiring,yes,no,yes,no
request-56-4-1,defective wiring,electrical arcing,yes,yes,yes,no
request-56-4-2,electrical arcing,fires<|im_end|>,yes,yes,yes,yes
request-56-5-0,people,unattended bonfires,yes,no,yes,no
request-56-5-1,unattended bonfires,ember spread,yes,yes,yes,no
request-56-5-2,ember spread,fires<|im_end|>,yes,yes,yes,yes
request-56-6-0,people,firework mishaps,yes,no,yes,yes
request-56-6-1,firework mishaps,explosive debris,yes,yes,yes,yes
request-56-6-2,explosive debris,fires<|im_end|>,yes,yes,yes,yes
request-56-7-0,people,slashandburn farming,yes,no,yes,no
request-56-7-1,slashandburn farming,escaped flames,yes,no,yes,no
request-56-7-2,escaped flames,fires<|im_end|>,yes,yes,yes,yes
request-56-8-0,people,overloaded circuits,yes,no,yes,no
request-56-8-1,overloaded circuits,overheating,yes,no,yes,no
request-56-8-2,overheating,fires<|im_end|>,yes,yes,yes,yes
request-56-9-0,people,gasoline storage,yes,no,yes,no
request-56-9-1,gasoline storage,vapor ignition,no,no,yes,no
request-56-9-2,vapor ignition,fires<|im_end|>,yes,yes,yes,yes
request-57-0-0,the water content of plants in hot climates,reduced plant moisture,no,no,no,no
request-57-0-1,reduced plant moisture,increased flammability of vegetation,yes,no,yes,yes
request-57-0-2,increased flammability of vegetation,fires,yes,yes,yes,no
request-57-1-0,the water content of plants in hot climates,accelerated leaf shedding,yes,yes,no,no
request-57-1-1,accelerated leaf shedding,accumulation of dry plant litter,yes,no,yes,no
request-57-1-2,accumulation of dry plant litter,elevated combustible material,yes,yes,yes,no
request-57-1-3,elevated combustible material,fires,yes,yes,yes,no
request-57-2-0,the water content of plants in hot climates,plant stress and mortality,yes,no,yes,no
request-57-2-1,plant stress and mortality,expansion of dead biomass,yes,yes,yes,no
request-57-2-2,expansion of dead biomass,enhanced fuel availability,yes,no,yes,no
request-57-2-3,enhanced fuel availability,fires,no,yes,yes,no
request-57-3-0,the water content of plants in hot climates,decreased transpiration rates,no,yes,yes,no
request-57-3-1,decreased transpiration rates,higher ambient temperatures,yes,no,yes,yes
request-57-3-2,higher ambient temperatures,intensified drying of ecosystems,yes,yes,yes,yes
request-57-3-3,intensified drying of ecosystems,fires,yes,yes,yes,yes
request-58-0-0,humans,campfire ignition,yes,no,yes,no
request-58-0-1,campfire ignition,unattended flames,no,yes,yes,yes
request-58-0-2,unattended flames,vegetation combustion,yes,yes,yes,no
request-58-0-3,vegetation combustion,wildfire,no,yes,no,yes
request-58-0-4,wildfire,fires,no,no,no,no
request-58-1-0,humans,cigarette discard,yes,no,yes,no
request-58-1-1,cigarette discard,littered waste,yes,yes,yes,no
request-58-1-2,littered waste,dry grass ignition,yes,no,yes,yes
request-58-1-3,dry grass ignition,brush fire,yes,yes,yes,yes
request-58-1-4,brush fire,fires,no,yes,no,no
request-58-2-0,humans,machinery operation,yes,no,yes,no
request-58-2-1,machinery operation,mechanical sparks,yes,no,yes,no
request-58-2-2,mechanical sparks,flammable material ignition,yes,no,yes,no
request-58-2-3,flammable material ignition,factory fire,yes,yes,yes,no
request-58-2-4,factory fire,fires,yes,yes,no,no
request-58-3-0,humans,faulty wiring installation,yes,no,yes,no
request-58-3-1,faulty wiring installation,electrical overload,yes,no,yes,no
request-58-3-2,electrical overload,short circuit,no,yes,no,no
request-58-3-3,short circuit,structure fire,yes,yes,yes,yes
request-58-3-4,structure fire,fires,no,yes,no,no
request-58-4-0,humans,fireworks launch,yes,no,yes,no
request-58-4-1,fireworks launch,explosive detonation,no,yes,no,no
request-58-4-2,explosive detonation,dry brush ignition,yes,no,no,no
request-58-4-3,dry brush ignition,forest fire,yes,yes,yes,no
request-58-4-4,forest fire,fires,yes,no,no,no
request-58-5-0,humans,arson activity,yes,no,yes,no
request-58-5-1,arson activity,deliberate ignition,yes,yes,yes,yes
request-58-5-2,deliberate ignition,accelerant combustion,yes,yes,no,no
request-58-5-3,accelerant combustion,building fire,yes,yes,no,no
request-58-5-4,building fire,fires,yes,yes,no,no
request-58-6-0,humans,slashandburn agriculture,yes,no,yes,no
request-58-6-1,slashandburn agriculture,controlled fires,yes,no,yes,yes
request-58-6-2,controlled fires,wind spread,yes,no,no,yes
request-58-6-3,wind spread,uncontrolled blaze,yes,yes,yes,yes
request-58-6-4,uncontrolled blaze,fires,yes,yes,no,no
request-58-7-0,humans,power line installation,yes,no,yes,no
request-58-7-1,power line installation,line fault,yes,no,yes,no
request-58-7-2,line fault,electrical arc,yes,yes,yes,yes
request-58-7-3,electrical arc,vegetation ignition,yes,yes,yes,no
request-58-7-4,vegetation ignition,wildfire,yes,yes,yes,no
request-58-7-5,wildfire,fires,no,yes,no,no
request-58-8-0,humans,gas leak negligence,yes,no,yes,no
request-58-8-1,gas leak negligence,accumulated vapors,yes,no,yes,no
request-58-8-2,accumulated vapors,open flame exposure,no,no,no,no
request-58-8-3,open flame exposure,explosion,"assistant
yes",yes,yes,yes
request-58-8-4,explosion,fires,yes,yes,yes,yes
request-58-9-0,humans,deforestation,yes,no,yes,no
request-58-9-1,deforestation,land degradation,yes,yes,yes,no
request-58-9-2,land degradation,increased flammability,yes,yes,yes,yes
request-58-9-3,increased flammability,human ignition source,no,no,no,no
request-58-9-4,human ignition source,fires,yes,no,yes,no
request-59-0-0,40 degrees,drought conditions,no,no,no,no
request-59-0-1,drought conditions,dry vegetation,yes,no,yes,no
request-59-0-2,dry vegetation,increased flammability,yes,no,yes,no
request-59-0-3,increased flammability,fires,no,yes,yes,no
request-59-1-0,40 degrees,heatinduced equipment malfunction,yes,no,yes,yes
request-59-1-1,heatinduced equipment malfunction,electrical sparks,yes,yes,yes,yes
request-59-1-2,electrical sparks,ignition sources,yes,no,yes,no
request-59-1-3,ignition sources,fires,yes,yes,yes,no
request-59-2-0,40 degrees,accelerated evaporation,yes,no,yes,no
request-59-2-1,accelerated evaporation,reduced soil moisture,yes,no,yes,no
request-59-2-2,reduced soil moisture,plant desiccation,yes,no,yes,no
request-59-2-3,plant desiccation,combustible biomass,yes,no,yes,no
request-59-2-4,combustible biomass,fires,yes,no,yes,no
request-59-3-0,40 degrees,high energy demand,yes,no,yes,no
request-59-3-1,high energy demand,overloaded power lines,yes,no,yes,no
request-59-3-2,overloaded power lines,electrical arcing,yes,no,no,no
request-59-3-3,electrical arcing,fires,yes,yes,yes,no
request-59-4-0,40 degrees,increased outdoor activities,no,no,no,no
request-59-4-1,increased outdoor activities,campfire negligence,no,no,yes,no
request-59-4-2,campfire negligence,uncontrolled flames,yes,no,yes,no
request-59-4-3,uncontrolled flames,fires,yes,no,no,yes
request-59-5-0,40 degrees,heatwaveinduced stress,yes,no,yes,no
request-59-5-1,heatwaveinduced stress,tree mortality,yes,no,yes,no
request-59-5-2,tree mortality,deadwood accumulation,yes,no,yes,no
request-59-5-3,deadwood accumulation,fuel abundance,yes,no,yes,no
request-59-5-4,fuel abundance,fires,no,no,no,no
request-60-0-0,forest fires,burning of vegetation,yes,yes,yes,yes
request-60-0-1,burning of vegetation,release of nutrients into soil as ash,yes,no,yes,yes
request-60-0-2,release of nutrients into soil as ash,increased soil fertility,yes,no,yes,no
request-60-0-3,increased soil fertility,rapid plant regrowth,yes,yes,yes,no
request-60-1-0,forest fires,death of plant species,yes,no,yes,no
request-60-1-1,death of plant species,decomposition of organic matter by microorganisms,yes,no,no,no
request-60-1-2,decomposition of organic matter by microorganisms,nutrient enrichment of soil,yes,yes,yes,no
request-60-1-3,nutrient enrichment of soil,accelerated regrowth of pioneer plants,no,yes,no,yes
request-60-2-0,forest fires,reduction of canopy cover,yes,no,yes,no
request-60-2-1,reduction of canopy cover,increased sunlight reaching the forest floor,yes,no,yes,no
