custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-43-6-3,increasing energy demand,climate not changing this year,no,no,no,no
request-43-7-0,humans,agricultural practices,yes,no,yes,no
request-43-7-1,agricultural practices,releasing methane and n2o,yes,no,yes,yes
request-43-7-2,releasing methane and n2o,contributing to climate change,yes,yes,yes,yes
request-43-7-3,contributing to climate change,climate not changing this year,no,no,no,no
request-44-0-0,phytoplankton,algal blooms,yes,no,yes,yes
request-44-0-1,algal blooms,decaying algae,yes,no,yes,no
request-44-0-2,decaying algae,dimethyl sulfideproducing bacteria,yes,yes,yes,yes
request-44-0-3,dimethyl sulfideproducing bacteria,dimethyl sulfide,yes,no,yes,no
request-44-1-0,phytoplankton,photosynthesis,yes,no,no,yes
request-44-1-1,photosynthesis,organic matter,yes,no,yes,no
request-44-1-2,organic matter,bacterial decomposition,yes,no,yes,yes
request-44-1-3,bacterial decomposition,dimethyl sulfideproducing bacteria,yes,yes,yes,no
request-44-1-4,dimethyl sulfideproducing bacteria,dimethyl sulfide,yes,no,yes,no
request-44-2-0,phytoplankton,growth and reproduction,yes,no,yes,yes
request-44-2-1,growth and reproduction,high algal biomass,yes,yes,yes,no
request-44-2-2,high algal biomass,algal senescence,yes,no,yes,no
request-44-2-3,algal senescence,decaying algae,yes,no,yes,no
request-44-2-4,decaying algae,dimethyl sulfideproducing bacteria,yes,yes,yes,yes
request-44-2-5,dimethyl sulfideproducing bacteria,dimethyl sulfide,yes,no,yes,no
request-45-0-0,"largescale, regular blowing of desert sand into the ocean",increased sedimentation in coastal waters,yes,no,no,no
request-45-0-1,increased sedimentation in coastal waters,higher levels of iron and other micronutrients in the water,yes,yes,yes,no
request-45-0-2,higher levels of iron and other micronutrients in the water,stimulation of phytoplankton growth,yes,no,yes,yes
request-45-0-3,stimulation of phytoplankton growth,ocean fertilization,yes,yes,yes,yes
request-45-1-0,"largescale, regular blowing of desert sand into the ocean",enhanced nutrient supply to marine ecosystems,yes,no,no,no
request-45-1-1,enhanced nutrient supply to marine ecosystems,boost in marine productivity,yes,yes,yes,no
request-45-1-2,boost in marine productivity,increased photosynthesis by phytoplankton,yes,yes,yes,yes
request-45-1-3,increased photosynthesis by phytoplankton,ocean fertilization,yes,yes,yes,yes
request-45-2-0,"largescale, regular blowing of desert sand into the ocean",changes in ocean chemistry and nutrient cycling,yes,no,no,no
request-45-2-1,changes in ocean chemistry and nutrient cycling,shifts in phytoplankton community composition,yes,yes,yes,yes
request-45-2-2,shifts in phytoplankton community composition,increased carbon sequestration by phytoplankton,yes,yes,yes,no
request-45-2-3,increased carbon sequestration by phytoplankton,ocean fertilization,yes,yes,yes,no
request-45-3-0,"largescale, regular blowing of desert sand into the ocean",increased turbidity in coastal waters,yes,no,no,no
request-45-3-1,increased turbidity in coastal waters,reduced light penetration and changed light regimes,yes,yes,yes,no
request-45-3-2,reduced light penetration and changed light regimes,altered phytoplankton growth patterns,yes,yes,yes,yes
request-45-3-3,altered phytoplankton growth patterns,ocean fertilization,yes,yes,yes,yes
request-46-0-0,climate change,rising global temperatures,yes,yes,yes,no
request-46-0-1,rising global temperatures,increased frequency and severity of heatwaves,yes,no,yes,no
request-46-0-2,increased frequency and severity of heatwaves,depletion of freshwater resources,yes,yes,yes,no
request-46-0-3,depletion of freshwater resources,food shortages and famine,yes,no,yes,no
request-46-0-4,food shortages and famine,social unrest and mass migration,yes,yes,yes,no
request-46-0-5,social unrest and mass migration,collapse of global economies,yes,yes,no,yes
request-46-0-6,collapse of global economies,breakdown of societies and governments,yes,yes,yes,yes
request-46-0-7,breakdown of societies and governments,extinction of humans,no,yes,no,no
request-46-1-0,climate change,melting of polar ice caps,yes,no,yes,no
request-46-1-1,melting of polar ice caps,rise in sea levels,yes,no,yes,no
request-46-1-2,rise in sea levels,coastal flooding and erosion,yes,no,yes,no
request-46-1-3,coastal flooding and erosion,displacement of coastal populations,yes,no,yes,no
request-46-1-4,displacement of coastal populations,overcrowding and resource competition,yes,yes,no,no
request-46-1-5,overcrowding and resource competition,increased conflict and war,yes,yes,yes,no
request-46-1-6,increased conflict and war,nuclear war and global devastation,yes,yes,yes,no
request-46-1-7,nuclear war and global devastation,extinction of humans,yes,no,no,no
request-46-2-0,climate change,changes in precipitation patterns,yes,no,yes,no
request-46-2-1,changes in precipitation patterns,droughts and wildfires,yes,yes,yes,no
request-46-2-2,droughts and wildfires,loss of biodiversity and ecosystems,yes,yes,yes,yes
request-46-2-3,loss of biodiversity and ecosystems,disruption of food chains and nutrient cycles,yes,yes,yes,yes
request-46-2-4,disruption of food chains and nutrient cycles,collapse of ecosystems and loss of habitat,yes,yes,yes,yes
request-46-2-5,collapse of ecosystems and loss of habitat,extinction of key species and pollinators,yes,yes,yes,yes
request-46-2-6,extinction of key species and pollinators,disruption of food production and supply,yes,yes,yes,yes
request-46-2-7,disruption of food production and supply,extinction of humans,yes,yes,no,no
request-46-3-0,climate change,increased frequency and severity of natural disasters,yes,no,yes,no
request-46-3-1,increased frequency and severity of natural disasters,devastation of infrastructure and economies,yes,no,yes,no
request-46-3-2,devastation of infrastructure and economies,disruption of global supply chains,yes,yes,yes,yes
request-46-3-3,disruption of global supply chains,shortages of essential goods and services,yes,yes,yes,yes
request-46-3-4,shortages of essential goods and services,breakdown of social order and governance,yes,yes,yes,yes
request-46-3-5,breakdown of social order and governance,increased violence and conflict,yes,yes,yes,yes
request-46-3-6,increased violence and conflict,collapse of human societies,yes,yes,no,yes
request-46-3-7,collapse of human societies,extinction of humans,no,yes,no,no
request-46-4-0,climate change,ocean acidification and warming,yes,no,yes,no
request-46-4-1,ocean acidification and warming,collapse of marine ecosystems,yes,no,yes,no
request-46-4-2,collapse of marine ecosystems,disruption of global food chains,yes,yes,yes,yes
request-46-4-3,disruption of global food chains,food shortages and famine,yes,yes,yes,yes
request-46-4-4,food shortages and famine,social unrest and mass migration,yes,yes,yes,no
request-46-4-5,social unrest and mass migration,collapse of global economies,yes,yes,no,yes
request-46-4-6,collapse of global economies,breakdown of societies and governments,yes,yes,yes,yes
request-46-4-7,breakdown of societies and governments,extinction of humans,no,yes,no,no
request-47-0-0,highlatitude glacier melt,freshwater input,yes,yes,no,no
request-47-0-1,freshwater input,ocean dilution,yes,no,yes,no
request-47-0-2,ocean dilution,thermal expansion,no,no,no,no
request-47-0-3,thermal expansion,sea level rise,yes,no,no,no
request-47-1-0,highlatitude glacier melt,ice mass loss,yes,yes,no,yes
request-47-1-1,ice mass loss,gravitational attraction change,yes,no,yes,no
request-47-1-2,gravitational attraction change,ocean redistribution,yes,yes,yes,yes
request-47-1-3,ocean redistribution,sea level rise,no,yes,no,no
request-47-2-0,highlatitude glacier melt,freshwater input,yes,yes,no,no
request-47-2-1,freshwater input,ocean circulation change,yes,yes,yes,no
request-47-2-2,ocean circulation change,thermal expansion,no,no,no,no
request-47-2-3,thermal expansion,sea level rise,yes,no,no,no
request-47-3-0,highlatitude glacier melt,ice mass loss,yes,yes,no,yes
request-47-3-1,ice mass loss,land subsidence,no,no,no,no
request-47-3-2,land subsidence,coastal flooding,yes,yes,yes,no
request-47-3-3,coastal flooding,sea level rise,no,yes,no,yes
request-47-4-0,highlatitude glacier melt,freshwater input,yes,yes,no,no
request-47-4-1,freshwater input,ocean stratification change,yes,no,yes,no
request-47-4-2,ocean stratification change,thermal expansion,no,yes,no,no
request-47-4-3,thermal expansion,sea level rise,yes,no,no,no
request-48-0-0,every minor setback,delays in production,no,no,no,no
request-48-0-1,delays in production,reduced output,yes,yes,yes,yes
request-48-0-2,reduced output,insufficient supply,yes,yes,yes,yes
request-48-0-3,insufficient supply,shortages,yes,yes,yes,yes
request-48-1-0,every minor setback,equipment failure,no,no,no,no
request-48-1-1,equipment failure,disruption of operations,yes,yes,yes,no
request-48-1-2,disruption of operations,reduced output,yes,yes,yes,yes
request-48-1-3,reduced output,insufficient supply,yes,yes,yes,yes
request-48-1-4,insufficient supply,shortages,yes,yes,yes,yes
request-48-2-0,every minor setback,decreased worker morale,no,no,no,no
request-48-2-1,decreased worker morale,decreased productivity,yes,yes,yes,no
request-48-2-2,decreased productivity,reduced output,yes,yes,no,yes
request-48-2-3,reduced output,insufficient supply,yes,yes,yes,yes
request-48-2-4,insufficient supply,shortages,yes,yes,yes,yes
request-48-3-0,every minor setback,increased stress on systems,no,no,no,no
request-48-3-1,increased stress on systems,system failures,yes,yes,yes,yes
request-48-3-2,system failures,disruption of operations,yes,yes,yes,yes
request-48-3-3,disruption of operations,reduced output,yes,yes,yes,yes
request-48-3-4,reduced output,insufficient supply,yes,yes,yes,yes
request-48-3-5,insufficient supply,shortages,yes,yes,yes,yes
request-48-4-0,every minor setback,inefficient use of resources,no,no,no,no
request-48-4-1,inefficient use of resources,wasted resources,yes,yes,yes,yes
request-48-4-2,wasted resources,reduced output,yes,yes,yes,yes
request-48-4-3,reduced output,insufficient supply,yes,yes,yes,yes
request-48-4-4,insufficient supply,shortages,yes,yes,yes,yes
request-49-0-0,tree planting,carbon sequestration,yes,yes,yes,no
request-49-0-1,carbon sequestration,reduced atmospheric co2,yes,no,yes,no
request-49-0-2,reduced atmospheric co2,slowed global warming,yes,no,no,no
request-49-0-3,slowed global warming,mitigated climate change,yes,yes,yes,no
request-49-0-4,mitigated climate change,climate change,no,no,no,no
request-49-1-0,tree planting,soil erosion prevention,yes,yes,yes,yes
request-49-1-1,soil erosion prevention,preserved soil quality,yes,yes,yes,yes
request-49-1-2,preserved soil quality,increased carbon storage,yes,yes,yes,yes
request-49-1-3,increased carbon storage,reduced atmospheric co2,yes,yes,yes,no
request-49-1-4,reduced atmospheric co2,slowed global warming,yes,no,no,no
request-49-1-5,slowed global warming,mitigated climate change,yes,yes,yes,no
request-49-1-6,mitigated climate change,climate change,no,no,no,no
request-49-2-0,tree planting,oxygen production,yes,no,yes,no
request-49-2-1,oxygen production,increased atmospheric oxygen,yes,no,yes,no
request-49-2-2,increased atmospheric oxygen,enhanced ecosystem health,no,yes,no,yes
request-49-2-3,enhanced ecosystem health,improved carbon sequestration,yes,yes,yes,yes
request-49-2-4,improved carbon sequestration,reduced atmospheric co2,yes,no,no,no
request-49-2-5,reduced atmospheric co2,slowed global warming,yes,no,no,no
request-49-2-6,slowed global warming,mitigated climate change,yes,yes,yes,no
request-49-2-7,mitigated climate change,climate change,no,no,no,no
request-49-3-0,tree planting,wildlife habitat creation,yes,yes,yes,no
request-49-3-1,wildlife habitat creation,increased biodiversity,yes,yes,yes,no
request-49-3-2,increased biodiversity,enhanced ecosystem resilience,yes,yes,yes,yes
request-49-3-3,enhanced ecosystem resilience,improved carbon sequestration,yes,yes,yes,yes
request-49-3-4,improved carbon sequestration,reduced atmospheric co2,yes,yes,no,no
request-49-3-5,reduced atmospheric co2,slowed global warming,yes,no,no,no
request-49-3-6,slowed global warming,mitigated climate change,yes,yes,yes,no
request-49-3-7,mitigated climate change,climate change,no,no,no,no
request-49-4-0,tree planting,soil moisture retention,yes,no,yes,no
request-49-4-1,soil moisture retention,reduced evapotranspiration,yes,yes,yes,no
request-49-4-2,reduced evapotranspiration,increased water table recharge,yes,no,yes,no
request-49-4-3,increased water table recharge,enhanced groundwater storage,yes,yes,yes,yes
request-49-4-4,enhanced groundwater storage,reduced water scarcity,yes,yes,yes,yes
request-49-4-5,reduced water scarcity,improved agricultural productivity,yes,yes,yes,yes
request-49-4-6,improved agricultural productivity,reduced greenhouse gas emissions,yes,yes,yes,no
request-49-4-7,reduced greenhouse gas emissions,slowed global warming,yes,no,no,no
request-49-4-8,slowed global warming,mitigated climate change,yes,yes,yes,no
request-49-4-9,mitigated climate change,climate change,no,no,no,no
request-50-0-0,40 degrees,heatwave,no,yes,no,yes
request-50-0-1,heatwave,drought,yes,no,no,no
request-50-0-2,drought,dry vegetation,yes,no,yes,no
request-50-0-3,dry vegetation,fires in europe,yes,no,yes,no
request-50-1-0,40 degrees,record high temperatures,no,no,no,no
request-50-1-1,record high temperatures,increased evaporation,yes,no,yes,no
request-50-1-2,increased evaporation,severe drought,yes,no,no,yes
request-50-1-3,severe drought,dry vegetation,yes,no,yes,no
request-50-1-4,dry vegetation,fires in europe,yes,no,yes,no
request-50-2-0,40 degrees,unprecedented heat,no,yes,no,no
request-50-2-1,unprecedented heat,water scarcity,yes,no,no,no
request-50-2-2,water scarcity,crops withering,yes,no,yes,no
request-50-2-3,crops withering,dry vegetation,yes,yes,yes,no
request-50-2-4,dry vegetation,fires in europe,yes,no,yes,no
request-50-3-0,40 degrees,extreme weather conditions,no,no,no,no
request-50-3-1,extreme weather conditions,strong winds,yes,yes,yes,no
request-50-3-2,strong winds,dry vegetation,no,no,no,no
request-50-3-3,dry vegetation,fires in europe,yes,no,yes,no
request-50-4-0,40 degrees,heat stress,yes,no,yes,no
request-50-4-1,heat stress,increased energy consumption,yes,yes,yes,no
request-50-4-2,increased energy consumption,power grid overload,yes,no,yes,no
request-50-4-3,power grid overload,electrical failures,yes,yes,yes,yes
request-50-4-4,electrical failures,fires in europe,yes,yes,no,no
request-50-5-0,40 degrees,heatwave,no,yes,no,yes
request-50-5-1,heatwave,increased human activity,no,yes,no,yes
request-50-5-2,increased human activity,careless behavior,yes,yes,yes,yes
request-50-5-3,careless behavior,humanstarted fires,yes,yes,yes,yes
request-50-5-4,humanstarted fires,fires in europe,yes,yes,yes,no
request-51-0-0,air temperature,evaporation rate,yes,no,yes,no
request-51-0-1,evaporation rate,soil moisture levels,yes,yes,no,yes
request-51-0-2,soil moisture levels,vegetation dryness,yes,no,yes,no
request-51-0-3,vegetation dryness,the fires,yes,no,yes,no
request-51-1-0,air temperature,humidity levels,no,no,no,no
request-51-1-1,humidity levels,atmospheric dryness,no,no,no,no
request-51-1-2,atmospheric dryness,vegetation dryness,yes,yes,yes,no
request-51-1-3,vegetation dryness,the fires,yes,no,yes,no
request-51-2-0,air temperature,wind patterns,yes,no,yes,no
request-51-2-1,wind patterns,wind speed,yes,yes,yes,no
request-51-2-2,wind speed,spread of sparks,yes,no,yes,no
request-51-2-3,spread of sparks,the fires,yes,yes,yes,yes
request-51-3-0,air temperature,weather patterns,yes,yes,no,yes
request-51-3-1,weather patterns,drought conditions,yes,yes,yes,no
request-51-3-2,drought conditions,vegetation dryness,yes,yes,yes,no
request-51-3-3,vegetation dryness,the fires,yes,no,yes,no
request-51-4-0,air temperature,heat waves,yes,yes,yes,no
request-51-4-1,heat waves,dry underbrush,yes,no,yes,no
request-51-4-2,dry underbrush,the fires,yes,no,yes,no
request-52-0-0,the vaporization through heating,the formation of flammable gases,yes,no,yes,no
request-52-0-1,the formation of flammable gases,the ignition of flammable gases,no,no,no,no
request-52-0-2,the ignition of flammable gases,fires,yes,yes,yes,yes
request-52-1-0,the vaporization through heating,the release of combustible materials,yes,yes,yes,no
request-52-1-1,the release of combustible materials,the ignition of combustible materials,no,no,no,no
request-52-1-2,the ignition of combustible materials,fires,yes,yes,yes,yes
request-52-2-0,the vaporization through heating,the increase in temperature,no,yes,no,yes
request-52-2-1,the increase in temperature,the ignition of nearby objects,yes,yes,yes,no
request-52-2-2,the ignition of nearby objects,fires,yes,yes,yes,yes
request-52-3-0,the vaporization through heating,the creation of sparks,no,yes,no,no
request-52-3-1,the creation of sparks,the ignition of sparks,no,yes,yes,no
request-52-3-2,the ignition of sparks,fires,yes,yes,yes,no
request-53-0-0,40 degrees,heatwave,no,yes,no,yes
request-53-0-1,heatwave,drought,yes,no,no,no
request-53-0-2,drought,dry vegetation,yes,no,yes,no
request-53-0-3,dry vegetation,fires,yes,no,yes,no
request-53-1-0,40 degrees,high temperature,no,yes,no,yes
request-53-1-1,high temperature,increased evaporation,yes,no,yes,no
request-53-1-2,increased evaporation,dry conditions,yes,yes,yes,no
request-53-1-3,dry conditions,fires,yes,no,yes,no
request-53-2-0,40 degrees,heat stress,yes,no,yes,no
request-53-2-1,heat stress,electrical failures,yes,no,yes,no
request-53-2-2,electrical failures,spark,yes,yes,yes,no
request-53-2-3,spark,fires,yes,yes,yes,no
request-53-3-0,40 degrees,increased energy consumption,yes,no,no,no
request-53-3-1,increased energy consumption,overloaded power grid,yes,no,yes,no
request-53-3-2,overloaded power grid,electrical failures,yes,no,yes,yes
request-53-3-3,electrical failures,spark,yes,yes,yes,no
request-53-3-4,spark,fires,yes,yes,yes,no
request-53-4-0,40 degrees,water shortage,no,no,no,no
request-53-4-1,water shortage,agricultural burnoffs,no,no,no,no
request-53-4-2,agricultural burnoffs,uncontrolled burnoffs,yes,yes,no,no
request-53-4-3,uncontrolled burnoffs,fires,yes,yes,yes,no
request-54-0-0,a cigarette butt,dry underbrush,yes,no,no,no
request-54-0-1,dry underbrush,ignition,yes,no,yes,no
request-54-0-2,ignition,small flame,yes,yes,yes,yes
request-54-0-3,small flame,fires,yes,no,yes,yes
request-54-1-0,a spark,flammable material,yes,no,yes,no
request-54-1-1,flammable material,ignition,yes,yes,yes,yes
request-54-1-2,ignition,small flame,yes,yes,yes,yes
request-54-1-3,small flame,fires,yes,no,yes,yes
request-54-2-0,lightning,tree,no,no,no,no
request-54-2-1,tree,ignition,no,no,no,no
request-54-2-2,ignition,small flame,yes,yes,yes,yes
request-54-2-3,small flame,fires,yes,no,yes,yes
request-54-3-0,a cigarette butt,trash,yes,no,yes,yes
request-54-3-1,trash,ignition,yes,no,no,no
request-54-3-2,ignition,small flame,yes,yes,yes,yes
request-54-3-3,small flame,fires,yes,no,yes,yes
request-54-4-0,a spark,gasoline,no,no,yes,no
request-54-4-1,gasoline,explosion,yes,no,yes,no
request-54-4-2,explosion,large flame,yes,no,yes,no
request-54-4-3,large flame,fires,yes,yes,yes,yes
request-54-5-0,lightning,power lines,no,no,no,no
request-54-5-1,power lines,electrical surge,yes,no,yes,no
request-54-5-2,electrical surge,ignition,yes,yes,yes,no
request-54-5-3,ignition,fires,yes,yes,yes,no
request-54-6-0,a cigarette butt,dry leaves,yes,no,no,no
request-54-6-1,dry leaves,ignition,yes,no,no,no
request-54-6-2,ignition,small flame,yes,yes,yes,yes
request-54-6-3,small flame,fires,yes,no,yes,yes
request-55-0-0,kentucky floods,displacement of people,yes,no,yes,no
request-55-0-1,displacement of people,lack of access to basic necessities,yes,yes,yes,yes
request-55-0-2,lack of access to basic necessities,social unrest,yes,yes,yes,no
request-55-0-3,social unrest,chaos,yes,yes,yes,no
request-55-1-0,kentucky floods,damage to infrastructure,yes,yes,yes,no
request-55-1-1,damage to infrastructure,disruption of essential services,yes,yes,yes,yes
request-55-1-2,disruption of essential services,widespread panic,yes,yes,yes,no
request-55-1-3,widespread panic,chaos,yes,yes,no,yes
request-55-2-0,kentucky floods,economic disruption,yes,no,no,no
request-55-2-1,economic disruption,business closures,yes,yes,yes,yes
request-55-2-2,business closures,job losses,yes,yes,yes,no
request-55-2-3,job losses,social instability,yes,yes,yes,yes
request-55-2-4,social instability,chaos,yes,yes,yes,no
request-55-3-0,kentucky floods,environmental hazards,yes,yes,yes,yes
request-55-3-1,environmental hazards,health risks,yes,no,yes,no
request-55-3-2,health risks,public health crisis,yes,yes,yes,yes
request-55-3-3,public health crisis,chaos,yes,yes,yes,no
request-55-4-0,texas snowfalls,road closures,yes,no,yes,no
request-55-4-1,road closures,disruption of transportation,yes,yes,yes,yes
request-55-4-2,disruption of transportation,food and supply shortages,yes,yes,yes,yes
request-55-4-3,food and supply shortages,social unrest,yes,yes,yes,no
request-55-4-4,social unrest,chaos,yes,yes,yes,no
request-55-5-0,texas snowfalls,power outages,yes,no,yes,no
request-55-5-1,power outages,disruption of essential services,yes,yes,yes,yes
request-55-5-2,disruption of essential services,widespread panic,yes,yes,yes,no
request-55-5-3,widespread panic,chaos,yes,yes,no,yes
request-55-6-0,texas snowfalls,economic disruption,yes,no,yes,no
request-55-6-1,economic disruption,business closures,yes,yes,yes,yes
request-55-6-2,business closures,job losses,yes,yes,yes,no
request-55-6-3,job losses,social instability,yes,yes,yes,yes
request-55-6-4,social instability,chaos,yes,yes,yes,no
request-55-7-0,texas snowfalls,disruption of healthcare services,yes,no,yes,no
request-55-7-1,disruption of healthcare services,health risks,yes,yes,yes,yes
request-55-7-2,health risks,public health crisis,yes,yes,yes,yes
request-55-7-3,public health crisis,chaos,yes,yes,yes,no
request-56-0-0,people,carelessness,yes,no,yes,no
request-56-0-1,carelessness,unattended candles,yes,yes,yes,yes
request-56-0-2,unattended candles,ignited curtains,yes,no,yes,no
request-56-0-3,ignited curtains,fires,yes,yes,yes,yes
request-56-1-0,people,arson,yes,no,yes,no
request-56-1-1,arson,ignited debris,yes,no,no,yes
request-56-1-2,ignited debris,spreading flames,yes,yes,yes,no
request-56-1-3,spreading flames,fires,yes,yes,yes,yes
request-56-2-0,people,electrical overload,yes,no,yes,no
request-56-2-1,electrical overload,short circuit,yes,yes,no,no
request-56-2-2,short circuit,spark,yes,yes,yes,no
request-56-2-3,spark,fires,yes,yes,yes,no
request-56-3-0,people,cooking accidents,yes,no,yes,no
request-56-3-1,cooking accidents,grease spills,yes,yes,yes,yes
request-56-3-2,grease spills,ignited kitchen towels,yes,yes,yes,no
request-56-3-3,ignited kitchen towels,fires,yes,yes,yes,yes
request-56-4-0,people,discarded cigarettes,yes,no,yes,no
request-56-4-1,discarded cigarettes,ignited trash,yes,no,yes,no
request-56-4-2,ignited trash,spreading embers,yes,yes,yes,yes
request-56-4-3,spreading embers,fires,yes,yes,yes,yes
request-56-5-0,people,faulty wiring,yes,no,yes,no
request-56-5-1,faulty wiring,electrical malfunction,yes,yes,yes,no
request-56-5-2,electrical malfunction,spark,yes,yes,yes,yes
request-56-5-3,spark,fires,yes,yes,yes,no
request-56-6-0,people,open flames,yes,no,yes,no
request-56-6-1,open flames,unattended bbqs,yes,yes,yes,yes
request-56-6-2,unattended bbqs,ignited nearby objects,yes,yes,yes,yes
request-56-6-3,ignited nearby objects,fires,yes,yes,yes,yes
request-56-7-0,people,gas leaks,yes,no,yes,no
request-56-7-1,gas leaks,ignition sources,no,no,yes,no
request-56-7-2,ignition sources,explosions,yes,yes,yes,no
request-56-7-3,explosions,fires,yes,yes,no,no
request-57-0-0,the water content of plants in hot climates,drought,no,no,no,no
request-57-0-1,drought,dry vegetation,yes,no,yes,no
request-57-0-2,dry vegetation,ignition sources,yes,no,yes,no
request-57-0-3,ignition sources,fires,yes,yes,yes,no
request-57-1-0,the water content of plants in hot climates,low humidity,no,yes,no,no
request-57-1-1,low humidity,dry air,yes,yes,yes,yes
request-57-1-2,dry air,electrical discharges,yes,no,yes,no
request-57-1-3,electrical discharges,fires,yes,no,yes,no
request-57-2-0,the water content of plants in hot climates,water scarcity,no,yes,no,no
request-57-2-1,water scarcity,increased human activity,no,yes,no,yes
request-57-2-2,increased human activity,human error,yes,no,yes,yes
request-57-2-3,human error,fires,yes,no,yes,no
request-57-3-0,the water content of plants in hot climates,plant stress,yes,no,yes,no
request-57-3-1,plant stress,increased risk of pest infestation,yes,yes,yes,yes
request-57-3-2,increased risk of pest infestation,pestrelated ignitions,yes,yes,yes,no
request-57-3-3,pestrelated ignitions,fires,yes,yes,yes,no
request-57-4-0,the water content of plants in hot climates,reduced transpiration,no,yes,no,no
request-57-4-1,reduced transpiration,increased atmospheric temperature,no,no,no,no
request-57-4-2,increased atmospheric temperature,heat waves,yes,yes,yes,no
request-57-4-3,heat waves,fires,yes,no,yes,no
request-58-0-0,humans,cigarettes,yes,no,yes,no
request-58-0-1,cigarettes,unextinguished cigarettes,no,no,yes,yes
request-58-0-2,unextinguished cigarettes,dry leaves,yes,yes,no,no
request-58-0-3,dry leaves,fires,yes,no,yes,no
request-58-1-0,humans,electrical appliances,yes,no,yes,no
request-58-1-1,electrical appliances,overheated electrical appliances,yes,yes,yes,yes
request-58-1-2,overheated electrical appliances,sparks,yes,yes,yes,no
request-58-1-3,sparks,fires,yes,yes,yes,no
request-58-2-0,humans,campfires,yes,no,yes,no
request-58-2-1,campfires,unattended campfires,no,yes,yes,yes
request-58-2-2,unattended campfires,fires,yes,no,yes,yes
request-58-3-0,humans,arson,yes,no,yes,no
request-58-3-1,arson,ignited materials,yes,no,no,yes
request-58-3-2,ignited materials,fires,yes,yes,yes,yes
request-58-4-0,humans,kitchen appliances,no,no,yes,no
request-58-4-1,kitchen appliances,grease buildup,yes,no,yes,yes
request-58-4-2,grease buildup,kitchen grease fires,yes,no,yes,no
request-58-4-3,kitchen grease fires,fires,yes,yes,yes,no
request-58-5-0,humans,fireworks,yes,no,yes,no
request-58-5-1,fireworks,uncontrolled fireworks,no,no,yes,no
request-58-5-2,uncontrolled fireworks,fires,yes,no,yes,no
request-59-0-0,40 degrees,heatwave,no,yes,no,yes
request-59-0-1,heatwave,drought,yes,no,no,no
request-59-0-2,drought,dry vegetation,yes,no,yes,no
request-59-0-3,dry vegetation,fires,yes,no,yes,no
request-59-1-0,40 degrees,heat stress,yes,no,yes,no
request-59-1-1,heat stress,electrical overload,no,yes,no,no
request-59-1-2,electrical overload,power line failure,yes,yes,yes,no
request-59-1-3,power line failure,sparks,yes,yes,yes,no
request-59-1-4,sparks,fires,yes,yes,yes,no
request-59-2-0,40 degrees,increased energy consumption,yes,no,no,no
request-59-2-1,increased energy consumption,overloaded power grid,yes,no,yes,no
request-59-2-2,overloaded power grid,transformer failure,yes,yes,yes,no
request-59-2-3,transformer failure,electrical arc,yes,yes,no,yes
request-59-2-4,electrical arc,fires,yes,yes,yes,no
request-59-3-0,40 degrees,water evaporation,yes,no,no,no
request-59-3-1,water evaporation,low water levels,yes,no,yes,no
request-59-3-2,low water levels,exposed power lines,yes,no,no,no
request-59-3-3,exposed power lines,electrical short,yes,no,yes,no
request-59-3-4,electrical short,fires,yes,yes,yes,no
request-59-4-0,40 degrees,urban heat island effect,yes,no,no,no
request-59-4-1,urban heat island effect,increased human activity,no,yes,no,yes
request-59-4-2,increased human activity,careless behavior,yes,yes,yes,yes
request-59-4-3,careless behavior,unattended flames,yes,yes,yes,yes
request-59-4-4,unattended flames,fires,yes,yes,yes,yes
request-60-0-0,forest fires,burning of organic matter,yes,yes,yes,yes
request-60-0-1,burning of organic matter,release of nutrients into the ash,yes,no,yes,no
request-60-0-2,release of nutrients into the ash,deposition of nutrientrich ash on the soil,yes,no,yes,no
request-60-0-3,deposition of nutrientrich ash on the soil,the return of plant nutrients to the soil and subsequent rapid regrowth,yes,yes,yes,no
request-60-1-0,forest fires,killing of vegetation,yes,no,yes,no
request-60-1-1,killing of vegetation,decomposition of dead plant material,yes,no,no,no
request-60-1-2,decomposition of dead plant material,release of nutrients from decomposed material,yes,no,yes,no
request-60-1-3,release of nutrients from decomposed material,the return of plant nutrients to the soil and subsequent rapid regrowth,yes,yes,yes,no
request-60-2-0,forest fires,heating of soil,yes,no,yes,no
request-60-2-1,heating of soil,killing of soil microorganisms,yes,yes,yes,no
request-60-2-2,killing of soil microorganisms,release of nutrients from dead microorganisms,yes,no,no,no
request-60-2-3,release of nutrients from dead microorganisms,the return of plant nutrients to the soil and subsequent rapid regrowth,yes,yes,yes,no
request-60-3-0,forest fires,creation of a seedbed,yes,no,yes,no
request-60-3-1,creation of a seedbed,exposure of mineral soil,yes,yes,yes,yes
request-60-3-2,exposure of mineral soil,weathering of mineral soil,yes,yes,yes,no
request-60-3-3,weathering of mineral soil,release of nutrients from weathered soil,yes,no,yes,no
request-60-3-4,release of nutrients from weathered soil,the return of plant nutrients to the soil and subsequent rapid regrowth,yes,yes,no,no
request-61-0-0,plant nutrients returning to the soil,increased soil fertility,yes,no,yes,no
request-61-0-1,increased soil fertility,improved plant growth conditions,yes,yes,yes,no
request-61-0-2,improved plant growth conditions,the relatively fast regrowth of plants,yes,yes,yes,no
